model name,TP,FP,TN,FN,accuracy,precision,recall,specificity,F1 score,F0.5 score,F0.75 score,b accuracy,AUC value inf,AUC value trn,mcc,log loss,kappa,fall out,miss rate,NPV,lr plus,lr minus,t50_bld_igg,nseq_bld_igg,t50_bld_pd1,nseq_bld_pd1,t50_bld_spt,nseq_bld_spt,t50_pln_igg,nseq_pln_igg,t50_pln_pd1,nseq_pln_pd1,t50_pln_spt,nseq_pln_spt,t50_panc_igg,nseq_panc_igg,t50_panc_pd1,nseq_panc_pd1,t50_panc_spt,nseq_panc_spt
IGRP_WF_32_Kf_tp8,9122,1604,12397,4747,0.77212056,0.850456834,0.657725863,0.885436755,0.741776784,0.803374844,0.769303427,0.7715813090000001,0.813995039,1.0,0.558157802,0.625934746,0.5437434870000001,0.114563245,0.34227413700000003,0.7231101259999999,5.741159485,0.38655966700000005,0.08885542168674698,664,0.10082872928176796,724,0.16593245227606462,681,0.08654602675059009,1271,0.15454545454545454,220,0.10637204522096609,1946,0.14896755162241887,1356,0.11355311355311355,1092,0.26567844925883694,1754
IGRP_WF_33_Mc_tp8,9648,2673,11328,4221,0.7526372440000001,0.783053324,0.695652174,0.809085065,0.7367697590000001,0.7638591990000001,0.749168367,0.75236862,0.8062973379999999,0.9285714290000001,0.5081515320000001,0.6294764039999999,0.505002947,0.190914935,0.304347826,0.728535597,3.6437808030000003,0.376162951,0.23493975903614459,664,0.16988950276243095,724,0.2393538913362702,681,0.17073170731707318,1271,0.21818181818181817,220,0.1736896197327852,1946,0.3915929203539823,1356,0.14926739926739926,1092,0.3289623717217788,1754
IGRP_WF_34_Mc_tp8,9257,2026,11975,4612,0.7618227479999999,0.820437827,0.667459802,0.85529605,0.7360846059999999,0.7844782290000001,0.7579032520000001,0.761377926,0.808806056,0.791666667,0.532481826,0.6125673939999999,0.523215738,0.14470395,0.332540198,0.721950925,4.612588693999999,0.388801278,0.1852409638554217,664,0.13535911602209943,724,0.2011747430249633,681,0.24704956726986624,1271,0.18181818181818182,220,0.14696813977389517,1946,0.3525073746312684,1356,0.15018315018315018,1092,0.28278221208665905,1754
IGRP_WF_35_Mc_tp8,9912,3323,10678,3957,0.7387872259999999,0.748923309,0.7146874320000001,0.76265981,0.731404959,0.7418162220000001,0.736226941,0.7386736209999999,0.7976336079999999,0.988095238,0.47794528700000005,0.704631592,0.477450129,0.23734019,0.285312568,0.7296207720000001,3.011236455,0.37410201,0.2786144578313253,664,0.2154696132596685,724,0.3054331864904552,681,0.3147128245476003,1271,0.2636363636363636,220,0.2225077081192189,1946,0.4351032448377581,1356,0.15934065934065933,1092,0.39680729760547323,1754
IGRP_WF_36_Mc_tp8,9337,2235,11766,4532,0.757194116,0.80686139,0.6732280629999999,0.840368545,0.734012028,0.776052663,0.75304946,0.756798304,0.8119301179999999,1.0,0.521138165,0.629737786,0.513997901,0.159631455,0.326771937,0.7219290709999999,4.217389756,0.38884360799999995,0.1897590361445783,664,0.14502762430939226,724,0.2055800293685756,681,0.2619984264358773,1271,0.19545454545454546,220,0.14645426515930113,1946,0.3753687315634218,1356,0.13095238095238096,1092,0.29475484606613456,1754
IGRP_WF_37_Mc_tp8,9906,3260,10741,3963,0.7408324359999999,0.752392526,0.7142548129999999,0.7671594890000001,0.7328278159999999,0.744442607,0.7382026190000001,0.740707151,0.8055751729999999,1.0,0.48214361200000005,0.643545541,0.48152936,0.23284051100000003,0.285745187,0.7304815020000001,3.0675710539999996,0.372471685,0.26656626506024095,664,0.21685082872928177,724,0.2922173274596182,681,0.20928402832415421,1271,0.24545454545454545,220,0.20863309352517986,1946,0.4314159292035398,1356,0.1858974358974359,1092,0.38540478905359177,1754
IGRP_WF_38_Mc_tp8,9105,1678,12323,4764,0.7688554,0.84438468,0.6565001079999999,0.880151418,0.73868246,0.798670199,0.765514597,0.768325763,0.800211298,1.0,0.550924084,0.59943997,0.537215013,0.119848582,0.34349989200000003,0.721191549,5.477746135,0.390273634,0.10692771084337349,664,0.10773480662983426,724,0.18502202643171806,681,0.22974036191974823,1271,0.16363636363636364,220,0.1197327852004111,1946,0.16371681415929204,1356,0.12179487179487179,1092,0.2668187001140251,1754
IGRP_WF_39_Mc_tp8,9925,3278,10723,3944,0.740868317,0.751723093,0.715624775,0.765873866,0.733229905,0.744214994,0.738315643,0.74074932,0.801186718,0.989583333,0.482158925,0.61934995,0.481607661,0.23412613399999999,0.284375225,0.731097021,3.056577935,0.37130817200000005,0.22439759036144577,664,0.21408839779005526,724,0.28634361233480177,681,0.1911880409126672,1271,0.2590909090909091,220,0.21685508735868447,1946,0.2558997050147493,1356,0.16025641025641027,1092,0.3933865450399088,1754
IGRP_WF_40_Mc_tp8,9329,1987,12014,4540,0.765805526,0.824407918,0.6726512370000001,0.858081566,0.7408378000000001,0.788815044,0.76247969,0.765366401,0.808383909,1.0,0.540356136,0.596528442,0.531193741,0.141918434,0.327348763,0.725746043,4.739703051,0.381489099,0.17620481927710843,664,0.13397790055248618,724,0.19823788546255505,681,0.14162077104642015,1271,0.1590909090909091,220,0.1197327852004111,1946,0.33997050147492625,1356,0.13644688644688643,1092,0.2862029646522235,1754
IGRP_WF_41_Mc_tp8,9588,2689,11312,4281,0.749910298,0.78097255,0.691325979,0.80794229,0.7334200259999999,0.76123029,0.746140892,0.749634134,0.8161757540000001,0.947916667,0.502834537,0.605281575,0.499538572,0.19205771,0.308674021,0.725453729,3.599574202,0.382049591,0.2394578313253012,664,0.1850828729281768,724,0.25697503671071953,681,0.2950432730133753,1271,0.20454545454545456,220,0.1551901336073998,1946,0.40486725663716816,1356,0.15476190476190477,1092,0.31927023945267957,1754
IGRP_WF_42_Mc_tp8,9263,1981,12020,4606,0.763652673,0.8238171470000001,0.667892422,0.858510106,0.7377055709999999,0.78706772,0.7599474940000001,0.7632012640000001,0.8081078140000001,0.9494949490000001,0.5364951029999999,0.61317205,0.526872611,0.141489894,0.332107578,0.722964032,4.720424937,0.38684178,0.18072289156626506,664,0.13397790055248618,724,0.21585903083700442,681,0.24704956726986624,1271,0.1590909090909091,220,0.10739979445015416,1946,0.3525073746312684,1356,0.1282051282051282,1092,0.3329532497149373,1754
