model_name,t50_panc_igg,t60_panc_igg,t70_panc_igg,t80_panc_igg,t90_panc_igg,nseq_panc_igg
IGRP_WF_69_Mc_dist,0.193952802359882,0.17772861356932154,0.13421828908554573,0.10619469026548672,0.09955752212389381,1356
IGRP_WF_6_Kf_dist,0.3480825958702065,0.15634218289085547,0.11946902654867257,0.009587020648967551,0.004424778761061947,1356
IGRP_WF_70_Mc_dist,0.1430678466076696,0.08259587020648967,0.07669616519174041,0.06710914454277286,0.0014749262536873156,1356
IGRP_WF_71_Mc_dist,0.3702064896755162,0.1570796460176991,0.137905604719764,0.1172566371681416,0.06563421828908554,1356
IGRP_WF_72_Mc_dist,0.16740412979351033,0.1430678466076696,0.1187315634218289,0.06784660766961652,0.0014749262536873156,1356
IGRP_WF_73_Mc_dist,0.4056047197640118,0.3672566371681416,0.3414454277286136,0.15486725663716813,0.11356932153392331,1356
IGRP_WF_74_Mc_dist,0.18584070796460178,0.16445427728613568,0.137905604719764,0.11283185840707964,0.04056047197640118,1356
IGRP_WF_75_Mc_dist,0.42551622418879054,0.3915929203539823,0.1836283185840708,0.1592920353982301,0.11578171091445427,1356
IGRP_WF_76_Mc_dist,0.18289085545722714,0.1592920353982301,0.13200589970501475,0.10766961651917405,0.03761061946902655,1356
IGRP_WF_77_Mc_dist,0.3480825958702065,0.15486725663716813,0.13569321533923304,0.11061946902654868,0.10176991150442478,1356
IGRP_WF_78_Mc_dist,0.17035398230088494,0.13126843657817108,0.07890855457227139,0.06932153392330384,0.06637168141592921,1356
IGRP_WF_79_Mc_dist,0.20058997050147492,0.16592920353982302,0.1415929203539823,0.10914454277286136,0.09955752212389381,1356
IGRP_WF_7_Kf_dist,0.4631268436578171,0.24410029498525074,0.1836283185840708,0.11135693215339233,0.08997050147492626,1356
IGRP_WF_80_Mc_dist,0.16371681415929204,0.13716814159292035,0.11061946902654868,0.10471976401179942,0.06637168141592921,1356
IGRP_WF_81_Mc_dist,0.3805309734513274,0.3547197640117994,0.3252212389380531,0.13864306784660768,0.06047197640117994,1356
IGRP_WF_82_Mc_dist,0.16519174041297935,0.1467551622418879,0.12094395280235988,0.04056047197640118,0.0014749262536873156,1356
IGRP_WF_83_Mc_dist,0.41150442477876104,0.3724188790560472,0.33702064896755163,0.14380530973451328,0.11135693215339233,1356
IGRP_WF_84_Mc_dist,0.34587020648967554,0.3274336283185841,0.13495575221238937,0.11578171091445427,0.06858407079646017,1356
IGRP_WF_85_Mc_dist,0.18141592920353983,0.14380530973451328,0.12168141592920353,0.10324483775811209,0.035398230088495575,1356
IGRP_WF_86_Mc_dist,0.09218289085545722,0.07079646017699115,0.06710914454277286,0.0014749262536873156,0.0,1356
IGRP_WF_87_Mc_dist,0.221976401179941,0.18067846607669616,0.137905604719764,0.11356932153392331,0.06784660766961652,1356
IGRP_WF_88_Mc_dist,0.15117994100294985,0.1261061946902655,0.07227138643067847,0.06563421828908554,0.06415929203539823,1356
IGRP_WF_89_Mc_dist,0.38495575221238937,0.35398230088495575,0.3333333333333333,0.13348082595870206,0.10988200589970501,1356
IGRP_WF_8_Kf_dist,0.13716814159292035,0.09882005899705015,0.07964601769911504,0.07079646017699115,0.06637168141592921,1356
IGRP_WF_90_Mc_dist,0.1747787610619469,0.14749262536873156,0.12168141592920353,0.10693215339233038,0.004424778761061947,1356
IGRP_WF_91_Mc_dist,0.4218289085545723,0.35988200589970504,0.140117994100295,0.1224188790560472,0.10914454277286136,1356
IGRP_WF_92_Mc_dist,0.33185840707964603,0.306047197640118,0.1290560471976401,0.10766961651917405,0.003687315634218289,1356
IGRP_WF_93_Mc_dist,0.3561946902654867,0.1592920353982301,0.12684365781710916,0.10693215339233038,0.10103244837758112,1356
IGRP_WF_94_Mc_dist,0.140117994100295,0.10619469026548672,0.038348082595870206,0.036135693215339236,0.0007374631268436578,1356
IGRP_WF_95_Mc_dist,0.2205014749262537,0.1762536873156342,0.13938053097345132,0.07743362831858407,0.06710914454277286,1356
IGRP_WF_96_Mc_dist,0.15634218289085547,0.11504424778761062,0.10619469026548672,0.06784660766961652,0.0014749262536873156,1356
IGRP_WF_9_Kf_dist,0.4336283185840708,0.3893805309734513,0.35988200589970504,0.16002949852507375,0.09365781710914454,1356
