model_name,TP (Kas_Gearty_no_cut)_rk,FP (Kas_Gearty_no_cut)_rk,TN (Kas_Gearty_no_cut)_rk,FN (Kas_Gearty_no_cut)_rk,accuracy (Kas_Gearty_no_cut)_rk,precision (Kas_Gearty_no_cut)_rk,recall (Kas_Gearty_no_cut)_rk,specificity (Kas_Gearty_no_cut)_rk,f1_score (Kas_Gearty_no_cut)_rk,b_accuracy (Kas_Gearty_no_cut)_rk,AUC_value_inf (Kas_Gearty_no_cut)_rk,AUC_value_trn (Kas_Gearty_no_cut)_rk,mcc (Kas_Gearty_no_cut)_rk,log_loss (Kas_Gearty_no_cut)_rk,kappa (Kas_Gearty_no_cut)_rk,fall_out (Kas_Gearty_no_cut)_rk,miss_rate (Kas_Gearty_no_cut)_rk,NPV (Kas_Gearty_no_cut)_rk,lr_plus (Kas_Gearty_no_cut)_rk,lr_minus (Kas_Gearty_no_cut)_rk
IGRP_WF_14_Kf_dist,72.0,91.0,6.0,25.0,2.0,6.0,72.0,6.0,8.0,2.0,70.0,72.0,2.0,73.0,2.0,91.0,25.0,38.0,6.0,59.0
IGRP_WF_15_Kf_dist,30.0,34.0,63.0,67.0,54.0,63.0,30.0,63.0,47.0,53.0,40.0,1.0,60.0,74.0,54.0,34.0,67.0,29.0,63.0,68.0
IGRP_WF_16_Kf_dist,25.0,41.0,56.0,72.0,24.0,55.0,25.0,56.0,4.0,22.0,69.0,61.0,32.0,61.0,24.0,41.0,72.0,7.0,55.0,90.0
IGRP_WF_17_Kf_dist,39.0,22.0,75.0,58.0,86.0,81.0,39.0,75.0,80.0,86.0,85.0,1.0,87.0,1.0,86.0,22.0,58.0,74.0,81.0,23.0
IGRP_WF_18_Kf_dist,82.0,88.0,9.0,15.0,26.0,10.0,82.0,9.0,71.0,27.0,49.0,87.0,16.0,92.0,27.0,88.0,15.0,81.0,10.0,16.0
IGRP_WF_19_Kf_dist,38.0,40.0,57.0,59.0,49.0,57.0,38.0,57.0,55.0,49.0,54.0,1.0,53.0,46.0,49.0,40.0,59.0,44.0,57.0,53.0
IGRP_WF_20_Kf_dist,60.0,55.0,42.0,37.0,31.0,40.0,60.0,42.0,43.0,31.0,86.0,1.0,31.0,12.0,31.0,55.0,37.0,61.0,40.0,36.0
IGRP_WF_21_Kf_dist,31.0,23.0,74.0,66.0,70.0,75.0,31.0,74.0,69.0,70.0,90.0,1.0,76.0,23.0,70.0,23.0,66.0,55.0,75.0,42.0
IGRP_WF_22_Kf_dist,92.0,93.0,4.0,5.0,53.0,5.0,92.0,4.0,88.0,55.0,45.0,72.0,33.0,31.0,53.0,93.0,5.0,89.0,5.0,8.0
IGRP_WF_23_Kf_dist,73.0,68.0,29.0,24.0,30.0,28.0,73.0,29.0,62.0,30.0,55.0,84.0,29.0,53.0,30.0,68.0,24.0,71.0,28.0,26.0
IGRP_WF_24_Kf_dist,69.0,76.0,21.0,28.0,12.0,16.0,69.0,21.0,20.0,12.0,71.0,1.0,8.0,9.0,12.0,76.0,28.0,57.0,16.0,40.0
IGRP_WF_25_Kf_dist,26.0,9.0,88.0,71.0,93.0,94.0,26.0,88.0,81.0,93.0,13.0,91.0,95.0,21.0,93.0,9.0,71.0,70.0,94.0,27.0
IGRP_WF_26_Kf_dist,76.0,71.0,26.0,21.0,32.0,23.0,76.0,26.0,65.0,32.0,7.0,91.0,28.0,75.0,32.0,71.0,21.0,73.0,23.0,24.0
IGRP_WF_27_Kf_dist,22.0,11.0,86.0,75.0,88.0,91.0,22.0,86.0,74.0,88.0,73.0,91.0,91.0,3.0,88.0,11.0,75.0,62.0,91.0,35.0
IGRP_WF_28_Kf_dist,83.0,64.0,33.0,14.0,67.0,41.0,83.0,33.0,84.0,68.0,65.0,61.0,62.0,35.0,68.0,64.0,14.0,82.0,41.0,15.0
IGRP_WF_29_Kf_dist,41.0,43.0,54.0,56.0,43.0,54.0,41.0,54.0,46.0,43.0,93.0,1.0,45.0,15.0,43.0,43.0,56.0,43.0,54.0,54.0
IGRP_WF_30_Kf_dist,95.0,75.0,22.0,2.0,96.0,43.0,95.0,22.0,96.0,96.0,91.0,72.0,96.0,11.0,96.0,75.0,2.0,96.0,43.0,1.0
IGRP_WF_31_Kf_dist,13.0,18.0,79.0,84.0,65.0,78.0,13.0,79.0,38.0,65.0,19.0,1.0,71.0,65.0,65.0,18.0,84.0,15.0,78.0,82.0
IGRP_WF_32_Kf_dist,68.0,84.0,13.0,29.0,4.0,12.0,68.0,13.0,12.0,4.0,6.0,1.0,4.0,55.0,4.0,84.0,29.0,39.0,12.0,58.0
IGRP_WF_33_Mc_dist,24.0,31.0,66.0,73.0,52.0,64.0,24.0,66.0,29.0,51.0,47.0,71.0,56.0,51.0,52.0,31.0,73.0,20.0,64.0,77.0
IGRP_WF_34_Mc_dist,57.0,54.0,43.0,40.0,28.0,42.0,57.0,43.0,33.0,28.0,27.0,95.0,30.0,71.0,28.0,54.0,40.0,47.0,42.0,50.0
IGRP_WF_35_Mc_dist,6.0,2.0,95.0,91.0,84.0,93.0,6.0,95.0,60.0,84.0,82.0,46.0,86.0,6.0,84.0,2.0,91.0,17.0,93.0,80.0
IGRP_WF_36_Mc_dist,45.0,45.0,52.0,52.0,40.0,51.0,45.0,52.0,45.0,40.0,11.0,1.0,42.0,50.0,40.0,45.0,52.0,48.0,51.0,49.0
IGRP_WF_37_Mc_dist,7.0,6.0,91.0,90.0,77.0,87.0,7.0,91.0,53.0,77.0,50.0,1.0,81.0,43.0,77.0,6.0,90.0,14.0,87.0,83.0
IGRP_WF_38_Mc_dist,70.0,80.0,17.0,27.0,9.0,15.0,70.0,17.0,19.0,9.0,74.0,1.0,6.0,82.0,9.0,80.0,27.0,58.0,15.0,39.0
IGRP_WF_39_Mc_dist,5.0,5.0,92.0,92.0,75.0,89.0,5.0,92.0,51.0,75.0,66.0,45.0,80.0,64.0,75.0,5.0,92.0,13.0,89.0,84.0
IGRP_WF_40_Mc_dist,48.0,56.0,40.0,49.0,15.0,36.0,48.0,40.0,15.0,15.0,30.0,1.0,21.0,85.0,15.0,56.0,49.0,26.0,36.0,71.0
IGRP_WF_41_Mc_dist,27.0,30.0,67.0,70.0,59.0,66.0,27.0,67.0,48.0,59.0,3.0,67.0,64.0,76.0,59.0,30.0,70.0,28.0,66.0,69.0
IGRP_WF_42_Mc_dist,55.0,58.0,39.0,42.0,21.0,37.0,55.0,39.0,27.0,21.0,32.0,66.0,25.0,70.0,21.0,58.0,42.0,40.0,37.0,57.0
IGRP_WF_43_Mc_dist,14.0,13.0,84.0,82.0,72.0,84.0,14.0,84.0,61.0,72.0,78.0,1.0,78.0,14.0,72.0,13.0,82.0,24.0,84.0,73.0
IGRP_WF_44_Mc_dist,54.0,49.0,48.0,43.0,41.0,49.0,54.0,48.0,58.0,41.0,46.0,44.0,41.0,57.0,41.0,49.0,43.0,64.0,49.0,33.0
IGRP_WF_45_Mc_dist,16.0,27.0,70.0,81.0,51.0,67.0,16.0,70.0,18.0,50.0,38.0,81.0,57.0,59.0,51.0,27.0,81.0,11.0,67.0,86.0
IGRP_WF_46_Mc_dist,53.0,70.0,27.0,44.0,7.0,21.0,53.0,27.0,9.0,7.0,22.0,1.0,7.0,89.0,7.0,70.0,44.0,25.0,21.0,72.0
IGRP_WF_47_Mc_dist,10.0,12.0,85.0,87.0,66.0,83.0,10.0,85.0,30.0,66.0,60.0,1.0,73.0,24.0,66.0,12.0,87.0,10.0,83.0,87.0
IGRP_WF_48_Mc_dist,66.0,74.0,23.0,31.0,13.0,19.0,66.0,23.0,21.0,13.0,21.0,83.0,14.0,72.0,13.0,74.0,31.0,51.0,19.0,46.0
IGRP_WF_49_Mc_dist,12.0,20.0,77.0,85.0,61.0,77.0,12.0,77.0,26.0,60.0,39.0,70.0,67.0,49.0,60.0,20.0,85.0,9.0,77.0,88.0
IGRP_WF_50_Mc_dist,65.0,67.0,30.0,32.0,16.0,24.0,65.0,30.0,28.0,17.0,25.0,54.0,18.0,91.0,17.0,67.0,32.0,60.0,24.0,37.0
IGRP_WF_51_Mc_dist,8.0,7.0,90.0,89.0,75.0,86.0,8.0,90.0,56.0,76.0,76.0,39.0,79.0,5.0,76.0,7.0,89.0,16.0,86.0,81.0
IGRP_WF_52_Mc_dist,49.0,51.0,46.0,48.0,35.0,45.0,49.0,46.0,39.0,34.0,10.0,51.0,35.0,67.0,35.0,51.0,48.0,45.0,45.0,52.0
IGRP_WF_53_Mc_dist,21.0,25.0,72.0,76.0,58.0,70.0,21.0,72.0,36.0,57.0,63.0,58.0,66.0,63.0,58.0,25.0,76.0,18.0,70.0,79.0
IGRP_WF_54_Mc_dist,62.0,65.0,32.0,35.0,16.0,30.0,62.0,32.0,23.0,16.0,41.0,59.0,20.0,95.0,16.0,65.0,35.0,42.0,30.0,55.0
IGRP_WF_55_Mc_dist,9.0,24.0,73.0,88.0,46.0,68.0,9.0,73.0,5.0,44.0,80.0,48.0,51.0,32.0,45.0,24.0,88.0,4.0,68.0,93.0
IGRP_WF_56_Mc_dist,50.0,60.0,37.0,47.0,14.0,34.0,50.0,37.0,17.0,14.0,31.0,43.0,19.0,86.0,14.0,60.0,47.0,30.0,34.0,67.0
IGRP_WF_57_Mc_dist,37.0,38.0,59.0,60.0,62.0,61.0,37.0,59.0,64.0,62.0,17.0,79.0,65.0,62.0,62.0,38.0,60.0,56.0,61.0,41.0
IGRP_WF_58_Mc_dist,61.0,59.0,38.0,36.0,25.0,35.0,61.0,38.0,32.0,26.0,34.0,65.0,27.0,60.0,25.0,59.0,36.0,54.0,35.0,43.0
IGRP_WF_59_Mc_dist,18.0,21.0,76.0,79.0,64.0,76.0,18.0,76.0,42.0,64.0,83.0,47.0,70.0,13.0,64.0,21.0,79.0,19.0,76.0,78.0
IGRP_WF_60_Mc_dist,36.0,53.0,44.0,61.0,5.0,38.0,36.0,44.0,2.0,5.0,1.0,79.0,11.0,87.0,5.0,53.0,61.0,8.0,38.0,89.0
IGRP_WF_61_Mc_dist,17.0,32.0,65.0,80.0,42.0,62.0,17.0,65.0,11.0,42.0,29.0,59.0,49.0,68.0,42.0,32.0,80.0,6.0,62.0,91.0
IGRP_WF_62_Mc_dist,64.0,72.0,25.0,33.0,10.0,20.0,64.0,25.0,16.0,10.0,33.0,48.0,9.0,94.0,10.0,72.0,33.0,34.0,20.0,63.0
IGRP_WF_63_Mc_dist,2.0,16.0,81.0,95.0,26.0,72.0,2.0,81.0,1.0,25.0,81.0,42.0,38.0,38.0,26.0,16.0,95.0,1.0,72.0,96.0
IGRP_WF_64_Mc_dist,46.0,63.0,34.0,50.0,8.0,29.0,46.0,34.0,7.0,8.0,12.0,39.0,13.0,88.0,8.0,63.0,50.0,23.0,29.0,74.0
IGRP_WF_65_Mc_dist,58.0,36.0,60.0,39.0,74.0,65.0,58.0,60.0,78.0,74.0,77.0,1.0,77.0,20.0,74.0,36.0,39.0,79.0,65.0,18.0
IGRP_WF_66_Mc_dist,91.0,62.0,35.0,6.0,94.0,48.0,91.0,35.0,93.0,94.0,96.0,1.0,89.0,22.0,94.0,62.0,6.0,93.0,48.0,4.0
IGRP_WF_67_Mc_dist,34.0,26.0,71.0,63.0,71.0,74.0,34.0,71.0,70.0,71.0,64.0,1.0,75.0,7.0,71.0,26.0,63.0,65.0,74.0,32.0
IGRP_WF_68_Mc_dist,71.0,46.0,51.0,26.0,60.0,52.0,71.0,51.0,76.0,61.0,88.0,1.0,58.0,16.0,61.0,46.0,26.0,80.0,52.0,17.0
IGRP_WF_69_Mc_dist,40.0,42.0,55.0,57.0,44.0,56.0,40.0,55.0,44.0,45.0,26.0,1.0,47.0,58.0,44.0,42.0,57.0,41.0,56.0,56.0
IGRP_WF_70_Mc_dist,90.0,95.0,2.0,7.0,33.0,2.0,90.0,2.0,82.0,35.0,89.0,1.0,10.0,4.0,34.0,95.0,7.0,85.0,2.0,12.0
IGRP_WF_71_Mc_dist,44.0,48.0,49.0,53.0,36.0,47.0,44.0,49.0,31.0,36.0,43.0,1.0,37.0,54.0,36.0,48.0,53.0,36.0,47.0,61.0
IGRP_WF_72_Mc_dist,86.0,90.0,7.0,11.0,50.0,11.0,86.0,7.0,83.0,52.0,28.0,1.0,36.0,36.0,50.0,90.0,11.0,84.0,11.0,13.0
IGRP_WF_73_Mc_dist,32.0,14.0,83.0,65.0,89.0,85.0,32.0,83.0,77.0,89.0,59.0,1.0,90.0,18.0,89.0,14.0,65.0,72.0,85.0,25.0
IGRP_WF_74_Mc_dist,84.0,73.0,24.0,13.0,69.0,32.0,84.0,24.0,87.0,69.0,57.0,90.0,59.0,34.0,69.0,73.0,13.0,88.0,32.0,9.0
IGRP_WF_75_Mc_dist,23.0,10.0,87.0,74.0,91.0,92.0,23.0,87.0,75.0,90.0,37.0,86.0,92.0,10.0,90.0,10.0,74.0,63.0,92.0,34.0
IGRP_WF_76_Mc_dist,67.0,66.0,31.0,30.0,19.0,27.0,67.0,31.0,40.0,20.0,36.0,96.0,22.0,79.0,20.0,66.0,30.0,69.0,27.0,28.0
IGRP_WF_77_Mc_dist,56.0,50.0,47.0,41.0,39.0,46.0,56.0,47.0,57.0,39.0,48.0,81.0,40.0,39.0,39.0,50.0,41.0,66.0,46.0,31.0
IGRP_WF_78_Mc_dist,87.0,86.0,11.0,10.0,57.0,13.0,87.0,11.0,86.0,58.0,94.0,1.0,43.0,28.0,57.0,86.0,10.0,86.0,13.0,11.0
IGRP_WF_79_Mc_dist,43.0,44.0,53.0,54.0,45.0,53.0,43.0,53.0,49.0,46.0,5.0,1.0,46.0,78.0,46.0,44.0,54.0,49.0,53.0,48.0
IGRP_WF_80_Mc_dist,85.0,83.0,14.0,12.0,56.0,17.0,85.0,14.0,85.0,56.0,68.0,69.0,44.0,27.0,56.0,83.0,12.0,83.0,17.0,14.0
IGRP_WF_81_Mc_dist,46.0,29.0,68.0,50.0,83.0,73.0,46.0,68.0,79.0,83.0,84.0,68.0,82.0,45.0,83.0,29.0,50.0,78.0,73.0,19.0
IGRP_WF_82_Mc_dist,81.0,87.0,10.0,16.0,18.0,9.0,81.0,10.0,66.0,18.0,18.0,48.0,15.0,80.0,18.0,87.0,16.0,76.0,9.0,21.0
IGRP_WF_83_Mc_dist,29.0,17.0,80.0,68.0,82.0,82.0,29.0,80.0,72.0,82.0,9.0,61.0,84.0,52.0,82.0,17.0,68.0,68.0,82.0,29.0
IGRP_WF_84_Mc_dist,78.0,77.0,20.0,19.0,29.0,18.0,78.0,20.0,68.0,29.0,72.0,51.0,23.0,48.0,29.0,77.0,19.0,77.0,18.0,20.0
IGRP_WF_85_Mc_dist,59.0,69.0,28.0,38.0,11.0,22.0,59.0,28.0,13.0,11.0,23.0,1.0,12.0,66.0,11.0,69.0,38.0,31.0,22.0,66.0
IGRP_WF_86_Mc_dist,96.0,96.0,1.0,1.0,90.0,1.0,96.0,1.0,95.0,92.0,52.0,1.0,54.0,17.0,92.0,96.0,1.0,95.0,1.0,2.0
IGRP_WF_87_Mc_dist,33.0,36.0,60.0,64.0,55.0,60.0,33.0,60.0,54.0,54.0,24.0,1.0,61.0,81.0,55.0,36.0,64.0,33.0,60.0,64.0
IGRP_WF_88_Mc_dist,77.0,92.0,5.0,20.0,1.0,4.0,77.0,5.0,6.0,1.0,42.0,38.0,1.0,41.0,1.0,92.0,20.0,46.0,4.0,51.0
IGRP_WF_89_Mc_dist,28.0,28.0,69.0,69.0,63.0,69.0,28.0,69.0,59.0,63.0,56.0,85.0,69.0,25.0,63.0,28.0,69.0,32.0,69.0,65.0
IGRP_WF_90_Mc_dist,88.0,79.0,18.0,9.0,73.0,25.0,88.0,18.0,90.0,73.0,8.0,1.0,63.0,93.0,73.0,79.0,9.0,90.0,25.0,7.0
IGRP_WF_91_Mc_dist,20.0,19.0,78.0,77.0,68.0,80.0,20.0,78.0,52.0,67.0,14.0,56.0,72.0,37.0,67.0,19.0,77.0,22.0,80.0,75.0
IGRP_WF_92_Mc_dist,93.0,78.0,19.0,4.0,87.0,31.0,93.0,19.0,92.0,87.0,95.0,54.0,74.0,42.0,87.0,78.0,4.0,92.0,31.0,5.0
IGRP_WF_93_Mc_dist,42.0,47.0,50.0,55.0,37.0,50.0,42.0,50.0,35.0,37.0,2.0,56.0,39.0,90.0,37.0,47.0,55.0,35.0,50.0,62.0
IGRP_WF_94_Mc_dist,94.0,94.0,3.0,3.0,80.0,3.0,94.0,3.0,94.0,81.0,53.0,1.0,52.0,26.0,80.0,94.0,3.0,94.0,3.0,3.0
IGRP_WF_95_Mc_dist,35.0,39.0,58.0,62.0,47.0,58.0,35.0,58.0,37.0,47.0,20.0,39.0,50.0,83.0,47.0,39.0,62.0,27.0,58.0,70.0
IGRP_WF_96_Mc_dist,74.0,89.0,8.0,23.0,3.0,7.0,74.0,8.0,14.0,3.0,16.0,53.0,3.0,69.0,3.0,89.0,23.0,52.0,7.0,45.0
