model_name,TP (Kas_Gearty_no_cut)_rk,FP (Kas_Gearty_no_cut)_rk,TN (Kas_Gearty_no_cut)_rk,FN (Kas_Gearty_no_cut)_rk,accuracy (Kas_Gearty_no_cut)_rk,precision (Kas_Gearty_no_cut)_rk,recall (Kas_Gearty_no_cut)_rk,specificity (Kas_Gearty_no_cut)_rk,f1_score (Kas_Gearty_no_cut)_rk,b_accuracy (Kas_Gearty_no_cut)_rk,AUC_value_inf (Kas_Gearty_no_cut)_rk,AUC_value_trn (Kas_Gearty_no_cut)_rk,mcc (Kas_Gearty_no_cut)_rk,log_loss (Kas_Gearty_no_cut)_rk,kappa (Kas_Gearty_no_cut)_rk,fall_out (Kas_Gearty_no_cut)_rk,miss_rate (Kas_Gearty_no_cut)_rk,NPV (Kas_Gearty_no_cut)_rk,lr_plus (Kas_Gearty_no_cut)_rk,lr_minus (Kas_Gearty_no_cut)_rk
IGRP_WF_42_Mc_dist,41.0,47.0,50.0,56.0,23.0,46.0,41.0,50.0,25.0,23.0,32.0,66.0,27.0,70.0,23.0,47.0,56.0,35.0,46.0,62.0
IGRP_WF_43_Mc_dist,9.0,11.0,86.0,88.0,63.0,86.0,9.0,86.0,36.0,62.0,78.0,1.0,69.0,14.0,62.0,11.0,88.0,10.0,86.0,87.0
IGRP_WF_44_Mc_dist,39.0,46.0,51.0,58.0,25.0,50.0,39.0,51.0,26.0,26.0,46.0,44.0,28.0,57.0,25.0,46.0,58.0,38.0,50.0,59.0
IGRP_WF_45_Mc_dist,16.0,16.0,81.0,81.0,53.0,78.0,16.0,81.0,35.0,53.0,38.0,81.0,65.0,59.0,53.0,16.0,81.0,11.0,78.0,86.0
IGRP_WF_46_Mc_dist,55.0,66.0,30.0,42.0,10.0,28.0,55.0,30.0,18.0,10.0,22.0,1.0,10.0,89.0,10.0,66.0,42.0,41.0,28.0,56.0
IGRP_WF_47_Mc_dist,3.0,18.0,79.0,94.0,39.0,75.0,3.0,79.0,4.0,39.0,60.0,1.0,52.0,24.0,39.0,18.0,94.0,2.0,75.0,95.0
IGRP_WF_48_Mc_dist,62.0,77.0,20.0,35.0,4.0,14.0,62.0,20.0,9.0,4.0,21.0,83.0,4.0,72.0,4.0,77.0,35.0,40.0,14.0,57.0
IGRP_WF_49_Mc_dist,4.0,19.0,78.0,93.0,40.0,73.0,4.0,78.0,6.0,40.0,39.0,70.0,54.0,49.0,40.0,19.0,93.0,3.0,73.0,94.0
IGRP_WF_50_Mc_dist,61.0,66.0,30.0,36.0,12.0,29.0,61.0,30.0,24.0,12.0,25.0,54.0,12.0,91.0,12.0,66.0,36.0,51.0,29.0,46.0
IGRP_WF_51_Mc_dist,13.0,10.0,87.0,84.0,69.0,87.0,13.0,87.0,48.0,68.0,76.0,39.0,72.0,5.0,69.0,10.0,84.0,16.0,87.0,81.0
IGRP_WF_52_Mc_dist,36.0,48.0,49.0,61.0,19.0,44.0,36.0,49.0,19.0,19.0,10.0,51.0,25.0,67.0,19.0,48.0,61.0,20.0,44.0,77.0
IGRP_WF_53_Mc_dist,28.0,31.0,66.0,69.0,51.0,66.0,28.0,66.0,47.0,50.0,63.0,58.0,59.0,63.0,50.0,31.0,69.0,39.0,66.0,58.0
IGRP_WF_54_Mc_dist,59.0,75.0,22.0,38.0,3.0,16.0,59.0,22.0,8.0,3.0,41.0,59.0,3.0,95.0,3.0,75.0,38.0,36.0,16.0,61.0
IGRP_WF_55_Mc_dist,72.0,26.0,71.0,25.0,90.0,83.0,72.0,71.0,83.0,90.0,80.0,48.0,94.0,32.0,90.0,26.0,25.0,80.0,83.0,17.0
IGRP_WF_56_Mc_dist,54.0,68.0,29.0,43.0,7.0,25.0,54.0,29.0,11.0,7.0,31.0,43.0,7.0,86.0,7.0,68.0,43.0,32.0,25.0,65.0
IGRP_WF_57_Mc_dist,33.0,38.0,59.0,64.0,27.0,57.0,33.0,59.0,21.0,27.0,17.0,79.0,31.0,62.0,27.0,38.0,64.0,18.0,57.0,79.0
IGRP_WF_58_Mc_dist,43.0,53.0,44.0,54.0,20.0,42.0,43.0,44.0,22.0,20.0,34.0,65.0,24.0,60.0,20.0,53.0,54.0,31.0,42.0,66.0
IGRP_WF_59_Mc_dist,8.0,23.0,73.0,89.0,35.0,70.0,8.0,73.0,5.0,35.0,83.0,47.0,50.0,13.0,35.0,23.0,89.0,4.0,70.0,93.0
IGRP_WF_60_Mc_dist,38.0,54.0,43.0,59.0,14.0,39.0,38.0,43.0,10.0,14.0,1.0,79.0,17.0,87.0,14.0,54.0,59.0,17.0,39.0,80.0
IGRP_WF_61_Mc_dist,7.0,28.0,69.0,90.0,26.0,64.0,7.0,69.0,3.0,25.0,29.0,59.0,39.0,68.0,26.0,28.0,90.0,1.0,64.0,96.0
IGRP_WF_62_Mc_dist,63.0,76.0,21.0,34.0,6.0,17.0,63.0,21.0,20.0,6.0,33.0,48.0,5.0,94.0,6.0,76.0,34.0,50.0,17.0,47.0
IGRP_WF_63_Mc_dist,64.0,23.0,73.0,33.0,87.0,81.0,64.0,73.0,78.0,87.0,81.0,42.0,90.0,38.0,87.0,23.0,33.0,71.0,81.0,26.0
IGRP_WF_64_Mc_dist,58.0,85.0,12.0,39.0,1.0,6.0,58.0,12.0,2.0,1.0,12.0,39.0,1.0,88.0,1.0,85.0,39.0,15.0,6.0,82.0
IGRP_WF_65_Mc_dist,52.0,32.0,65.0,45.0,75.0,68.0,52.0,65.0,69.0,75.0,77.0,1.0,76.0,20.0,75.0,32.0,45.0,69.0,68.0,28.0
IGRP_WF_66_Mc_dist,90.0,60.0,37.0,7.0,91.0,51.0,90.0,37.0,91.0,91.0,96.0,1.0,91.0,22.0,91.0,60.0,7.0,91.0,51.0,6.0
IGRP_WF_67_Mc_dist,31.0,14.0,83.0,66.0,76.0,82.0,31.0,83.0,68.0,77.0,64.0,1.0,80.0,7.0,77.0,14.0,66.0,63.0,82.0,34.0
IGRP_WF_68_Mc_dist,56.0,44.0,53.0,41.0,48.0,55.0,56.0,53.0,61.0,48.0,88.0,1.0,51.0,16.0,48.0,44.0,41.0,67.0,55.0,30.0
IGRP_WF_69_Mc_dist,40.0,45.0,52.0,57.0,30.0,52.0,40.0,52.0,33.0,30.0,26.0,1.0,32.0,58.0,30.0,45.0,57.0,43.0,52.0,54.0
IGRP_WF_70_Mc_dist,93.0,94.0,3.0,4.0,93.0,3.0,93.0,3.0,93.0,93.0,89.0,1.0,81.0,4.0,93.0,94.0,4.0,93.0,3.0,4.0
IGRP_WF_71_Mc_dist,47.0,58.0,39.0,50.0,13.0,34.0,47.0,39.0,16.0,13.0,43.0,1.0,16.0,54.0,13.0,58.0,50.0,30.0,34.0,67.0
IGRP_WF_72_Mc_dist,78.0,86.0,11.0,19.0,41.0,9.0,78.0,11.0,72.0,42.0,28.0,1.0,23.0,36.0,41.0,86.0,19.0,74.0,9.0,23.0
IGRP_WF_73_Mc_dist,23.0,9.0,88.0,74.0,79.0,89.0,23.0,88.0,66.0,78.0,59.0,1.0,83.0,18.0,78.0,9.0,74.0,56.0,89.0,41.0
IGRP_WF_74_Mc_dist,82.0,62.0,35.0,15.0,83.0,40.0,82.0,35.0,86.0,84.0,57.0,90.0,71.0,34.0,84.0,62.0,15.0,85.0,40.0,12.0
IGRP_WF_75_Mc_dist,15.0,6.0,91.0,82.0,80.0,91.0,15.0,91.0,60.0,79.0,37.0,86.0,85.0,10.0,79.0,6.0,82.0,42.0,91.0,55.0
IGRP_WF_76_Mc_dist,60.0,63.0,34.0,37.0,17.0,33.0,60.0,34.0,32.0,17.0,36.0,96.0,15.0,79.0,17.0,63.0,37.0,53.0,33.0,44.0
IGRP_WF_77_Mc_dist,57.0,51.0,46.0,40.0,36.0,47.0,57.0,46.0,56.0,36.0,48.0,81.0,37.0,39.0,36.0,51.0,40.0,64.0,47.0,33.0
IGRP_WF_78_Mc_dist,80.0,89.0,8.0,17.0,43.0,5.0,80.0,8.0,74.0,43.0,94.0,1.0,22.0,28.0,43.0,89.0,17.0,76.0,5.0,21.0
IGRP_WF_79_Mc_dist,45.0,40.0,57.0,51.0,42.0,59.0,45.0,57.0,51.0,41.0,5.0,1.0,45.0,78.0,42.0,40.0,51.0,55.0,59.0,42.0
IGRP_WF_80_Mc_dist,77.0,78.0,18.0,20.0,54.0,23.0,77.0,18.0,77.0,54.0,68.0,69.0,42.0,27.0,54.0,78.0,20.0,78.0,23.0,19.0
IGRP_WF_81_Mc_dist,45.0,34.0,63.0,51.0,58.0,63.0,45.0,63.0,62.0,58.0,84.0,68.0,62.0,45.0,58.0,34.0,51.0,66.0,63.0,31.0
IGRP_WF_82_Mc_dist,83.0,82.0,15.0,14.0,60.0,13.0,83.0,15.0,79.0,61.0,18.0,48.0,41.0,80.0,60.0,82.0,14.0,79.0,13.0,18.0
IGRP_WF_83_Mc_dist,26.0,22.0,75.0,71.0,64.0,74.0,26.0,75.0,55.0,64.0,9.0,61.0,67.0,52.0,64.0,22.0,71.0,46.0,74.0,51.0
IGRP_WF_84_Mc_dist,70.0,69.0,28.0,27.0,22.0,27.0,70.0,28.0,59.0,22.0,72.0,51.0,20.0,48.0,22.0,69.0,27.0,68.0,27.0,29.0
IGRP_WF_85_Mc_dist,68.0,71.0,26.0,29.0,15.0,24.0,68.0,26.0,40.0,15.0,23.0,1.0,13.0,66.0,15.0,71.0,29.0,60.0,24.0,37.0
IGRP_WF_86_Mc_dist,96.0,96.0,1.0,1.0,96.0,12.0,96.0,1.0,96.0,96.0,52.0,1.0,96.0,17.0,96.0,96.0,1.0,96.0,12.0,1.0
IGRP_WF_87_Mc_dist,35.0,35.0,62.0,62.0,44.0,62.0,35.0,62.0,39.0,44.0,24.0,1.0,49.0,81.0,44.0,35.0,62.0,34.0,62.0,63.0
IGRP_WF_88_Mc_dist,79.0,92.0,5.0,18.0,31.0,1.0,79.0,5.0,71.0,31.0,42.0,38.0,14.0,41.0,31.0,92.0,18.0,73.0,1.0,24.0
IGRP_WF_89_Mc_dist,27.0,27.0,70.0,70.0,57.0,69.0,27.0,70.0,53.0,55.0,56.0,85.0,64.0,25.0,57.0,27.0,70.0,44.0,69.0,53.0
IGRP_WF_90_Mc_dist,89.0,84.0,13.0,8.0,81.0,15.0,89.0,13.0,89.0,81.0,8.0,1.0,61.0,93.0,81.0,84.0,8.0,89.0,15.0,8.0
IGRP_WF_91_Mc_dist,22.0,21.0,76.0,75.0,59.0,76.0,22.0,76.0,50.0,59.0,14.0,56.0,66.0,37.0,59.0,21.0,75.0,33.0,76.0,64.0
IGRP_WF_92_Mc_dist,91.0,70.0,27.0,6.0,88.0,36.0,91.0,27.0,90.0,89.0,95.0,54.0,84.0,42.0,89.0,70.0,6.0,90.0,36.0,7.0
IGRP_WF_93_Mc_dist,53.0,49.0,48.0,44.0,33.0,48.0,53.0,48.0,52.0,33.0,2.0,56.0,35.0,90.0,33.0,49.0,44.0,58.0,48.0,39.0
IGRP_WF_94_Mc_dist,95.0,95.0,2.0,2.0,95.0,18.0,95.0,2.0,95.0,95.0,53.0,1.0,95.0,26.0,95.0,95.0,2.0,95.0,18.0,2.0
IGRP_WF_95_Mc_dist,30.0,39.0,58.0,67.0,24.0,56.0,30.0,58.0,17.0,24.0,20.0,39.0,30.0,83.0,24.0,39.0,67.0,13.0,56.0,84.0
IGRP_WF_96_Mc_dist,85.0,88.0,9.0,12.0,62.0,10.0,85.0,9.0,81.0,63.0,16.0,53.0,36.0,69.0,63.0,88.0,12.0,83.0,10.0,14.0
