model_name,TP (Kas_Gearty_no_cut)_rk,FP (Kas_Gearty_no_cut)_rk,TN (Kas_Gearty_no_cut)_rk,FN (Kas_Gearty_no_cut)_rk,accuracy (Kas_Gearty_no_cut)_rk,precision (Kas_Gearty_no_cut)_rk,recall (Kas_Gearty_no_cut)_rk,specificity (Kas_Gearty_no_cut)_rk,f1_score (Kas_Gearty_no_cut)_rk,b_accuracy (Kas_Gearty_no_cut)_rk,AUC_value_inf (Kas_Gearty_no_cut)_rk,AUC_value_trn (Kas_Gearty_no_cut)_rk,mcc (Kas_Gearty_no_cut)_rk,log_loss (Kas_Gearty_no_cut)_rk,kappa (Kas_Gearty_no_cut)_rk,fall_out (Kas_Gearty_no_cut)_rk,miss_rate (Kas_Gearty_no_cut)_rk,NPV (Kas_Gearty_no_cut)_rk,lr_plus (Kas_Gearty_no_cut)_rk,lr_minus (Kas_Gearty_no_cut)_rk
IGRP_WF_11_Kf_dist,33.0,14.0,82.0,64.0,38.0,83.0,33.0,82.0,37.0,38.0,92.0,61.0,45.0,29.0,38.0,14.0,64.0,38.0,83.0,59.0
IGRP_WF_12_Kf_dist,67.0,65.0,32.0,30.0,66.0,18.0,67.0,32.0,66.0,66.0,35.0,72.0,64.0,56.0,66.0,65.0,30.0,66.0,18.0,31.0
IGRP_WF_13_Kf_dist,50.0,44.0,53.0,47.0,51.0,45.0,50.0,53.0,51.0,51.0,4.0,91.0,46.0,96.0,51.0,44.0,47.0,51.0,45.0,46.0
IGRP_WF_14_Kf_dist,63.0,70.0,26.0,34.0,61.0,13.0,63.0,26.0,62.0,61.0,70.0,72.0,61.0,73.0,61.0,70.0,34.0,62.0,13.0,35.0
IGRP_WF_15_Kf_dist,38.0,32.0,65.0,59.0,36.0,63.0,38.0,65.0,39.0,36.0,40.0,1.0,31.0,74.0,36.0,32.0,59.0,40.0,63.0,57.0
IGRP_WF_16_Kf_dist,78.0,55.0,42.0,19.0,79.0,75.0,78.0,42.0,77.0,79.0,69.0,61.0,81.0,61.0,79.0,55.0,19.0,79.0,75.0,18.0
IGRP_WF_17_Kf_dist,2.0,5.0,92.0,95.0,8.0,89.0,2.0,92.0,4.0,8.0,85.0,1.0,13.0,1.0,8.0,5.0,95.0,4.0,89.0,93.0
IGRP_WF_18_Kf_dist,68.0,66.0,29.0,29.0,69.0,24.0,68.0,29.0,68.0,69.0,49.0,87.0,69.0,92.0,69.0,66.0,29.0,69.0,24.0,28.0
IGRP_WF_19_Kf_dist,14.0,51.0,46.0,83.0,6.0,26.0,14.0,46.0,10.0,6.0,54.0,1.0,2.0,46.0,6.0,51.0,83.0,10.0,26.0,87.0
IGRP_WF_20_Kf_dist,61.0,49.0,48.0,36.0,63.0,50.0,61.0,48.0,63.0,63.0,86.0,1.0,65.0,12.0,63.0,49.0,36.0,63.0,50.0,34.0
IGRP_WF_21_Kf_dist,53.0,48.0,49.0,44.0,55.0,42.0,53.0,49.0,53.0,55.0,90.0,1.0,53.0,23.0,55.0,48.0,44.0,53.0,42.0,44.0
IGRP_WF_22_Kf_dist,92.0,89.0,7.0,5.0,93.0,43.0,92.0,7.0,92.0,93.0,45.0,72.0,93.0,31.0,93.0,89.0,5.0,93.0,43.0,4.0
IGRP_WF_23_Kf_dist,84.0,92.0,5.0,13.0,84.0,1.0,84.0,5.0,84.0,84.0,55.0,84.0,82.0,53.0,84.0,92.0,13.0,84.0,1.0,13.0
IGRP_WF_24_Kf_dist,86.0,75.0,22.0,11.0,87.0,52.0,86.0,22.0,86.0,87.0,71.0,1.0,88.0,9.0,87.0,75.0,11.0,86.0,52.0,11.0
IGRP_WF_25_Kf_dist,12.0,3.0,94.0,85.0,19.0,94.0,12.0,94.0,16.0,19.0,13.0,91.0,33.0,21.0,19.0,3.0,85.0,15.0,94.0,82.0
IGRP_WF_26_Kf_dist,51.0,33.0,64.0,46.0,52.0,67.0,51.0,64.0,52.0,52.0,7.0,91.0,56.0,75.0,52.0,33.0,46.0,52.0,67.0,45.0
IGRP_WF_27_Kf_dist,26.0,11.0,86.0,71.0,32.0,85.0,26.0,86.0,27.0,32.0,73.0,91.0,38.0,3.0,32.0,11.0,71.0,27.0,85.0,70.0
IGRP_WF_28_Kf_dist,42.0,40.0,57.0,55.0,35.0,54.0,42.0,57.0,41.0,35.0,65.0,61.0,27.0,35.0,35.0,40.0,55.0,41.0,54.0,56.0
IGRP_WF_29_Kf_dist,77.0,45.0,52.0,20.0,81.0,90.0,77.0,52.0,78.0,81.0,93.0,1.0,84.0,15.0,81.0,45.0,20.0,80.0,90.0,17.0
IGRP_WF_30_Kf_dist,90.0,70.0,26.0,7.0,90.0,70.0,90.0,26.0,90.0,90.0,91.0,72.0,90.0,11.0,90.0,70.0,7.0,90.0,70.0,7.0
IGRP_WF_31_Kf_dist,45.0,30.0,67.0,52.0,50.0,69.0,45.0,67.0,47.0,50.0,19.0,1.0,50.0,65.0,50.0,30.0,52.0,47.0,69.0,50.0
IGRP_WF_32_Kf_dist,91.0,83.0,14.0,6.0,91.0,56.0,91.0,14.0,91.0,91.0,6.0,1.0,91.0,55.0,91.0,83.0,6.0,91.0,56.0,6.0
IGRP_WF_33_Mc_dist,9.0,31.0,66.0,88.0,7.0,57.0,9.0,66.0,8.0,7.0,47.0,71.0,6.0,51.0,7.0,31.0,88.0,8.0,57.0,89.0
IGRP_WF_34_Mc_dist,65.0,76.0,21.0,32.0,64.0,5.0,65.0,21.0,65.0,64.0,27.0,95.0,62.0,71.0,64.0,76.0,32.0,65.0,5.0,32.0
IGRP_WF_35_Mc_dist,23.0,6.0,91.0,74.0,37.0,93.0,23.0,91.0,29.0,37.0,82.0,46.0,48.0,6.0,37.0,6.0,74.0,29.0,93.0,68.0
IGRP_WF_36_Mc_dist,3.0,37.0,60.0,94.0,1.0,48.0,3.0,60.0,1.0,1.0,11.0,1.0,1.0,50.0,1.0,37.0,94.0,2.0,48.0,95.0
IGRP_WF_37_Mc_dist,7.0,19.0,78.0,90.0,9.0,73.0,7.0,78.0,7.0,9.0,50.0,1.0,9.0,43.0,9.0,19.0,90.0,7.0,73.0,90.0
IGRP_WF_38_Mc_dist,81.0,77.0,20.0,16.0,80.0,36.0,81.0,20.0,81.0,80.0,74.0,1.0,79.0,82.0,80.0,77.0,16.0,81.0,36.0,16.0
IGRP_WF_39_Mc_dist,37.0,34.0,63.0,60.0,33.0,60.0,37.0,63.0,36.0,33.0,66.0,45.0,28.0,64.0,33.0,34.0,60.0,36.0,60.0,61.0
IGRP_WF_40_Mc_dist,55.0,73.0,24.0,42.0,53.0,8.0,55.0,24.0,54.0,53.0,30.0,1.0,47.0,85.0,53.0,73.0,42.0,54.0,8.0,43.0
IGRP_WF_41_Mc_dist,6.0,29.0,68.0,91.0,4.0,58.0,6.0,68.0,5.0,4.0,3.0,67.0,4.0,76.0,4.0,29.0,91.0,5.0,58.0,92.0
IGRP_WF_42_Mc_dist,47.0,43.0,54.0,50.0,47.0,46.0,47.0,54.0,48.0,47.0,32.0,66.0,40.0,70.0,47.0,43.0,50.0,48.0,46.0,49.0
IGRP_WF_43_Mc_dist,30.0,8.0,89.0,67.0,41.0,92.0,30.0,89.0,34.0,40.0,78.0,1.0,49.0,14.0,41.0,8.0,67.0,34.0,92.0,63.0
IGRP_WF_44_Mc_dist,41.0,46.0,51.0,56.0,29.0,38.0,41.0,51.0,38.0,29.0,46.0,44.0,21.0,57.0,29.0,46.0,56.0,37.0,38.0,60.0
IGRP_WF_45_Mc_dist,16.0,28.0,69.0,81.0,16.0,61.0,16.0,69.0,15.0,16.0,38.0,81.0,17.0,59.0,16.0,28.0,81.0,16.0,61.0,81.0
IGRP_WF_46_Mc_dist,73.0,80.0,17.0,24.0,73.0,19.0,73.0,17.0,73.0,73.0,22.0,1.0,73.0,89.0,73.0,80.0,24.0,73.0,19.0,24.0
IGRP_WF_47_Mc_dist,24.0,16.0,81.0,73.0,26.0,78.0,24.0,81.0,23.0,25.0,60.0,1.0,30.0,24.0,25.0,16.0,73.0,22.0,78.0,75.0
IGRP_WF_48_Mc_dist,62.0,78.0,18.0,35.0,59.0,2.0,62.0,18.0,61.0,59.0,21.0,83.0,59.0,72.0,59.0,78.0,35.0,61.0,2.0,36.0
IGRP_WF_49_Mc_dist,11.0,26.0,71.0,86.0,10.0,62.0,11.0,71.0,11.0,10.0,39.0,70.0,11.0,49.0,10.0,26.0,86.0,11.0,62.0,86.0
IGRP_WF_50_Mc_dist,54.0,59.0,38.0,43.0,54.0,22.0,54.0,38.0,55.0,54.0,25.0,54.0,51.0,91.0,54.0,59.0,43.0,55.0,22.0,42.0
IGRP_WF_51_Mc_dist,27.0,2.0,95.0,70.0,45.0,95.0,27.0,95.0,35.0,45.0,76.0,39.0,54.0,5.0,45.0,2.0,70.0,35.0,95.0,62.0
IGRP_WF_52_Mc_dist,32.0,41.0,56.0,65.0,18.0,47.0,32.0,56.0,24.0,18.0,10.0,51.0,19.0,67.0,18.0,41.0,65.0,24.0,47.0,73.0
IGRP_WF_53_Mc_dist,36.0,42.0,55.0,61.0,22.0,41.0,36.0,55.0,30.0,22.0,63.0,58.0,20.0,63.0,22.0,42.0,61.0,30.0,41.0,67.0
IGRP_WF_54_Mc_dist,75.0,85.0,11.0,22.0,74.0,16.0,75.0,11.0,74.0,74.0,41.0,59.0,74.0,95.0,74.0,85.0,22.0,74.0,16.0,23.0
IGRP_WF_55_Mc_dist,20.0,13.0,84.0,77.0,27.0,84.0,20.0,84.0,21.0,27.0,80.0,48.0,32.0,32.0,27.0,13.0,77.0,21.0,84.0,76.0
IGRP_WF_56_Mc_dist,80.0,78.0,18.0,17.0,77.0,34.0,80.0,18.0,80.0,77.0,31.0,43.0,76.0,86.0,77.0,78.0,17.0,77.0,34.0,20.0
IGRP_WF_57_Mc_dist,39.0,25.0,72.0,58.0,43.0,72.0,39.0,72.0,42.0,43.0,17.0,79.0,41.0,62.0,43.0,25.0,58.0,42.0,72.0,55.0
IGRP_WF_58_Mc_dist,49.0,47.0,50.0,48.0,49.0,40.0,49.0,50.0,49.0,49.0,34.0,65.0,44.0,60.0,49.0,47.0,48.0,49.0,40.0,48.0
IGRP_WF_59_Mc_dist,17.0,9.0,88.0,80.0,23.0,87.0,17.0,88.0,19.0,23.0,83.0,47.0,35.0,13.0,23.0,9.0,80.0,19.0,87.0,78.0
IGRP_WF_60_Mc_dist,28.0,53.0,44.0,69.0,15.0,29.0,28.0,44.0,17.0,15.0,1.0,79.0,7.0,87.0,15.0,53.0,69.0,17.0,29.0,80.0
IGRP_WF_61_Mc_dist,34.0,36.0,61.0,63.0,24.0,55.0,34.0,61.0,31.0,24.0,29.0,59.0,22.0,68.0,24.0,36.0,63.0,31.0,55.0,66.0
IGRP_WF_62_Mc_dist,85.0,88.0,9.0,12.0,85.0,28.0,85.0,9.0,85.0,85.0,33.0,48.0,85.0,94.0,85.0,88.0,12.0,85.0,28.0,12.0
IGRP_WF_63_Mc_dist,31.0,18.0,79.0,66.0,34.0,82.0,31.0,79.0,32.0,34.0,81.0,42.0,36.0,38.0,34.0,18.0,66.0,32.0,82.0,65.0
IGRP_WF_64_Mc_dist,82.0,85.0,11.0,15.0,82.0,27.0,82.0,11.0,82.0,82.0,12.0,39.0,80.0,88.0,82.0,85.0,15.0,82.0,27.0,15.0
IGRP_WF_65_Mc_dist,40.0,27.0,70.0,57.0,42.0,68.0,40.0,70.0,43.0,42.0,77.0,1.0,37.0,20.0,42.0,27.0,57.0,43.0,68.0,54.0
IGRP_WF_66_Mc_dist,74.0,50.0,47.0,23.0,76.0,80.0,74.0,47.0,75.0,76.0,96.0,1.0,78.0,22.0,76.0,50.0,23.0,76.0,80.0,21.0
IGRP_WF_67_Mc_dist,4.0,23.0,74.0,93.0,2.0,65.0,4.0,74.0,3.0,2.0,64.0,1.0,3.0,7.0,2.0,23.0,93.0,3.0,65.0,94.0
IGRP_WF_68_Mc_dist,58.0,39.0,58.0,39.0,62.0,66.0,58.0,58.0,59.0,62.0,88.0,1.0,66.0,16.0,62.0,39.0,39.0,59.0,66.0,38.0
IGRP_WF_69_Mc_dist,71.0,66.0,29.0,26.0,71.0,33.0,71.0,29.0,71.0,71.0,26.0,1.0,71.0,58.0,71.0,66.0,26.0,71.0,33.0,26.0
IGRP_WF_70_Mc_dist,94.0,94.0,3.0,3.0,94.0,11.0,94.0,3.0,94.0,94.0,89.0,1.0,94.0,4.0,94.0,94.0,3.0,94.0,11.0,3.0
IGRP_WF_71_Mc_dist,72.0,62.0,35.0,25.0,72.0,39.0,72.0,35.0,72.0,72.0,43.0,1.0,72.0,54.0,72.0,62.0,25.0,72.0,39.0,25.0
IGRP_WF_72_Mc_dist,87.0,84.0,13.0,10.0,86.0,37.0,87.0,13.0,87.0,86.0,28.0,1.0,86.0,36.0,86.0,84.0,10.0,87.0,37.0,10.0
IGRP_WF_73_Mc_dist,8.0,12.0,85.0,89.0,11.0,81.0,8.0,85.0,9.0,11.0,59.0,1.0,14.0,18.0,11.0,12.0,89.0,9.0,81.0,88.0
IGRP_WF_74_Mc_dist,46.0,54.0,43.0,51.0,40.0,31.0,46.0,43.0,45.0,41.0,57.0,90.0,26.0,34.0,40.0,54.0,51.0,44.0,31.0,53.0
IGRP_WF_75_Mc_dist,1.0,4.0,93.0,96.0,3.0,88.0,1.0,93.0,2.0,3.0,37.0,86.0,8.0,10.0,3.0,4.0,96.0,1.0,88.0,96.0
IGRP_WF_76_Mc_dist,35.0,58.0,39.0,62.0,17.0,15.0,35.0,39.0,26.0,17.0,36.0,96.0,12.0,79.0,17.0,58.0,62.0,25.0,15.0,72.0
IGRP_WF_77_Mc_dist,52.0,57.0,40.0,45.0,48.0,25.0,52.0,40.0,50.0,48.0,48.0,81.0,34.0,39.0,48.0,57.0,45.0,50.0,25.0,47.0
IGRP_WF_78_Mc_dist,89.0,81.0,16.0,8.0,89.0,51.0,89.0,16.0,89.0,89.0,94.0,1.0,89.0,28.0,89.0,81.0,8.0,89.0,51.0,8.0
IGRP_WF_79_Mc_dist,70.0,60.0,37.0,27.0,70.0,35.0,70.0,37.0,70.0,70.0,5.0,1.0,70.0,78.0,70.0,60.0,27.0,70.0,35.0,27.0
IGRP_WF_80_Mc_dist,79.0,72.0,25.0,18.0,78.0,49.0,79.0,25.0,79.0,78.0,68.0,69.0,77.0,27.0,78.0,72.0,18.0,78.0,49.0,19.0
IGRP_WF_81_Mc_dist,44.0,35.0,62.0,53.0,46.0,59.0,44.0,62.0,44.0,46.0,84.0,68.0,42.0,45.0,46.0,35.0,53.0,45.0,59.0,52.0
IGRP_WF_82_Mc_dist,83.0,87.0,10.0,14.0,83.0,30.0,83.0,10.0,83.0,83.0,18.0,48.0,83.0,80.0,83.0,87.0,14.0,83.0,30.0,14.0
IGRP_WF_83_Mc_dist,10.0,17.0,80.0,87.0,13.0,77.0,10.0,80.0,12.0,13.0,9.0,61.0,16.0,52.0,13.0,17.0,87.0,12.0,77.0,85.0
IGRP_WF_84_Mc_dist,59.0,61.0,36.0,38.0,58.0,20.0,59.0,36.0,58.0,58.0,72.0,51.0,58.0,48.0,58.0,61.0,38.0,58.0,20.0,39.0
IGRP_WF_85_Mc_dist,76.0,89.0,7.0,21.0,75.0,10.0,76.0,7.0,76.0,75.0,23.0,1.0,75.0,66.0,75.0,89.0,21.0,75.0,10.0,22.0
IGRP_WF_86_Mc_dist,96.0,96.0,1.0,1.0,96.0,14.0,96.0,1.0,96.0,96.0,52.0,1.0,96.0,17.0,96.0,96.0,1.0,96.0,14.0,1.0
IGRP_WF_87_Mc_dist,57.0,56.0,41.0,40.0,57.0,32.0,57.0,41.0,57.0,57.0,24.0,1.0,57.0,81.0,57.0,56.0,40.0,57.0,32.0,40.0
IGRP_WF_88_Mc_dist,88.0,91.0,6.0,9.0,88.0,23.0,88.0,6.0,88.0,88.0,42.0,38.0,87.0,41.0,88.0,91.0,9.0,88.0,23.0,9.0
IGRP_WF_89_Mc_dist,19.0,7.0,90.0,78.0,30.0,91.0,19.0,90.0,22.0,30.0,56.0,85.0,43.0,25.0,30.0,7.0,78.0,23.0,91.0,74.0
IGRP_WF_90_Mc_dist,60.0,74.0,23.0,37.0,60.0,4.0,60.0,23.0,60.0,60.0,8.0,1.0,60.0,93.0,60.0,74.0,37.0,60.0,4.0,37.0
IGRP_WF_91_Mc_dist,13.0,21.0,75.0,84.0,14.0,71.0,13.0,75.0,13.0,14.0,14.0,56.0,15.0,37.0,14.0,21.0,84.0,13.0,71.0,84.0
IGRP_WF_92_Mc_dist,64.0,63.0,33.0,33.0,65.0,21.0,64.0,33.0,64.0,65.0,95.0,54.0,63.0,42.0,65.0,63.0,33.0,64.0,21.0,33.0
IGRP_WF_93_Mc_dist,43.0,69.0,28.0,54.0,25.0,6.0,43.0,28.0,40.0,26.0,2.0,56.0,18.0,90.0,26.0,69.0,54.0,39.0,6.0,58.0
IGRP_WF_94_Mc_dist,95.0,95.0,2.0,2.0,95.0,7.0,95.0,2.0,95.0,95.0,53.0,1.0,95.0,26.0,95.0,95.0,2.0,95.0,7.0,2.0
IGRP_WF_95_Mc_dist,56.0,63.0,33.0,41.0,56.0,17.0,56.0,33.0,56.0,56.0,20.0,39.0,52.0,83.0,56.0,63.0,41.0,56.0,17.0,41.0
IGRP_WF_96_Mc_dist,93.0,93.0,4.0,4.0,92.0,12.0,93.0,4.0,93.0,92.0,16.0,53.0,92.0,69.0,92.0,93.0,4.0,92.0,12.0,5.0
