model_name,TP (Kas_Gearty_no_cut),FP (Kas_Gearty_no_cut),TN (Kas_Gearty_no_cut),FN (Kas_Gearty_no_cut),accuracy (Kas_Gearty_no_cut),precision (Kas_Gearty_no_cut),recall (Kas_Gearty_no_cut),specificity (Kas_Gearty_no_cut),f1_score (Kas_Gearty_no_cut),b_accuracy (Kas_Gearty_no_cut),AUC_value_inf (Kas_Gearty_no_cut),AUC_value_trn (Kas_Gearty_no_cut),mcc (Kas_Gearty_no_cut),log_loss (Kas_Gearty_no_cut),kappa (Kas_Gearty_no_cut),fall_out (Kas_Gearty_no_cut),miss_rate (Kas_Gearty_no_cut),NPV (Kas_Gearty_no_cut),lr_plus (Kas_Gearty_no_cut),lr_minus (Kas_Gearty_no_cut)
IGRP_WF_1_Kf_add_dist,6241.0,559.0,13442.0,7628.0,0.7062432723358449,0.9177941176470588,0.4499963948374072,0.9600742804085424,0.6038995597271276,0.7050353376229748,0.8007721516178384,1.0,0.4773908503551465,0.6302113297192569,0.41105832090065664,0.03992571959145776,0.5500036051625928,0.6379686758424301,11.270839935811336,0.5728760955126813
IGRP_WF_2_Kf_add_dist,5410.0,177.0,13824.0,8459.0,0.6901327592393255,0.9683193126901736,0.39007859254452376,0.9873580458538675,0.5561266447368421,0.6887183191991957,0.8034119566740463,1.0,0.4713787404625551,0.5969152001167805,0.3785021134050335,0.01264195414613242,0.6099214074554763,0.6203832518063097,30.85587782042868,0.6177307310318376
IGRP_WF_3_Kf_add_dist,6897.0,781.0,13220.0,6972.0,0.7218155722999641,0.8982808022922636,0.4972961280553753,0.9442182701235626,0.6401819278785911,0.7207571990894691,0.8006713945203043,1.0,0.4941209299281712,0.6778038040442431,0.4424454208155726,0.0557817298764374,0.5027038719446247,0.6547147385103012,8.915035965305135,0.532402186921081
IGRP_WF_4_Kf_add_dist,6669.0,390.0,13611.0,7200.0,0.7276641550053822,0.9447513812154696,0.4808565866320571,0.9721448467966574,0.6373279816513762,0.7265007167143572,0.814880053297389,1.0,0.5208151543537571,0.6045431192026309,0.4540524095006686,0.027855153203342614,0.5191434133679429,0.6540291192157993,17.26275146009085,0.5340185828054198
IGRP_WF_5_Kf_add_dist,6698.0,653.0,13348.0,7171.0,0.7192680301399355,0.9111685484968032,0.4829475809359002,0.9533604742518392,0.6312912346842602,0.7181540275938697,0.787237066783684,1.0,0.4950442560976315,0.6332808346424424,0.4372768025357421,0.04663952574816085,0.5170524190640998,0.6505190311418685,10.354899051582755,0.5423472369880478
IGRP_WF_6_Kf_add_dist,5969.0,127.0,13874.0,7900.0,0.7119842124147829,0.9791666666666666,0.4303843103323961,0.9909292193414756,0.597946406210869,0.7106567648369357,0.8039779962978553,1.0,0.5095841593572654,0.5702301848734584,0.42242957727442987,0.009070780658524392,0.569615689667604,0.637181960135942,47.44732857451871,0.5748298451085573
IGRP_WF_7_Kf_add_dist,6924.0,959.0,13042.0,6945.0,0.7163975601004664,0.8783458074337182,0.499242915855505,0.931504892507678,0.6366311143802869,0.7153739041815915,0.7896038286028507,1.0,0.4781956364091925,0.6915487964102828,0.4316259893520128,0.06849510749232197,0.5007570841444949,0.6525241406914495,7.288738336697526,0.5375785872647657
IGRP_WF_8_Kf_add_dist,6382.0,357.0,13644.0,7487.0,0.7185504126300681,0.9470247811247958,0.4601629533491961,0.9745018212984788,0.6193711180124224,0.7173323873238374,0.8007202461342684,1.0,0.5075733306580262,0.5988658584583154,0.4357207103269064,0.02549817870152132,0.5398370466508039,0.6456864322559273,18.046894985552086,0.5539620705187559
IGRP_WF_9_Kf_add_dist,7125.0,830.0,13171.0,6744.0,0.7282382490132759,0.8956631049654306,0.5137356694786935,0.9407185201057068,0.6529508797653959,0.7272270947922002,0.7954738346228877,1.0,0.5031320301213833,0.6603629240074108,0.4553695350283217,0.05928147989429326,0.4862643305213065,0.6613607833291489,8.66603988960384,0.5169073640292167
IGRP_WF_10_Kf_add_dist,6030.0,528.0,13473.0,7839.0,0.6997847147470398,0.919487648673376,0.43478260869565216,0.9622884079708592,0.5903950653546777,0.6985355083332557,0.8077708405499027,1.0,0.4680286941129174,0.611524487504382,0.3980601737009888,0.037711592029140775,0.5652173913043478,0.6321790540540541,11.52915019762846,0.5873679726602964
