model name,t50_pln_spt,t60_pln_spt,t70_pln_spt,t80_pln_spt,t90_pln_spt,nseq_pln_spt
IGRP_WF_10_Kf_add_dist,0.16135662898252826,0.1366906474820144,0.12024665981500514,0.04984583761562179,0.0421377183967112,1946
IGRP_WF_11_Kf_add_dist,0.19424460431654678,0.13206577595066804,0.11356628982528263,0.09660842754367935,0.06628982528263104,1946
IGRP_WF_12_Kf_add_dist,0.1248715313463515,0.08735868448098665,0.07348406988694758,0.05960945529290853,0.047790339157245634,1946
IGRP_WF_13_Kf_add_dist,0.16289825282631037,0.11870503597122302,0.10739979445015416,0.09558067831449127,0.06937307297019528,1946
IGRP_WF_14_Kf_add_dist,0.1156217882836588,0.07040082219938334,0.050873586844809866,0.03699897225077081,0.030318602261048305,1946
IGRP_WF_15_Kf_add_dist,0.1855087358684481,0.1593011305241521,0.1433710174717369,0.1171634121274409,0.08119218910585817,1946
IGRP_WF_16_Kf_add_dist,0.1248715313463515,0.09969167523124357,0.06115107913669065,0.044707091469681395,0.02774922918807811,1946
IGRP_WF_17_Kf_add_dist,0.2014388489208633,0.18705035971223022,0.1474820143884892,0.11921891058581706,0.09763617677286741,1946
IGRP_WF_18_Kf_add_dist,0.12384378211716342,0.11459403905447071,0.09301130524152107,0.04265159301130524,0.03545734840698869,1946
IGRP_WF_19_Kf_add_dist,0.1906474820143885,0.15878725590955806,0.09558067831449127,0.07040082219938334,0.04881808838643371,1946
IGRP_WF_1_Kf_add_dist,0.2132579650565262,0.12178828365878726,0.08787255909558069,0.06731757451181912,0.045734840698869475,1946
IGRP_WF_20_Kf_add_dist,0.14645426515930113,0.12332990750256938,0.06731757451181912,0.046248715313463515,0.03442959917780062,1946
IGRP_WF_21_Kf_add_dist,0.15313463514902365,0.12024665981500514,0.10534429599177801,0.044707091469681395,0.0328879753340185,1946
IGRP_WF_22_Kf_add_dist,0.06937307297019528,0.050873586844809866,0.03751284686536485,0.03134635149023638,0.023638232271325797,1946
IGRP_WF_23_Kf_add_dist,0.15775950668036998,0.0842754367934224,0.06628982528263104,0.04367934224049332,0.03751284686536485,1946
IGRP_WF_24_Kf_add_dist,0.16546762589928057,0.09403905447070915,0.06217882836587873,0.04367934224049332,0.013360739979445015,1946
IGRP_WF_25_Kf_add_dist,0.17677286742034942,0.15416238437821173,0.12435765673175746,0.06731757451181912,0.04265159301130524,1946
IGRP_WF_26_Kf_add_dist,0.12846865364850976,0.12127440904419322,0.10431654676258993,0.09095580678314491,0.013360739979445015,1946
IGRP_WF_27_Kf_add_dist,0.2446043165467626,0.18242548818088386,0.14439876670092497,0.07810894141829394,0.06063720452209661,1946
IGRP_WF_28_Kf_add_dist,0.0724563206577595,0.06166495375128469,0.039568345323741004,0.03597122302158273,0.02877697841726619,1946
IGRP_WF_29_Kf_add_dist,0.19681397738951695,0.1618705035971223,0.09044193216855087,0.05755395683453238,0.04162384378211716,1946
IGRP_WF_2_Kf_add_dist,0.07348406988694758,0.05549845837615622,0.045220966084275435,0.03802672147995889,0.030832476875642344,1946
IGRP_WF_30_Kf_add_dist,0.08273381294964029,0.06783144912641316,0.050359712230215826,0.03751284686536485,0.024152106885919837,1946
IGRP_WF_31_Kf_add_dist,0.2065775950668037,0.1366906474820144,0.10534429599177801,0.06063720452209661,0.044193216855087356,1946
IGRP_WF_32_Kf_add_dist,0.09609455292908531,0.06474820143884892,0.050359712230215826,0.03597122302158273,0.030832476875642344,1946
IGRP_WF_33_Mc_add_dist,0.19784172661870503,0.13360739979445016,0.09455292908530319,0.07605344295991778,0.05858170606372045,1946
IGRP_WF_34_Mc_add_dist,0.15159301130524153,0.12795477903391572,0.11510791366906475,0.05498458376156218,0.03597122302158273,1946
IGRP_WF_35_Mc_add_dist,0.18602261048304214,0.15878725590955806,0.13566289825282632,0.10637204522096609,0.08016443987667009,1946
IGRP_WF_36_Mc_add_dist,0.16032887975334018,0.08119218910585817,0.0683453237410072,0.050873586844809866,0.03854059609455293,1946
IGRP_WF_37_Mc_add_dist,0.16238437821171633,0.1248715313463515,0.10534429599177801,0.0698869475847893,0.045220966084275435,1946
IGRP_WF_38_Mc_add_dist,0.09558067831449127,0.0724563206577595,0.05755395683453238,0.048304213771839674,0.03442959917780062,1946
IGRP_WF_39_Mc_add_dist,0.2317574511819116,0.17266187050359713,0.1459403905447071,0.11510791366906475,0.06423432682425488,1946
IGRP_WF_3_Kf_add_dist,0.20246659815005139,0.13566289825282632,0.09969167523124357,0.08221993833504625,0.06166495375128469,1946
IGRP_WF_40_Mc_add_dist,0.13360739979445016,0.1104830421377184,0.09146968139773895,0.06115107913669065,0.041109969167523124,1946
IGRP_WF_41_Mc_add_dist,0.1932168550873587,0.12332990750256938,0.08890030832476875,0.06628982528263104,0.04881808838643371,1946
IGRP_WF_42_Mc_add_dist,0.13874614594039056,0.1197327852004111,0.05858170606372045,0.046762589928057555,0.03597122302158273,1946
IGRP_WF_43_Mc_add_dist,0.1685508735868448,0.14696813977389517,0.11459403905447071,0.10174717368961973,0.07862281603288798,1946
IGRP_WF_44_Mc_add_dist,0.15878725590955806,0.13309352517985612,0.07348406988694758,0.05498458376156218,0.040082219938335044,1946
IGRP_WF_45_Mc_add_dist,0.15878725590955806,0.12435765673175746,0.10637204522096609,0.07194244604316546,0.050359712230215826,1946
IGRP_WF_46_Mc_add_dist,0.15159301130524153,0.08941418293936279,0.06526207605344296,0.050359712230215826,0.03442959917780062,1946
IGRP_WF_47_Mc_add_dist,0.18499486125385406,0.16032887975334018,0.12949640287769784,0.10380267214799589,0.0775950668036999,1946
IGRP_WF_48_Mc_add_dist,0.13566289825282632,0.11099691675231244,0.0750256937307297,0.05447070914696814,0.039568345323741004,1946
IGRP_WF_49_Mc_add_dist,0.20092497430626927,0.12538540596094552,0.09249743062692703,0.07297019527235354,0.05447070914696814,1946
