model_name,TP (Kas_Gearty_no_cut)_rk,FP (Kas_Gearty_no_cut)_rk,TN (Kas_Gearty_no_cut)_rk,FN (Kas_Gearty_no_cut)_rk,accuracy (Kas_Gearty_no_cut)_rk,precision (Kas_Gearty_no_cut)_rk,recall (Kas_Gearty_no_cut)_rk,specificity (Kas_Gearty_no_cut)_rk,f1_score (Kas_Gearty_no_cut)_rk,b_accuracy (Kas_Gearty_no_cut)_rk,AUC_value_inf (Kas_Gearty_no_cut)_rk,AUC_value_trn (Kas_Gearty_no_cut)_rk,mcc (Kas_Gearty_no_cut)_rk,log_loss (Kas_Gearty_no_cut)_rk,kappa (Kas_Gearty_no_cut)_rk,fall_out (Kas_Gearty_no_cut)_rk,miss_rate (Kas_Gearty_no_cut)_rk,NPV (Kas_Gearty_no_cut)_rk,lr_plus (Kas_Gearty_no_cut)_rk,lr_minus (Kas_Gearty_no_cut)_rk
IGRP_WF_16_Kf_add_dist,62.0,73.0,24.0,35.0,33.0,14.0,62.0,24.0,56.0,33.0,3.0,1.0,26.0,94.0,33.0,73.0,35.0,54.0,14.0,43.0
IGRP_WF_17_Kf_add_dist,14.0,19.0,78.0,83.0,22.0,78.0,14.0,78.0,16.0,20.0,31.0,1.0,32.0,16.0,21.0,19.0,83.0,16.0,78.0,81.0
IGRP_WF_18_Kf_add_dist,56.0,62.0,34.0,41.0,32.0,32.0,56.0,34.0,45.0,32.0,4.0,1.0,29.0,96.0,32.0,62.0,41.0,45.0,32.0,52.0
IGRP_WF_19_Kf_add_dist,26.0,26.0,71.0,71.0,27.0,75.0,26.0,71.0,26.0,27.0,86.0,1.0,49.0,14.0,27.0,26.0,71.0,25.0,75.0,72.0
IGRP_WF_20_Kf_add_dist,24.0,45.0,52.0,73.0,19.0,51.0,24.0,52.0,21.0,19.0,67.0,1.0,22.0,46.0,19.0,45.0,73.0,21.0,51.0,76.0
IGRP_WF_21_Kf_add_dist,80.0,71.0,26.0,17.0,77.0,25.0,80.0,26.0,80.0,77.0,29.0,1.0,64.0,60.0,77.0,71.0,17.0,79.0,25.0,18.0
IGRP_WF_22_Kf_add_dist,96.0,95.0,2.0,1.0,96.0,49.0,96.0,2.0,96.0,96.0,73.0,1.0,96.0,6.0,96.0,95.0,1.0,96.0,49.0,1.0
IGRP_WF_23_Kf_add_dist,66.0,72.0,25.0,30.0,43.0,16.0,66.0,25.0,63.0,43.0,95.0,1.0,30.0,45.0,43.0,72.0,30.0,63.0,16.0,34.0
IGRP_WF_24_Kf_add_dist,82.0,61.0,36.0,15.0,85.0,44.0,82.0,36.0,85.0,85.0,92.0,1.0,80.0,44.0,85.0,61.0,15.0,85.0,44.0,12.0
IGRP_WF_25_Kf_add_dist,11.0,31.0,65.0,86.0,12.0,58.0,11.0,65.0,11.0,12.0,8.0,1.0,11.0,33.0,12.0,31.0,86.0,10.0,58.0,87.0
IGRP_WF_26_Kf_add_dist,86.0,50.0,47.0,11.0,89.0,56.0,86.0,47.0,86.0,89.0,83.0,1.0,90.0,29.0,89.0,50.0,11.0,87.0,56.0,10.0
IGRP_WF_27_Kf_add_dist,9.0,15.0,82.0,88.0,14.0,77.0,9.0,82.0,12.0,14.0,63.0,1.0,24.0,10.0,14.0,15.0,88.0,11.0,77.0,86.0
IGRP_WF_28_Kf_add_dist,83.0,89.0,8.0,14.0,79.0,4.0,83.0,8.0,81.0,79.0,91.0,1.0,58.0,73.0,79.0,89.0,14.0,81.0,4.0,16.0
IGRP_WF_29_Kf_add_dist,59.0,38.0,59.0,38.0,69.0,61.0,59.0,59.0,67.0,69.0,58.0,1.0,73.0,40.0,69.0,38.0,38.0,68.0,61.0,29.0
IGRP_WF_30_Kf_add_dist,91.0,90.0,7.0,6.0,91.0,11.0,91.0,7.0,91.0,91.0,19.0,1.0,91.0,47.0,91.0,90.0,6.0,91.0,11.0,6.0
IGRP_WF_31_Kf_add_dist,36.0,37.0,60.0,61.0,31.0,60.0,36.0,60.0,32.0,31.0,21.0,1.0,48.0,70.0,31.0,37.0,61.0,32.0,60.0,65.0
IGRP_WF_32_Kf_add_dist,89.0,82.0,14.0,8.0,88.0,20.0,89.0,14.0,89.0,88.0,62.0,1.0,88.0,37.0,88.0,82.0,8.0,89.0,20.0,8.0
IGRP_WF_33_Mc_add_dist,4.0,22.0,75.0,93.0,2.0,62.0,4.0,75.0,3.0,2.0,45.0,1.0,3.0,26.0,2.0,22.0,93.0,5.0,62.0,92.0
IGRP_WF_34_Mc_add_dist,16.0,58.0,39.0,81.0,7.0,28.0,16.0,39.0,10.0,7.0,14.0,1.0,2.0,80.0,7.0,58.0,81.0,12.0,28.0,85.0
IGRP_WF_35_Mc_add_dist,18.0,2.0,95.0,79.0,58.0,93.0,18.0,95.0,27.0,58.0,79.0,1.0,75.0,5.0,58.0,2.0,79.0,27.0,93.0,70.0
IGRP_WF_36_Mc_add_dist,53.0,53.0,44.0,44.0,34.0,42.0,53.0,44.0,42.0,34.0,42.0,1.0,36.0,59.0,34.0,53.0,44.0,42.0,42.0,55.0
IGRP_WF_37_Mc_add_dist,47.0,36.0,61.0,50.0,62.0,70.0,47.0,61.0,52.0,61.0,72.0,1.0,67.0,58.0,61.0,36.0,50.0,52.0,70.0,45.0
IGRP_WF_38_Mc_add_dist,70.0,75.0,22.0,27.0,54.0,15.0,70.0,22.0,69.0,54.0,65.0,1.0,34.0,91.0,54.0,75.0,27.0,67.0,15.0,30.0
IGRP_WF_39_Mc_add_dist,34.0,6.0,91.0,63.0,74.0,92.0,34.0,91.0,48.0,74.0,78.0,1.0,82.0,25.0,74.0,6.0,63.0,50.0,92.0,47.0
IGRP_WF_40_Mc_add_dist,50.0,43.0,54.0,47.0,55.0,57.0,50.0,54.0,49.0,55.0,74.0,1.0,52.0,66.0,55.0,43.0,47.0,48.0,57.0,49.0
IGRP_WF_41_Mc_add_dist,33.0,25.0,72.0,64.0,53.0,79.0,33.0,72.0,36.0,53.0,64.0,1.0,63.0,32.0,53.0,25.0,64.0,36.0,79.0,61.0
IGRP_WF_42_Mc_add_dist,66.0,48.0,49.0,30.0,65.0,48.0,66.0,49.0,71.0,66.0,41.0,1.0,56.0,53.0,65.0,48.0,30.0,70.0,48.0,27.0
IGRP_WF_43_Mc_add_dist,41.0,11.0,86.0,56.0,73.0,89.0,41.0,86.0,53.0,73.0,90.0,1.0,79.0,4.0,73.0,11.0,56.0,55.0,89.0,42.0
IGRP_WF_44_Mc_add_dist,22.0,44.0,53.0,75.0,17.0,52.0,22.0,53.0,18.0,17.0,1.0,1.0,19.0,85.0,17.0,44.0,75.0,19.0,52.0,78.0
IGRP_WF_45_Mc_add_dist,35.0,35.0,62.0,62.0,37.0,65.0,35.0,62.0,35.0,36.0,52.0,1.0,51.0,52.0,36.0,35.0,62.0,35.0,65.0,62.0
IGRP_WF_46_Mc_add_dist,55.0,65.0,32.0,42.0,28.0,29.0,55.0,32.0,43.0,28.0,34.0,1.0,28.0,75.0,28.0,65.0,42.0,43.0,29.0,54.0
IGRP_WF_47_Mc_add_dist,15.0,8.0,89.0,82.0,26.0,88.0,15.0,89.0,19.0,26.0,82.0,1.0,50.0,36.0,26.0,8.0,82.0,18.0,88.0,79.0
IGRP_WF_48_Mc_add_dist,52.0,47.0,50.0,45.0,41.0,50.0,52.0,50.0,46.0,41.0,24.0,1.0,45.0,84.0,41.0,47.0,45.0,46.0,50.0,51.0
IGRP_WF_49_Mc_add_dist,30.0,24.0,73.0,67.0,46.0,80.0,30.0,73.0,34.0,46.0,26.0,1.0,59.0,49.0,46.0,24.0,67.0,34.0,80.0,63.0
IGRP_WF_50_Mc_add_dist,74.0,74.0,23.0,23.0,61.0,17.0,74.0,23.0,73.0,62.0,22.0,1.0,43.0,83.0,62.0,74.0,23.0,72.0,17.0,25.0
IGRP_WF_51_Mc_add_dist,20.0,1.0,96.0,77.0,60.0,95.0,20.0,96.0,29.0,60.0,87.0,1.0,76.0,1.0,60.0,1.0,77.0,28.0,95.0,69.0
IGRP_WF_52_Mc_add_dist,48.0,46.0,51.0,49.0,36.0,53.0,48.0,51.0,41.0,37.0,11.0,1.0,46.0,55.0,37.0,46.0,49.0,41.0,53.0,56.0
IGRP_WF_53_Mc_add_dist,40.0,33.0,63.0,57.0,50.0,69.0,40.0,63.0,40.0,51.0,69.0,1.0,54.0,65.0,50.0,33.0,57.0,40.0,69.0,57.0
IGRP_WF_54_Mc_add_dist,76.0,82.0,14.0,21.0,63.0,9.0,76.0,14.0,75.0,63.0,20.0,1.0,41.0,93.0,63.0,82.0,21.0,75.0,9.0,22.0
IGRP_WF_55_Mc_add_dist,46.0,9.0,88.0,51.0,78.0,91.0,46.0,88.0,66.0,78.0,88.0,1.0,86.0,31.0,78.0,9.0,51.0,69.0,91.0,28.0
IGRP_WF_56_Mc_add_dist,61.0,64.0,33.0,36.0,42.0,34.0,61.0,33.0,59.0,42.0,32.0,1.0,38.0,89.0,42.0,64.0,36.0,58.0,34.0,39.0
IGRP_WF_57_Mc_add_dist,19.0,28.0,69.0,78.0,24.0,67.0,19.0,69.0,20.0,24.0,16.0,1.0,33.0,51.0,24.0,28.0,78.0,20.0,67.0,77.0
IGRP_WF_58_Mc_add_dist,17.0,66.0,31.0,80.0,10.0,23.0,17.0,31.0,15.0,10.0,6.0,1.0,4.0,81.0,10.0,66.0,80.0,15.0,23.0,82.0
IGRP_WF_59_Mc_add_dist,39.0,10.0,87.0,58.0,71.0,90.0,39.0,87.0,50.0,71.0,84.0,1.0,78.0,8.0,71.0,10.0,58.0,51.0,90.0,46.0
IGRP_WF_60_Mc_add_dist,57.0,56.0,41.0,40.0,38.0,41.0,57.0,41.0,51.0,38.0,48.0,1.0,39.0,39.0,38.0,56.0,40.0,49.0,41.0,48.0
IGRP_WF_61_Mc_add_dist,38.0,31.0,65.0,59.0,49.0,71.0,38.0,65.0,39.0,47.0,25.0,1.0,55.0,74.0,48.0,31.0,59.0,39.0,71.0,58.0
IGRP_WF_62_Mc_add_dist,71.0,84.0,13.0,26.0,40.0,5.0,71.0,13.0,64.0,40.0,5.0,1.0,27.0,90.0,40.0,84.0,26.0,64.0,5.0,33.0
IGRP_WF_63_Mc_add_dist,43.0,13.0,84.0,54.0,72.0,87.0,43.0,84.0,55.0,72.0,89.0,1.0,77.0,21.0,72.0,13.0,54.0,60.0,87.0,37.0
IGRP_WF_64_Mc_add_dist,54.0,57.0,40.0,43.0,35.0,39.0,54.0,40.0,44.0,35.0,75.0,1.0,35.0,76.0,35.0,57.0,43.0,44.0,39.0,53.0
IGRP_WF_65_Mc_add_dist,13.0,27.0,70.0,84.0,13.0,64.0,13.0,70.0,13.0,13.0,71.0,1.0,17.0,9.0,13.0,27.0,84.0,13.0,64.0,84.0
IGRP_WF_66_Mc_add_dist,81.0,77.0,20.0,16.0,80.0,19.0,81.0,20.0,82.0,80.0,38.0,1.0,71.0,71.0,80.0,77.0,16.0,82.0,19.0,15.0
IGRP_WF_67_Mc_add_dist,1.0,5.0,92.0,96.0,5.0,83.0,1.0,92.0,4.0,5.0,7.0,1.0,9.0,15.0,5.0,5.0,96.0,2.0,83.0,95.0
IGRP_WF_68_Mc_add_dist,63.0,67.0,30.0,34.0,44.0,30.0,63.0,30.0,62.0,45.0,56.0,1.0,37.0,50.0,44.0,67.0,34.0,61.0,30.0,36.0
IGRP_WF_69_Mc_add_dist,79.0,60.0,37.0,18.0,76.0,40.0,79.0,37.0,78.0,76.0,66.0,1.0,72.0,43.0,76.0,60.0,18.0,78.0,40.0,19.0
IGRP_WF_70_Mc_add_dist,92.0,93.0,4.0,5.0,92.0,24.0,92.0,4.0,92.0,92.0,57.0,1.0,92.0,34.0,92.0,93.0,5.0,92.0,24.0,5.0
IGRP_WF_71_Mc_add_dist,29.0,54.0,42.0,68.0,17.0,35.0,29.0,42.0,22.0,18.0,46.0,1.0,14.0,77.0,18.0,54.0,68.0,22.0,35.0,75.0
IGRP_WF_72_Mc_add_dist,94.0,92.0,5.0,3.0,94.0,27.0,94.0,5.0,94.0,94.0,68.0,1.0,93.0,35.0,94.0,92.0,3.0,94.0,27.0,3.0
IGRP_WF_73_Mc_add_dist,6.0,12.0,85.0,91.0,6.0,76.0,6.0,85.0,6.0,6.0,17.0,1.0,7.0,19.0,6.0,12.0,91.0,6.0,76.0,91.0
IGRP_WF_74_Mc_add_dist,42.0,70.0,27.0,55.0,21.0,21.0,42.0,27.0,25.0,22.0,12.0,1.0,12.0,57.0,22.0,70.0,55.0,26.0,21.0,71.0
IGRP_WF_75_Mc_add_dist,2.0,7.0,90.0,95.0,4.0,81.0,2.0,90.0,5.0,4.0,28.0,1.0,8.0,11.0,4.0,7.0,95.0,3.0,81.0,94.0
IGRP_WF_76_Mc_add_dist,72.0,52.0,45.0,25.0,68.0,45.0,72.0,45.0,72.0,68.0,18.0,1.0,57.0,42.0,68.0,52.0,25.0,73.0,45.0,24.0
IGRP_WF_77_Mc_add_dist,32.0,51.0,46.0,65.0,20.0,38.0,32.0,46.0,23.0,21.0,30.0,1.0,18.0,63.0,20.0,51.0,65.0,23.0,38.0,74.0
IGRP_WF_78_Mc_add_dist,93.0,88.0,9.0,4.0,93.0,36.0,93.0,9.0,93.0,93.0,49.0,1.0,94.0,30.0,93.0,88.0,4.0,93.0,36.0,4.0
IGRP_WF_79_Mc_add_dist,5.0,41.0,56.0,92.0,1.0,47.0,5.0,56.0,1.0,1.0,15.0,1.0,1.0,54.0,1.0,41.0,92.0,1.0,47.0,96.0
IGRP_WF_80_Mc_add_dist,64.0,79.0,17.0,33.0,29.0,8.0,64.0,17.0,54.0,29.0,44.0,1.0,25.0,86.0,29.0,79.0,33.0,53.0,8.0,44.0
IGRP_WF_81_Mc_add_dist,10.0,39.0,58.0,87.0,9.0,54.0,10.0,58.0,8.0,9.0,47.0,1.0,6.0,23.0,9.0,39.0,87.0,8.0,54.0,89.0
IGRP_WF_82_Mc_add_dist,88.0,85.0,11.0,9.0,87.0,12.0,88.0,11.0,88.0,87.0,53.0,1.0,84.0,67.0,87.0,85.0,9.0,88.0,12.0,9.0
IGRP_WF_83_Mc_add_dist,8.0,23.0,74.0,89.0,11.0,68.0,8.0,74.0,9.0,11.0,36.0,1.0,13.0,27.0,11.0,23.0,89.0,9.0,68.0,88.0
IGRP_WF_84_Mc_add_dist,78.0,68.0,29.0,19.0,75.0,33.0,78.0,29.0,77.0,75.0,43.0,1.0,62.0,48.0,75.0,68.0,19.0,77.0,33.0,20.0
IGRP_WF_85_Mc_add_dist,68.0,69.0,28.0,29.0,56.0,26.0,68.0,28.0,68.0,57.0,27.0,1.0,40.0,82.0,56.0,69.0,29.0,66.0,26.0,31.0
IGRP_WF_86_Mc_add_dist,95.0,96.0,1.0,2.0,95.0,18.0,95.0,1.0,95.0,95.0,54.0,1.0,95.0,20.0,95.0,96.0,2.0,95.0,18.0,2.0
IGRP_WF_87_Mc_add_dist,60.0,54.0,42.0,37.0,48.0,43.0,60.0,42.0,58.0,49.0,51.0,1.0,44.0,92.0,49.0,54.0,37.0,57.0,43.0,40.0
IGRP_WF_88_Mc_add_dist,87.0,79.0,17.0,10.0,86.0,22.0,87.0,17.0,87.0,86.0,39.0,1.0,85.0,64.0,86.0,79.0,10.0,86.0,22.0,11.0
IGRP_WF_89_Mc_add_dist,7.0,29.0,68.0,90.0,8.0,59.0,7.0,68.0,7.0,8.0,50.0,1.0,10.0,18.0,8.0,29.0,90.0,7.0,59.0,90.0
IGRP_WF_90_Mc_add_dist,51.0,78.0,19.0,46.0,25.0,6.0,51.0,19.0,33.0,25.0,37.0,1.0,15.0,87.0,25.0,78.0,46.0,33.0,6.0,64.0
IGRP_WF_91_Mc_add_dist,12.0,21.0,76.0,85.0,15.0,73.0,12.0,76.0,14.0,15.0,33.0,1.0,21.0,24.0,15.0,21.0,85.0,14.0,73.0,83.0
IGRP_WF_92_Mc_add_dist,75.0,81.0,16.0,22.0,64.0,10.0,75.0,16.0,74.0,64.0,76.0,1.0,42.0,56.0,64.0,81.0,22.0,74.0,10.0,23.0
IGRP_WF_93_Mc_add_dist,37.0,59.0,38.0,60.0,23.0,31.0,37.0,38.0,24.0,23.0,23.0,1.0,16.0,72.0,23.0,59.0,60.0,24.0,31.0,73.0
IGRP_WF_94_Mc_add_dist,90.0,94.0,3.0,7.0,90.0,3.0,90.0,3.0,90.0,90.0,77.0,1.0,87.0,28.0,90.0,94.0,7.0,90.0,3.0,7.0
IGRP_WF_95_Mc_add_dist,3.0,18.0,79.0,94.0,3.0,66.0,3.0,79.0,2.0,3.0,10.0,1.0,5.0,68.0,3.0,18.0,94.0,4.0,66.0,93.0
IGRP_WF_96_Mc_add_dist,69.0,76.0,21.0,28.0,47.0,13.0,69.0,21.0,65.0,48.0,9.0,1.0,31.0,62.0,47.0,76.0,28.0,65.0,13.0,32.0
