model_name,TP (Kas_Gearty_no_cut)_rk,FP (Kas_Gearty_no_cut)_rk,TN (Kas_Gearty_no_cut)_rk,FN (Kas_Gearty_no_cut)_rk,accuracy (Kas_Gearty_no_cut)_rk,precision (Kas_Gearty_no_cut)_rk,recall (Kas_Gearty_no_cut)_rk,specificity (Kas_Gearty_no_cut)_rk,f1_score (Kas_Gearty_no_cut)_rk,b_accuracy (Kas_Gearty_no_cut)_rk,AUC_value_inf (Kas_Gearty_no_cut)_rk,AUC_value_trn (Kas_Gearty_no_cut)_rk,mcc (Kas_Gearty_no_cut)_rk,log_loss (Kas_Gearty_no_cut)_rk,kappa (Kas_Gearty_no_cut)_rk,fall_out (Kas_Gearty_no_cut)_rk,miss_rate (Kas_Gearty_no_cut)_rk,NPV (Kas_Gearty_no_cut)_rk,lr_plus (Kas_Gearty_no_cut)_rk,lr_minus (Kas_Gearty_no_cut)_rk
IGRP_WF_15_Kf_add_dist,59.0,19.0,78.0,38.0,94.0,87.0,59.0,78.0,82.0,94.0,96.0,1.0,95.0,3.0,94.0,19.0,38.0,76.0,87.0,21.0
IGRP_WF_16_Kf_add_dist,79.0,73.0,24.0,18.0,63.0,26.0,79.0,24.0,75.0,63.0,3.0,1.0,50.0,94.0,63.0,73.0,18.0,77.0,26.0,20.0
IGRP_WF_17_Kf_add_dist,9.0,8.0,89.0,88.0,59.0,88.0,9.0,89.0,45.0,58.0,31.0,1.0,74.0,16.0,58.0,8.0,88.0,31.0,88.0,66.0
IGRP_WF_18_Kf_add_dist,66.0,79.0,18.0,31.0,27.0,19.0,66.0,18.0,55.0,27.0,4.0,1.0,20.0,96.0,27.0,79.0,31.0,57.0,19.0,40.0
IGRP_WF_19_Kf_add_dist,31.0,22.0,75.0,66.0,54.0,73.0,31.0,75.0,48.0,54.0,86.0,1.0,65.0,14.0,54.0,22.0,66.0,43.0,73.0,54.0
IGRP_WF_20_Kf_add_dist,46.0,43.0,54.0,51.0,38.0,51.0,46.0,54.0,43.0,37.0,67.0,1.0,37.0,46.0,37.0,43.0,51.0,46.0,51.0,51.0
IGRP_WF_21_Kf_add_dist,77.0,62.0,35.0,20.0,76.0,41.0,77.0,35.0,80.0,76.0,29.0,1.0,67.0,60.0,76.0,62.0,20.0,81.0,41.0,16.0
IGRP_WF_22_Kf_add_dist,96.0,95.0,2.0,1.0,96.0,7.0,96.0,2.0,96.0,96.0,73.0,1.0,96.0,6.0,96.0,95.0,1.0,96.0,7.0,1.0
IGRP_WF_23_Kf_add_dist,80.0,50.0,46.0,17.0,88.0,56.0,80.0,46.0,89.0,88.0,95.0,1.0,85.0,45.0,88.0,50.0,17.0,87.0,56.0,10.0
IGRP_WF_24_Kf_add_dist,93.0,60.0,37.0,4.0,95.0,52.0,93.0,37.0,94.0,95.0,92.0,1.0,94.0,44.0,95.0,60.0,4.0,94.0,52.0,3.0
IGRP_WF_25_Kf_add_dist,33.0,27.0,70.0,64.0,52.0,70.0,33.0,70.0,49.0,51.0,8.0,1.0,62.0,33.0,52.0,27.0,64.0,45.0,70.0,52.0
IGRP_WF_26_Kf_add_dist,78.0,59.0,38.0,19.0,81.0,49.0,78.0,38.0,86.0,81.0,83.0,1.0,78.0,29.0,81.0,59.0,19.0,85.0,49.0,12.0
IGRP_WF_27_Kf_add_dist,8.0,2.0,95.0,89.0,71.0,95.0,8.0,95.0,51.0,71.0,63.0,1.0,82.0,10.0,71.0,2.0,89.0,40.0,95.0,57.0
IGRP_WF_28_Kf_add_dist,94.0,92.0,5.0,3.0,75.0,5.0,94.0,5.0,92.0,75.0,91.0,1.0,48.0,73.0,75.0,92.0,3.0,92.0,5.0,5.0
IGRP_WF_29_Kf_add_dist,23.0,11.0,86.0,74.0,60.0,84.0,23.0,86.0,52.0,60.0,58.0,1.0,72.0,40.0,60.0,11.0,74.0,44.0,84.0,53.0
IGRP_WF_30_Kf_add_dist,82.0,87.0,10.0,15.0,47.0,12.0,82.0,10.0,68.0,47.0,19.0,1.0,32.0,47.0,47.0,87.0,15.0,72.0,12.0,25.0
IGRP_WF_31_Kf_add_dist,1.0,18.0,79.0,96.0,19.0,69.0,1.0,79.0,1.0,19.0,21.0,1.0,33.0,70.0,19.0,18.0,96.0,1.0,69.0,96.0
IGRP_WF_32_Kf_add_dist,60.0,85.0,12.0,37.0,12.0,10.0,60.0,12.0,42.0,13.0,62.0,1.0,5.0,37.0,12.0,85.0,37.0,54.0,10.0,43.0
IGRP_WF_33_Mc_add_dist,14.0,15.0,82.0,83.0,49.0,78.0,14.0,82.0,36.0,48.0,45.0,1.0,61.0,26.0,49.0,15.0,83.0,28.0,78.0,69.0
IGRP_WF_34_Mc_add_dist,42.0,52.0,45.0,55.0,20.0,40.0,42.0,45.0,20.0,20.0,14.0,1.0,22.0,80.0,20.0,52.0,55.0,34.0,40.0,63.0
IGRP_WF_35_Mc_add_dist,6.0,14.0,83.0,91.0,43.0,75.0,6.0,83.0,22.0,43.0,79.0,1.0,53.0,5.0,43.0,14.0,91.0,7.0,75.0,90.0
IGRP_WF_36_Mc_add_dist,45.0,63.0,34.0,52.0,13.0,30.0,45.0,34.0,15.0,12.0,42.0,1.0,14.0,59.0,13.0,63.0,52.0,32.0,30.0,65.0
IGRP_WF_37_Mc_add_dist,25.0,36.0,61.0,71.0,35.0,60.0,25.0,61.0,26.0,35.0,72.0,1.0,39.0,58.0,35.0,36.0,71.0,26.0,60.0,71.0
IGRP_WF_38_Mc_add_dist,70.0,74.0,23.0,27.0,39.0,24.0,70.0,23.0,58.0,39.0,65.0,1.0,28.0,91.0,39.0,74.0,27.0,59.0,24.0,38.0
IGRP_WF_39_Mc_add_dist,38.0,6.0,91.0,59.0,85.0,94.0,38.0,91.0,60.0,85.0,78.0,1.0,90.0,25.0,85.0,6.0,59.0,56.0,94.0,41.0
IGRP_WF_40_Mc_add_dist,76.0,58.0,39.0,21.0,80.0,48.0,76.0,39.0,84.0,80.0,74.0,1.0,75.0,66.0,80.0,58.0,21.0,83.0,48.0,14.0
IGRP_WF_41_Mc_add_dist,25.0,35.0,62.0,71.0,37.0,61.0,25.0,62.0,28.0,36.0,64.0,1.0,41.0,32.0,36.0,35.0,71.0,27.0,61.0,70.0
IGRP_WF_42_Mc_add_dist,48.0,69.0,28.0,49.0,6.0,25.0,48.0,28.0,14.0,8.0,41.0,1.0,8.0,53.0,7.0,69.0,49.0,35.0,25.0,62.0
IGRP_WF_43_Mc_add_dist,18.0,29.0,68.0,79.0,40.0,66.0,18.0,68.0,27.0,40.0,90.0,1.0,47.0,4.0,40.0,29.0,79.0,21.0,66.0,76.0
IGRP_WF_44_Mc_add_dist,35.0,56.0,40.0,62.0,6.0,35.0,35.0,40.0,8.0,6.0,1.0,1.0,13.0,85.0,6.0,56.0,62.0,11.0,35.0,86.0
IGRP_WF_45_Mc_add_dist,16.0,30.0,67.0,81.0,34.0,65.0,16.0,67.0,19.0,34.0,52.0,1.0,44.0,52.0,34.0,30.0,81.0,14.0,65.0,83.0
IGRP_WF_46_Mc_add_dist,49.0,54.0,43.0,48.0,30.0,38.0,49.0,43.0,39.0,28.0,34.0,1.0,29.0,75.0,29.0,54.0,48.0,49.0,38.0,48.0
IGRP_WF_47_Mc_add_dist,54.0,23.0,74.0,43.0,86.0,83.0,54.0,74.0,66.0,86.0,82.0,1.0,88.0,36.0,86.0,23.0,43.0,65.0,83.0,32.0
IGRP_WF_48_Mc_add_dist,74.0,55.0,42.0,23.0,77.0,47.0,74.0,42.0,79.0,77.0,24.0,1.0,73.0,84.0,77.0,55.0,23.0,78.0,47.0,19.0
IGRP_WF_49_Mc_add_dist,22.0,33.0,64.0,75.0,33.0,62.0,22.0,64.0,24.0,33.0,26.0,1.0,42.0,49.0,33.0,33.0,75.0,18.0,62.0,79.0
IGRP_WF_50_Mc_add_dist,64.0,77.0,20.0,33.0,22.0,18.0,64.0,20.0,54.0,23.0,22.0,1.0,18.0,83.0,23.0,77.0,33.0,55.0,18.0,42.0
IGRP_WF_51_Mc_add_dist,51.0,21.0,76.0,46.0,83.0,82.0,51.0,76.0,63.0,82.0,87.0,1.0,87.0,1.0,82.0,21.0,46.0,60.0,82.0,37.0
IGRP_WF_52_Mc_add_dist,71.0,56.0,40.0,26.0,70.0,45.0,71.0,40.0,70.0,70.0,11.0,1.0,66.0,55.0,70.0,56.0,26.0,69.0,45.0,28.0
IGRP_WF_53_Mc_add_dist,56.0,37.0,60.0,41.0,78.0,67.0,56.0,60.0,65.0,79.0,69.0,1.0,81.0,65.0,78.0,37.0,41.0,64.0,67.0,33.0
IGRP_WF_54_Mc_add_dist,89.0,83.0,14.0,8.0,74.0,20.0,89.0,14.0,90.0,74.0,20.0,1.0,56.0,93.0,74.0,83.0,8.0,91.0,20.0,6.0
IGRP_WF_55_Mc_add_dist,55.0,13.0,84.0,42.0,90.0,89.0,55.0,84.0,71.0,90.0,88.0,1.0,93.0,31.0,90.0,13.0,42.0,67.0,89.0,30.0
IGRP_WF_56_Mc_add_dist,84.0,65.0,32.0,13.0,82.0,37.0,84.0,32.0,91.0,83.0,32.0,1.0,77.0,89.0,83.0,65.0,13.0,89.0,37.0,8.0
IGRP_WF_57_Mc_add_dist,11.0,38.0,59.0,86.0,18.0,57.0,11.0,59.0,4.0,18.0,16.0,1.0,27.0,51.0,18.0,38.0,86.0,2.0,57.0,95.0
IGRP_WF_58_Mc_add_dist,41.0,49.0,48.0,56.0,21.0,43.0,41.0,48.0,25.0,21.0,6.0,1.0,25.0,81.0,21.0,49.0,56.0,37.0,43.0,60.0
IGRP_WF_59_Mc_add_dist,65.0,28.0,69.0,32.0,92.0,80.0,65.0,69.0,81.0,91.0,84.0,1.0,92.0,8.0,91.0,28.0,32.0,75.0,80.0,22.0
IGRP_WF_60_Mc_add_dist,47.0,66.0,31.0,50.0,9.0,27.0,47.0,31.0,16.0,9.0,48.0,1.0,10.0,39.0,9.0,66.0,50.0,38.0,27.0,59.0
IGRP_WF_61_Mc_add_dist,29.0,39.0,58.0,67.0,31.0,58.0,29.0,58.0,21.0,31.0,25.0,1.0,36.0,74.0,31.0,39.0,67.0,23.0,58.0,74.0
IGRP_WF_62_Mc_add_dist,50.0,78.0,19.0,47.0,3.0,15.0,50.0,19.0,12.0,3.0,5.0,1.0,3.0,90.0,3.0,78.0,47.0,36.0,15.0,61.0
IGRP_WF_63_Mc_add_dist,62.0,25.0,72.0,35.0,89.0,81.0,62.0,72.0,76.0,89.0,89.0,1.0,91.0,21.0,89.0,25.0,35.0,74.0,81.0,23.0
IGRP_WF_64_Mc_add_dist,69.0,47.0,50.0,28.0,72.0,55.0,69.0,50.0,69.0,72.0,75.0,1.0,70.0,76.0,72.0,47.0,28.0,66.0,55.0,31.0
IGRP_WF_65_Mc_add_dist,29.0,4.0,93.0,67.0,79.0,93.0,29.0,93.0,56.0,78.0,71.0,1.0,86.0,9.0,79.0,4.0,67.0,52.0,93.0,45.0
IGRP_WF_66_Mc_add_dist,83.0,81.0,16.0,14.0,61.0,21.0,83.0,16.0,78.0,62.0,38.0,1.0,45.0,71.0,61.0,81.0,14.0,82.0,21.0,15.0
IGRP_WF_67_Mc_add_dist,3.0,1.0,96.0,94.0,68.0,96.0,3.0,96.0,44.0,67.0,7.0,1.0,80.0,15.0,68.0,1.0,94.0,25.0,96.0,72.0
IGRP_WF_68_Mc_add_dist,68.0,67.0,30.0,29.0,48.0,32.0,68.0,30.0,61.0,49.0,56.0,1.0,40.0,50.0,48.0,67.0,29.0,62.0,32.0,35.0
IGRP_WF_69_Mc_add_dist,40.0,44.0,53.0,57.0,26.0,46.0,40.0,53.0,31.0,26.0,66.0,1.0,31.0,43.0,26.0,44.0,57.0,42.0,46.0,55.0
IGRP_WF_70_Mc_add_dist,85.0,94.0,3.0,12.0,36.0,2.0,85.0,3.0,64.0,38.0,57.0,1.0,12.0,34.0,38.0,94.0,12.0,70.0,2.0,27.0
IGRP_WF_71_Mc_add_dist,34.0,41.0,56.0,63.0,25.0,54.0,34.0,56.0,23.0,25.0,46.0,1.0,34.0,77.0,25.0,41.0,63.0,29.0,54.0,68.0
IGRP_WF_72_Mc_add_dist,87.0,84.0,13.0,10.0,65.0,16.0,87.0,13.0,85.0,66.0,68.0,1.0,46.0,35.0,65.0,84.0,10.0,86.0,16.0,11.0
IGRP_WF_73_Mc_add_dist,10.0,5.0,92.0,87.0,66.0,92.0,10.0,92.0,50.0,65.0,17.0,1.0,79.0,19.0,66.0,5.0,87.0,41.0,92.0,56.0
IGRP_WF_74_Mc_add_dist,73.0,68.0,29.0,24.0,57.0,33.0,73.0,29.0,67.0,59.0,12.0,1.0,51.0,57.0,59.0,68.0,24.0,68.0,33.0,29.0
IGRP_WF_75_Mc_add_dist,4.0,7.0,90.0,93.0,56.0,90.0,4.0,90.0,37.0,56.0,28.0,1.0,69.0,11.0,56.0,7.0,93.0,16.0,90.0,81.0
IGRP_WF_76_Mc_add_dist,52.0,64.0,33.0,45.0,22.0,31.0,52.0,33.0,40.0,22.0,18.0,1.0,23.0,42.0,22.0,64.0,45.0,50.0,31.0,47.0
IGRP_WF_77_Mc_add_dist,32.0,50.0,46.0,65.0,8.0,39.0,32.0,46.0,6.0,7.0,30.0,1.0,15.0,63.0,8.0,50.0,65.0,6.0,39.0,91.0
IGRP_WF_78_Mc_add_dist,86.0,90.0,7.0,11.0,50.0,6.0,86.0,7.0,72.0,50.0,49.0,1.0,30.0,30.0,50.0,90.0,11.0,79.0,6.0,18.0
IGRP_WF_79_Mc_add_dist,7.0,31.0,66.0,90.0,24.0,63.0,7.0,66.0,9.0,24.0,15.0,1.0,35.0,54.0,24.0,31.0,90.0,3.0,63.0,94.0
IGRP_WF_80_Mc_add_dist,43.0,72.0,25.0,54.0,2.0,22.0,43.0,25.0,3.0,2.0,44.0,1.0,2.0,86.0,2.0,72.0,54.0,12.0,22.0,85.0
IGRP_WF_81_Mc_add_dist,28.0,10.0,87.0,69.0,64.0,85.0,28.0,87.0,53.0,64.0,47.0,1.0,76.0,23.0,64.0,10.0,69.0,47.0,85.0,50.0
IGRP_WF_82_Mc_add_dist,75.0,91.0,6.0,22.0,27.0,4.0,75.0,6.0,59.0,29.0,53.0,1.0,11.0,67.0,28.0,91.0,22.0,63.0,4.0,34.0
IGRP_WF_83_Mc_add_dist,13.0,9.0,88.0,84.0,57.0,86.0,13.0,88.0,47.0,57.0,36.0,1.0,71.0,27.0,57.0,9.0,84.0,33.0,86.0,64.0
IGRP_WF_84_Mc_add_dist,81.0,70.0,27.0,16.0,69.0,28.0,81.0,27.0,77.0,69.0,43.0,1.0,58.0,48.0,69.0,70.0,16.0,80.0,28.0,17.0
IGRP_WF_85_Mc_add_dist,36.0,48.0,49.0,61.0,16.0,42.0,36.0,49.0,13.0,15.0,27.0,1.0,21.0,82.0,16.0,48.0,61.0,22.0,42.0,75.0
IGRP_WF_86_Mc_add_dist,95.0,96.0,1.0,2.0,90.0,1.0,95.0,1.0,95.0,92.0,54.0,1.0,60.0,20.0,92.0,96.0,2.0,95.0,1.0,2.0
IGRP_WF_87_Mc_add_dist,24.0,45.0,52.0,73.0,11.0,44.0,24.0,52.0,5.0,11.0,51.0,1.0,19.0,92.0,11.0,45.0,73.0,4.0,44.0,93.0
IGRP_WF_88_Mc_add_dist,53.0,75.0,21.0,44.0,9.0,17.0,53.0,21.0,30.0,10.0,39.0,1.0,6.0,64.0,10.0,75.0,44.0,48.0,17.0,49.0
IGRP_WF_89_Mc_add_dist,15.0,20.0,77.0,82.0,45.0,72.0,15.0,77.0,34.0,45.0,50.0,1.0,55.0,18.0,45.0,20.0,82.0,24.0,72.0,73.0
IGRP_WF_90_Mc_add_dist,88.0,82.0,15.0,9.0,73.0,23.0,88.0,15.0,87.0,73.0,37.0,1.0,57.0,87.0,73.0,82.0,9.0,88.0,23.0,9.0
IGRP_WF_91_Mc_add_dist,12.0,16.0,81.0,85.0,46.0,77.0,12.0,81.0,33.0,46.0,33.0,1.0,59.0,24.0,46.0,16.0,85.0,19.0,77.0,78.0
IGRP_WF_92_Mc_add_dist,72.0,86.0,11.0,25.0,29.0,11.0,72.0,11.0,57.0,30.0,76.0,1.0,16.0,56.0,30.0,86.0,25.0,58.0,11.0,39.0
IGRP_WF_93_Mc_add_dist,27.0,42.0,55.0,70.0,17.0,50.0,27.0,55.0,10.0,17.0,23.0,1.0,24.0,72.0,17.0,42.0,70.0,9.0,50.0,88.0
IGRP_WF_94_Mc_add_dist,90.0,93.0,4.0,7.0,51.0,3.0,90.0,4.0,83.0,52.0,77.0,1.0,26.0,28.0,51.0,93.0,7.0,84.0,3.0,13.0
IGRP_WF_95_Mc_add_dist,5.0,12.0,85.0,92.0,42.0,76.0,5.0,85.0,18.0,42.0,10.0,1.0,52.0,68.0,42.0,12.0,92.0,5.0,76.0,92.0
IGRP_WF_96_Mc_add_dist,44.0,75.0,21.0,53.0,1.0,14.0,44.0,21.0,2.0,1.0,9.0,1.0,1.0,62.0,1.0,75.0,53.0,10.0,14.0,87.0
