model_name,TP (Kas_Gearty_no_cut)_rk,FP (Kas_Gearty_no_cut)_rk,TN (Kas_Gearty_no_cut)_rk,FN (Kas_Gearty_no_cut)_rk,accuracy (Kas_Gearty_no_cut)_rk,precision (Kas_Gearty_no_cut)_rk,recall (Kas_Gearty_no_cut)_rk,specificity (Kas_Gearty_no_cut)_rk,f1_score (Kas_Gearty_no_cut)_rk,b_accuracy (Kas_Gearty_no_cut)_rk,AUC_value_inf (Kas_Gearty_no_cut)_rk,AUC_value_trn (Kas_Gearty_no_cut)_rk,mcc (Kas_Gearty_no_cut)_rk,log_loss (Kas_Gearty_no_cut)_rk,kappa (Kas_Gearty_no_cut)_rk,fall_out (Kas_Gearty_no_cut)_rk,miss_rate (Kas_Gearty_no_cut)_rk,NPV (Kas_Gearty_no_cut)_rk,lr_plus (Kas_Gearty_no_cut)_rk,lr_minus (Kas_Gearty_no_cut)_rk
IGRP_WF_18_Kf_add_dist,69.0,49.0,48.0,28.0,70.0,53.0,69.0,48.0,69.0,70.0,4.0,1.0,75.0,96.0,70.0,49.0,28.0,69.0,53.0,28.0
IGRP_WF_19_Kf_add_dist,28.0,30.0,67.0,69.0,17.0,66.0,28.0,67.0,20.0,17.0,86.0,1.0,22.0,14.0,17.0,30.0,69.0,20.0,66.0,77.0
IGRP_WF_20_Kf_add_dist,59.0,56.0,40.0,38.0,59.0,36.0,59.0,40.0,60.0,59.0,67.0,1.0,56.0,46.0,59.0,56.0,38.0,62.0,36.0,35.0
IGRP_WF_21_Kf_add_dist,91.0,83.0,14.0,6.0,91.0,54.0,91.0,14.0,91.0,91.0,29.0,1.0,91.0,60.0,91.0,83.0,6.0,91.0,54.0,6.0
IGRP_WF_22_Kf_add_dist,96.0,94.0,3.0,1.0,96.0,64.0,96.0,3.0,96.0,96.0,73.0,1.0,96.0,6.0,96.0,94.0,1.0,96.0,64.0,1.0
IGRP_WF_23_Kf_add_dist,60.0,69.0,27.0,37.0,56.0,14.0,60.0,27.0,59.0,56.0,95.0,1.0,45.0,45.0,56.0,69.0,37.0,59.0,14.0,38.0
IGRP_WF_24_Kf_add_dist,81.0,58.0,39.0,16.0,81.0,41.0,81.0,39.0,81.0,81.0,92.0,1.0,82.0,44.0,81.0,58.0,16.0,81.0,41.0,16.0
IGRP_WF_25_Kf_add_dist,3.0,32.0,65.0,94.0,2.0,56.0,3.0,65.0,2.0,2.0,8.0,1.0,2.0,33.0,2.0,32.0,94.0,2.0,56.0,95.0
IGRP_WF_26_Kf_add_dist,85.0,52.0,45.0,12.0,87.0,58.0,85.0,45.0,86.0,87.0,83.0,1.0,87.0,29.0,87.0,52.0,12.0,86.0,58.0,11.0
IGRP_WF_27_Kf_add_dist,19.0,18.0,79.0,78.0,22.0,80.0,19.0,79.0,15.0,22.0,63.0,1.0,32.0,10.0,22.0,18.0,78.0,15.0,80.0,82.0
IGRP_WF_28_Kf_add_dist,82.0,86.0,11.0,15.0,82.0,4.0,82.0,11.0,82.0,82.0,91.0,1.0,81.0,73.0,82.0,86.0,15.0,82.0,4.0,15.0
IGRP_WF_29_Kf_add_dist,49.0,41.0,56.0,48.0,51.0,55.0,49.0,56.0,51.0,51.0,58.0,1.0,47.0,40.0,51.0,41.0,48.0,51.0,55.0,46.0
IGRP_WF_30_Kf_add_dist,89.0,95.0,2.0,8.0,89.0,5.0,89.0,2.0,89.0,89.0,19.0,1.0,89.0,47.0,89.0,95.0,8.0,89.0,5.0,8.0
IGRP_WF_31_Kf_add_dist,36.0,38.0,59.0,61.0,27.0,60.0,36.0,59.0,33.0,27.0,21.0,1.0,25.0,70.0,27.0,38.0,61.0,34.0,60.0,63.0
IGRP_WF_32_Kf_add_dist,84.0,79.0,18.0,13.0,84.0,21.0,84.0,18.0,84.0,84.0,62.0,1.0,85.0,37.0,84.0,79.0,13.0,84.0,21.0,13.0
IGRP_WF_33_Mc_add_dist,7.0,27.0,70.0,90.0,5.0,65.0,7.0,70.0,6.0,5.0,45.0,1.0,5.0,26.0,5.0,27.0,90.0,6.0,65.0,91.0
IGRP_WF_34_Mc_add_dist,52.0,50.0,47.0,45.0,48.0,43.0,52.0,47.0,52.0,49.0,14.0,1.0,38.0,80.0,49.0,50.0,45.0,50.0,43.0,47.0
IGRP_WF_35_Mc_add_dist,11.0,4.0,93.0,86.0,34.0,93.0,11.0,93.0,16.0,34.0,79.0,1.0,54.0,5.0,34.0,4.0,86.0,18.0,93.0,79.0
IGRP_WF_36_Mc_add_dist,46.0,51.0,46.0,51.0,44.0,40.0,46.0,46.0,46.0,44.0,42.0,1.0,31.0,59.0,44.0,51.0,51.0,46.0,40.0,51.0
IGRP_WF_37_Mc_add_dist,25.0,26.0,71.0,72.0,12.0,68.0,25.0,71.0,14.0,12.0,72.0,1.0,19.0,58.0,12.0,26.0,72.0,14.0,68.0,83.0
IGRP_WF_38_Mc_add_dist,63.0,73.0,23.0,34.0,57.0,10.0,63.0,23.0,62.0,57.0,65.0,1.0,43.0,91.0,57.0,73.0,34.0,61.0,10.0,36.0
IGRP_WF_39_Mc_add_dist,15.0,16.0,81.0,82.0,22.0,83.0,15.0,81.0,13.0,21.0,78.0,1.0,34.0,25.0,21.0,16.0,82.0,13.0,83.0,84.0
IGRP_WF_40_Mc_add_dist,39.0,43.0,54.0,58.0,28.0,51.0,39.0,54.0,39.0,28.0,74.0,1.0,21.0,66.0,28.0,43.0,58.0,38.0,51.0,59.0
IGRP_WF_41_Mc_add_dist,35.0,29.0,68.0,62.0,32.0,67.0,35.0,68.0,37.0,32.0,64.0,1.0,30.0,32.0,32.0,29.0,62.0,36.0,67.0,61.0
IGRP_WF_42_Mc_add_dist,51.0,53.0,44.0,46.0,47.0,39.0,51.0,44.0,48.0,47.0,41.0,1.0,36.0,53.0,47.0,53.0,46.0,47.0,39.0,50.0
IGRP_WF_43_Mc_add_dist,17.0,5.0,92.0,80.0,36.0,92.0,17.0,92.0,21.0,36.0,90.0,1.0,53.0,4.0,36.0,5.0,80.0,23.0,92.0,74.0
IGRP_WF_44_Mc_add_dist,50.0,47.0,50.0,47.0,50.0,50.0,50.0,50.0,49.0,50.0,1.0,1.0,40.0,85.0,50.0,47.0,47.0,48.0,50.0,49.0
IGRP_WF_45_Mc_add_dist,34.0,39.0,58.0,63.0,24.0,57.0,34.0,58.0,30.0,24.0,52.0,1.0,23.0,52.0,24.0,39.0,63.0,29.0,57.0,68.0
IGRP_WF_46_Mc_add_dist,76.0,68.0,29.0,21.0,77.0,23.0,76.0,29.0,76.0,77.0,34.0,1.0,76.0,75.0,77.0,68.0,21.0,76.0,23.0,21.0
IGRP_WF_47_Mc_add_dist,22.0,8.0,89.0,75.0,39.0,89.0,22.0,89.0,27.0,39.0,82.0,1.0,49.0,36.0,39.0,8.0,75.0,27.0,89.0,70.0
IGRP_WF_48_Mc_add_dist,38.0,44.0,53.0,59.0,26.0,47.0,38.0,53.0,38.0,26.0,24.0,1.0,20.0,84.0,26.0,44.0,59.0,35.0,47.0,62.0
IGRP_WF_49_Mc_add_dist,23.0,20.0,77.0,74.0,19.0,77.0,23.0,77.0,17.0,19.0,26.0,1.0,27.0,49.0,19.0,20.0,74.0,17.0,77.0,80.0
IGRP_WF_50_Mc_add_dist,61.0,73.0,23.0,36.0,55.0,9.0,61.0,23.0,61.0,55.0,22.0,1.0,42.0,83.0,55.0,73.0,36.0,60.0,9.0,37.0
IGRP_WF_51_Mc_add_dist,10.0,2.0,95.0,87.0,43.0,95.0,10.0,95.0,22.0,43.0,87.0,1.0,64.0,1.0,43.0,2.0,87.0,24.0,95.0,73.0
IGRP_WF_52_Mc_add_dist,37.0,45.0,52.0,60.0,20.0,45.0,37.0,52.0,32.0,20.0,11.0,1.0,15.0,55.0,20.0,45.0,60.0,32.0,45.0,65.0
IGRP_WF_53_Mc_add_dist,27.0,35.0,61.0,70.0,11.0,62.0,27.0,61.0,19.0,11.0,69.0,1.0,14.0,65.0,11.0,35.0,70.0,16.0,62.0,81.0
IGRP_WF_54_Mc_add_dist,78.0,72.0,25.0,19.0,78.0,20.0,78.0,25.0,78.0,78.0,20.0,1.0,79.0,93.0,78.0,72.0,19.0,78.0,20.0,19.0
IGRP_WF_55_Mc_add_dist,14.0,6.0,91.0,83.0,33.0,91.0,14.0,91.0,18.0,33.0,88.0,1.0,46.0,31.0,33.0,6.0,83.0,19.0,91.0,78.0
IGRP_WF_56_Mc_add_dist,40.0,55.0,42.0,57.0,18.0,32.0,40.0,42.0,34.0,18.0,32.0,1.0,8.0,89.0,18.0,55.0,57.0,33.0,32.0,64.0
IGRP_WF_57_Mc_add_dist,12.0,33.0,64.0,85.0,7.0,59.0,12.0,64.0,7.0,7.0,16.0,1.0,6.0,51.0,7.0,33.0,85.0,7.0,59.0,90.0
IGRP_WF_58_Mc_add_dist,44.0,60.0,37.0,53.0,30.0,25.0,44.0,37.0,43.0,30.0,6.0,1.0,16.0,81.0,30.0,60.0,53.0,43.0,25.0,54.0
IGRP_WF_59_Mc_add_dist,20.0,7.0,90.0,77.0,38.0,90.0,20.0,90.0,25.0,38.0,84.0,1.0,52.0,8.0,38.0,7.0,77.0,26.0,90.0,71.0
IGRP_WF_60_Mc_add_dist,42.0,54.0,43.0,55.0,29.0,34.0,42.0,43.0,42.0,29.0,48.0,1.0,13.0,39.0,29.0,54.0,55.0,41.0,34.0,56.0
IGRP_WF_61_Mc_add_dist,13.0,25.0,72.0,84.0,10.0,70.0,13.0,72.0,10.0,10.0,25.0,1.0,11.0,74.0,10.0,25.0,84.0,10.0,70.0,87.0
IGRP_WF_62_Mc_add_dist,68.0,84.0,13.0,29.0,65.0,3.0,68.0,13.0,67.0,65.0,5.0,1.0,55.0,90.0,65.0,84.0,29.0,65.0,3.0,32.0
IGRP_WF_63_Mc_add_dist,26.0,11.0,85.0,71.0,35.0,87.0,26.0,85.0,29.0,35.0,89.0,1.0,44.0,21.0,35.0,11.0,71.0,28.0,87.0,69.0
IGRP_WF_64_Mc_add_dist,41.0,59.0,38.0,56.0,21.0,24.0,41.0,38.0,41.0,23.0,75.0,1.0,10.0,76.0,23.0,59.0,56.0,39.0,24.0,58.0
IGRP_WF_65_Mc_add_dist,9.0,23.0,74.0,88.0,8.0,69.0,9.0,74.0,8.0,8.0,71.0,1.0,7.0,9.0,8.0,23.0,88.0,8.0,69.0,89.0
IGRP_WF_66_Mc_add_dist,77.0,76.0,21.0,20.0,75.0,15.0,77.0,21.0,77.0,75.0,38.0,1.0,73.0,71.0,75.0,76.0,20.0,77.0,15.0,20.0
IGRP_WF_67_Mc_add_dist,1.0,17.0,80.0,96.0,1.0,74.0,1.0,80.0,1.0,1.0,7.0,1.0,1.0,15.0,1.0,17.0,96.0,1.0,74.0,96.0
IGRP_WF_68_Mc_add_dist,66.0,64.0,33.0,31.0,68.0,28.0,66.0,33.0,68.0,68.0,56.0,1.0,62.0,50.0,68.0,64.0,31.0,68.0,28.0,29.0
IGRP_WF_69_Mc_add_dist,64.0,69.0,27.0,33.0,61.0,17.0,64.0,27.0,64.0,62.0,66.0,1.0,51.0,43.0,61.0,69.0,33.0,64.0,17.0,33.0
IGRP_WF_70_Mc_add_dist,93.0,93.0,4.0,4.0,93.0,33.0,93.0,4.0,93.0,93.0,57.0,1.0,93.0,34.0,93.0,93.0,4.0,93.0,33.0,4.0
IGRP_WF_71_Mc_add_dist,74.0,67.0,30.0,23.0,76.0,29.0,74.0,30.0,75.0,76.0,46.0,1.0,77.0,77.0,76.0,67.0,23.0,75.0,29.0,22.0
IGRP_WF_72_Mc_add_dist,92.0,92.0,5.0,5.0,92.0,26.0,92.0,5.0,92.0,92.0,68.0,1.0,92.0,35.0,92.0,92.0,5.0,92.0,26.0,5.0
IGRP_WF_73_Mc_add_dist,4.0,21.0,76.0,93.0,3.0,73.0,4.0,76.0,4.0,3.0,17.0,1.0,4.0,19.0,3.0,21.0,93.0,4.0,73.0,93.0
IGRP_WF_74_Mc_add_dist,65.0,62.0,35.0,32.0,67.0,31.0,65.0,35.0,65.0,67.0,12.0,1.0,61.0,57.0,67.0,62.0,32.0,67.0,31.0,30.0
IGRP_WF_75_Mc_add_dist,8.0,10.0,87.0,89.0,13.0,84.0,8.0,87.0,12.0,13.0,28.0,1.0,29.0,11.0,13.0,10.0,89.0,12.0,84.0,85.0
IGRP_WF_76_Mc_add_dist,62.0,56.0,40.0,35.0,63.0,38.0,62.0,40.0,63.0,63.0,18.0,1.0,57.0,42.0,63.0,56.0,35.0,63.0,38.0,34.0
IGRP_WF_77_Mc_add_dist,88.0,63.0,34.0,9.0,88.0,44.0,88.0,34.0,88.0,88.0,30.0,1.0,88.0,63.0,88.0,63.0,9.0,88.0,44.0,9.0
IGRP_WF_78_Mc_add_dist,90.0,88.0,8.0,7.0,90.0,37.0,90.0,8.0,90.0,90.0,49.0,1.0,90.0,30.0,90.0,88.0,7.0,90.0,37.0,7.0
IGRP_WF_79_Mc_add_dist,45.0,46.0,51.0,52.0,45.0,49.0,45.0,51.0,45.0,45.0,15.0,1.0,35.0,54.0,45.0,46.0,52.0,45.0,49.0,52.0
IGRP_WF_80_Mc_add_dist,72.0,82.0,15.0,25.0,71.0,7.0,72.0,15.0,72.0,71.0,44.0,1.0,67.0,86.0,71.0,82.0,25.0,71.0,7.0,26.0
IGRP_WF_81_Mc_add_dist,56.0,34.0,63.0,41.0,64.0,71.0,56.0,63.0,57.0,64.0,47.0,1.0,68.0,23.0,64.0,34.0,41.0,58.0,71.0,39.0
IGRP_WF_82_Mc_add_dist,83.0,90.0,7.0,14.0,83.0,2.0,83.0,7.0,83.0,83.0,53.0,1.0,83.0,67.0,83.0,90.0,14.0,83.0,2.0,14.0
IGRP_WF_83_Mc_add_dist,33.0,35.0,61.0,64.0,25.0,63.0,33.0,61.0,31.0,25.0,36.0,1.0,24.0,27.0,25.0,35.0,64.0,31.0,63.0,66.0
IGRP_WF_84_Mc_add_dist,57.0,65.0,32.0,40.0,54.0,22.0,57.0,32.0,56.0,54.0,43.0,1.0,41.0,48.0,54.0,65.0,40.0,56.0,22.0,41.0
IGRP_WF_85_Mc_add_dist,73.0,80.0,17.0,24.0,73.0,11.0,73.0,17.0,73.0,73.0,27.0,1.0,70.0,82.0,73.0,80.0,24.0,73.0,11.0,24.0
IGRP_WF_86_Mc_add_dist,95.0,96.0,1.0,2.0,95.0,35.0,95.0,1.0,95.0,95.0,54.0,1.0,95.0,20.0,95.0,96.0,2.0,95.0,35.0,2.0
IGRP_WF_87_Mc_add_dist,58.0,61.0,36.0,39.0,58.0,30.0,58.0,36.0,58.0,58.0,51.0,1.0,48.0,92.0,58.0,61.0,39.0,57.0,30.0,40.0
IGRP_WF_88_Mc_add_dist,75.0,75.0,22.0,22.0,74.0,16.0,75.0,22.0,74.0,74.0,39.0,1.0,72.0,64.0,74.0,75.0,22.0,74.0,16.0,23.0
IGRP_WF_89_Mc_add_dist,48.0,22.0,75.0,49.0,53.0,78.0,48.0,75.0,50.0,53.0,50.0,1.0,63.0,18.0,53.0,22.0,49.0,53.0,78.0,44.0
IGRP_WF_90_Mc_add_dist,80.0,77.0,20.0,17.0,80.0,18.0,80.0,20.0,80.0,80.0,37.0,1.0,80.0,87.0,80.0,77.0,17.0,80.0,18.0,17.0
IGRP_WF_91_Mc_add_dist,30.0,37.0,60.0,67.0,16.0,61.0,30.0,60.0,24.0,16.0,33.0,1.0,18.0,24.0,16.0,37.0,67.0,21.0,61.0,76.0
IGRP_WF_92_Mc_add_dist,67.0,71.0,26.0,30.0,66.0,19.0,67.0,26.0,66.0,66.0,76.0,1.0,58.0,56.0,66.0,71.0,30.0,66.0,19.0,31.0
IGRP_WF_93_Mc_add_dist,71.0,66.0,31.0,26.0,72.0,27.0,71.0,31.0,71.0,72.0,23.0,1.0,71.0,72.0,72.0,66.0,26.0,72.0,27.0,25.0
IGRP_WF_94_Mc_add_dist,94.0,91.0,6.0,3.0,94.0,42.0,94.0,6.0,94.0,94.0,77.0,1.0,94.0,28.0,94.0,91.0,3.0,94.0,42.0,3.0
IGRP_WF_95_Mc_add_dist,16.0,40.0,57.0,81.0,6.0,52.0,16.0,57.0,9.0,6.0,10.0,1.0,3.0,68.0,6.0,40.0,81.0,9.0,52.0,88.0
IGRP_WF_96_Mc_add_dist,79.0,81.0,16.0,18.0,79.0,8.0,79.0,16.0,79.0,79.0,9.0,1.0,78.0,62.0,79.0,81.0,18.0,79.0,8.0,18.0
