model_name,TP (Kas_Gearty_no_cut)_rk,FP (Kas_Gearty_no_cut)_rk,TN (Kas_Gearty_no_cut)_rk,FN (Kas_Gearty_no_cut)_rk,accuracy (Kas_Gearty_no_cut)_rk,precision (Kas_Gearty_no_cut)_rk,recall (Kas_Gearty_no_cut)_rk,specificity (Kas_Gearty_no_cut)_rk,f1_score (Kas_Gearty_no_cut)_rk,b_accuracy (Kas_Gearty_no_cut)_rk,AUC_value_inf (Kas_Gearty_no_cut)_rk,AUC_value_trn (Kas_Gearty_no_cut)_rk,mcc (Kas_Gearty_no_cut)_rk,log_loss (Kas_Gearty_no_cut)_rk,kappa (Kas_Gearty_no_cut)_rk,fall_out (Kas_Gearty_no_cut)_rk,miss_rate (Kas_Gearty_no_cut)_rk,NPV (Kas_Gearty_no_cut)_rk,lr_plus (Kas_Gearty_no_cut)_rk,lr_minus (Kas_Gearty_no_cut)_rk
IGRP_WF_62_Mc_add_dist,31.0,88.0,9.0,66.0,2.0,4.0,31.0,9.0,15.0,2.0,5.0,1.0,1.0,90.0,2.0,88.0,66.0,23.0,4.0,74.0
IGRP_WF_63_Mc_add_dist,50.0,26.0,71.0,47.0,79.0,80.0,50.0,71.0,67.0,79.0,89.0,1.0,86.0,21.0,79.0,26.0,47.0,67.0,80.0,30.0
IGRP_WF_64_Mc_add_dist,55.0,49.0,48.0,42.0,48.0,47.0,55.0,48.0,48.0,48.0,75.0,1.0,51.0,76.0,48.0,49.0,42.0,49.0,47.0,48.0
IGRP_WF_65_Mc_add_dist,14.0,25.0,72.0,83.0,17.0,68.0,14.0,72.0,17.0,17.0,71.0,1.0,28.0,9.0,17.0,25.0,83.0,15.0,68.0,82.0
IGRP_WF_66_Mc_add_dist,64.0,74.0,23.0,33.0,37.0,23.0,64.0,23.0,51.0,37.0,38.0,1.0,25.0,71.0,37.0,74.0,33.0,54.0,23.0,43.0
IGRP_WF_67_Mc_add_dist,1.0,1.0,96.0,96.0,28.0,90.0,1.0,96.0,12.0,28.0,7.0,1.0,48.0,15.0,28.0,1.0,96.0,4.0,90.0,93.0
IGRP_WF_68_Mc_add_dist,81.0,53.0,43.0,16.0,88.0,49.0,81.0,43.0,85.0,88.0,56.0,1.0,78.0,50.0,88.0,53.0,16.0,86.0,49.0,11.0
IGRP_WF_69_Mc_add_dist,23.0,48.0,49.0,74.0,7.0,42.0,23.0,49.0,20.0,7.0,66.0,1.0,8.0,43.0,7.0,48.0,74.0,21.0,42.0,76.0
IGRP_WF_70_Mc_add_dist,94.0,95.0,2.0,3.0,87.0,1.0,94.0,2.0,92.0,87.0,57.0,1.0,59.0,34.0,87.0,95.0,3.0,91.0,1.0,6.0
IGRP_WF_71_Mc_add_dist,51.0,50.0,47.0,46.0,43.0,45.0,51.0,47.0,40.0,43.0,46.0,1.0,45.0,77.0,43.0,50.0,46.0,41.0,45.0,56.0
IGRP_WF_72_Mc_add_dist,77.0,80.0,16.0,20.0,55.0,18.0,77.0,16.0,74.0,55.0,68.0,1.0,43.0,35.0,55.0,80.0,20.0,74.0,18.0,23.0
IGRP_WF_73_Mc_add_dist,3.0,7.0,90.0,94.0,18.0,83.0,3.0,90.0,9.0,18.0,17.0,1.0,34.0,19.0,18.0,7.0,94.0,5.0,83.0,92.0
IGRP_WF_74_Mc_add_dist,60.0,75.0,22.0,37.0,33.0,22.0,60.0,22.0,42.0,33.0,12.0,1.0,18.0,57.0,33.0,75.0,37.0,44.0,22.0,53.0
IGRP_WF_75_Mc_add_dist,2.0,2.0,95.0,95.0,26.0,89.0,2.0,95.0,14.0,25.0,28.0,1.0,46.0,11.0,26.0,2.0,95.0,8.0,89.0,89.0
IGRP_WF_76_Mc_add_dist,43.0,65.0,32.0,54.0,25.0,29.0,43.0,32.0,29.0,26.0,18.0,1.0,13.0,42.0,25.0,65.0,54.0,29.0,29.0,68.0
IGRP_WF_77_Mc_add_dist,30.0,53.0,43.0,67.0,12.0,40.0,30.0,43.0,25.0,13.0,30.0,1.0,9.0,63.0,13.0,53.0,67.0,26.0,40.0,71.0
IGRP_WF_78_Mc_add_dist,69.0,86.0,11.0,28.0,34.0,8.0,69.0,11.0,54.0,34.0,49.0,1.0,12.0,30.0,34.0,86.0,28.0,56.0,8.0,41.0
IGRP_WF_79_Mc_add_dist,8.0,41.0,56.0,89.0,4.0,51.0,8.0,56.0,2.0,4.0,15.0,1.0,6.0,54.0,4.0,41.0,89.0,1.0,51.0,96.0
IGRP_WF_80_Mc_add_dist,73.0,80.0,16.0,24.0,41.0,15.0,73.0,16.0,59.0,41.0,44.0,1.0,23.0,86.0,41.0,80.0,24.0,61.0,15.0,36.0
IGRP_WF_81_Mc_add_dist,18.0,37.0,60.0,79.0,15.0,58.0,18.0,60.0,22.0,15.0,47.0,1.0,19.0,23.0,15.0,37.0,79.0,20.0,58.0,77.0
IGRP_WF_82_Mc_add_dist,90.0,84.0,13.0,7.0,89.0,17.0,90.0,13.0,90.0,89.0,53.0,1.0,71.0,67.0,89.0,84.0,7.0,90.0,17.0,7.0
IGRP_WF_83_Mc_add_dist,12.0,12.0,85.0,85.0,27.0,78.0,12.0,85.0,21.0,27.0,36.0,1.0,40.0,27.0,27.0,12.0,85.0,16.0,78.0,81.0
IGRP_WF_84_Mc_add_dist,62.0,73.0,24.0,35.0,36.0,24.0,62.0,24.0,44.0,36.0,43.0,1.0,24.0,48.0,36.0,73.0,35.0,48.0,24.0,49.0
IGRP_WF_85_Mc_add_dist,21.0,62.0,35.0,76.0,6.0,27.0,21.0,35.0,7.0,6.0,27.0,1.0,5.0,82.0,6.0,62.0,76.0,17.0,27.0,80.0
IGRP_WF_86_Mc_add_dist,95.0,96.0,1.0,2.0,95.0,2.0,95.0,1.0,95.0,95.0,54.0,1.0,83.0,20.0,95.0,96.0,2.0,95.0,2.0,2.0
IGRP_WF_87_Mc_add_dist,46.0,61.0,36.0,51.0,30.0,35.0,46.0,36.0,30.0,30.0,51.0,1.0,17.0,92.0,30.0,61.0,51.0,32.0,35.0,65.0
IGRP_WF_88_Mc_add_dist,92.0,78.0,19.0,5.0,93.0,25.0,92.0,19.0,94.0,93.0,39.0,1.0,79.0,64.0,93.0,78.0,5.0,93.0,25.0,4.0
IGRP_WF_89_Mc_add_dist,13.0,28.0,69.0,84.0,10.0,64.0,13.0,69.0,11.0,10.0,50.0,1.0,15.0,18.0,10.0,28.0,84.0,12.0,64.0,85.0
IGRP_WF_90_Mc_add_dist,71.0,77.0,20.0,26.0,42.0,19.0,71.0,20.0,60.0,42.0,37.0,1.0,26.0,87.0,42.0,77.0,26.0,62.0,19.0,35.0
IGRP_WF_91_Mc_add_dist,10.0,13.0,84.0,87.0,24.0,77.0,10.0,84.0,18.0,24.0,33.0,1.0,38.0,24.0,24.0,13.0,87.0,14.0,77.0,83.0
IGRP_WF_92_Mc_add_dist,85.0,87.0,10.0,12.0,68.0,12.0,85.0,10.0,82.0,68.0,76.0,1.0,53.0,56.0,68.0,87.0,12.0,82.0,12.0,15.0
IGRP_WF_93_Mc_add_dist,15.0,60.0,37.0,82.0,1.0,26.0,15.0,37.0,1.0,1.0,23.0,1.0,2.0,72.0,1.0,60.0,82.0,2.0,26.0,95.0
IGRP_WF_94_Mc_add_dist,91.0,92.0,5.0,6.0,85.0,7.0,91.0,5.0,89.0,85.0,77.0,1.0,61.0,28.0,85.0,92.0,6.0,88.0,7.0,9.0
IGRP_WF_95_Mc_add_dist,4.0,17.0,80.0,92.0,8.0,70.0,4.0,80.0,4.0,8.0,10.0,1.0,14.0,68.0,8.0,17.0,92.0,3.0,70.0,94.0
IGRP_WF_96_Mc_add_dist,80.0,76.0,21.0,17.0,63.0,21.0,80.0,21.0,78.0,64.0,9.0,1.0,54.0,62.0,64.0,76.0,17.0,78.0,21.0,19.0
