model name,t50_bld_igg,t60_bld_igg,t70_bld_igg,t80_bld_igg,t90_bld_igg,nseq_bld_igg
IGRP_WF_10_Kf_add_dist,0.20933734939759036,0.17319277108433734,0.13253012048192772,0.060240963855421686,0.043674698795180725,664
IGRP_WF_11_Kf_add_dist,0.23644578313253012,0.15813253012048192,0.12048192771084337,0.10090361445783133,0.08433734939759036,664
IGRP_WF_12_Kf_add_dist,0.20783132530120482,0.11746987951807229,0.08734939759036145,0.07078313253012049,0.05271084337349398,664
IGRP_WF_13_Kf_add_dist,0.23343373493975902,0.20180722891566266,0.1746987951807229,0.0963855421686747,0.07228915662650602,664
IGRP_WF_14_Kf_add_dist,0.11746987951807229,0.07078313253012049,0.04216867469879518,0.030120481927710843,0.012048192771084338,664
IGRP_WF_15_Kf_add_dist,0.2289156626506024,0.1852409638554217,0.15813253012048192,0.1280120481927711,0.09036144578313253,664
IGRP_WF_16_Kf_add_dist,0.14156626506024098,0.10692771084337349,0.07530120481927711,0.04066265060240964,0.015060240963855422,664
IGRP_WF_17_Kf_add_dist,0.2891566265060241,0.22590361445783133,0.1822289156626506,0.14006024096385541,0.06325301204819277,664
IGRP_WF_18_Kf_add_dist,0.09789156626506024,0.07379518072289157,0.046686746987951805,0.03313253012048193,0.015060240963855422,664
IGRP_WF_19_Kf_add_dist,0.21686746987951808,0.16114457831325302,0.11144578313253012,0.07981927710843373,0.04819277108433735,664
IGRP_WF_1_Kf_add_dist,0.25150602409638556,0.19728915662650603,0.10843373493975904,0.07078313253012049,0.0572289156626506,664
IGRP_WF_20_Kf_add_dist,0.18825301204819278,0.16114457831325302,0.07680722891566265,0.04066265060240964,0.024096385542168676,664
IGRP_WF_21_Kf_add_dist,0.15813253012048192,0.10542168674698796,0.060240963855421686,0.04066265060240964,0.02108433734939759,664
IGRP_WF_22_Kf_add_dist,0.07981927710843373,0.03614457831325301,0.025602409638554216,0.015060240963855422,0.004518072289156626,664
IGRP_WF_23_Kf_add_dist,0.2063253012048193,0.10391566265060241,0.07530120481927711,0.05572289156626506,0.025602409638554216,664
IGRP_WF_24_Kf_add_dist,0.14759036144578314,0.10391566265060241,0.07228915662650602,0.04969879518072289,0.025602409638554216,664
IGRP_WF_25_Kf_add_dist,0.25150602409638556,0.2003012048192771,0.1460843373493976,0.0572289156626506,0.03313253012048193,664
IGRP_WF_26_Kf_add_dist,0.1536144578313253,0.12650602409638553,0.08734939759036145,0.05421686746987952,0.01355421686746988,664
IGRP_WF_27_Kf_add_dist,0.2756024096385542,0.23343373493975902,0.1927710843373494,0.14457831325301204,0.06626506024096386,664
IGRP_WF_28_Kf_add_dist,0.10090361445783133,0.0677710843373494,0.030120481927710843,0.022590361445783132,0.012048192771084338,664
IGRP_WF_29_Kf_add_dist,0.27259036144578314,0.21234939759036145,0.12198795180722892,0.061746987951807226,0.03463855421686747,664
IGRP_WF_2_Kf_add_dist,0.09036144578313253,0.07228915662650602,0.04819277108433735,0.02710843373493976,0.018072289156626505,664
IGRP_WF_30_Kf_add_dist,0.1144578313253012,0.07680722891566265,0.04066265060240964,0.022590361445783132,0.009036144578313253,664
IGRP_WF_31_Kf_add_dist,0.21385542168674698,0.15963855421686746,0.10843373493975904,0.07379518072289157,0.045180722891566265,664
IGRP_WF_32_Kf_add_dist,0.11897590361445783,0.07981927710843373,0.04216867469879518,0.025602409638554216,0.010542168674698794,664
IGRP_WF_33_Mc_add_dist,0.24096385542168675,0.2033132530120482,0.16566265060240964,0.12951807228915663,0.061746987951807226,664
IGRP_WF_34_Mc_add_dist,0.2003012048192771,0.12349397590361445,0.08433734939759036,0.05120481927710843,0.03162650602409638,664
IGRP_WF_35_Mc_add_dist,0.2620481927710843,0.21987951807228914,0.1430722891566265,0.10993975903614457,0.08283132530120482,664
IGRP_WF_36_Mc_add_dist,0.1897590361445783,0.15210843373493976,0.08132530120481928,0.061746987951807226,0.03463855421686747,664
IGRP_WF_37_Mc_add_dist,0.22590361445783133,0.1430722891566265,0.11295180722891567,0.07379518072289157,0.046686746987951805,664
IGRP_WF_38_Mc_add_dist,0.1460843373493976,0.09487951807228916,0.060240963855421686,0.03614457831325301,0.016566265060240965,664
IGRP_WF_39_Mc_add_dist,0.25301204819277107,0.2003012048192771,0.16415662650602408,0.11596385542168675,0.08132530120481928,664
IGRP_WF_3_Kf_add_dist,0.26506024096385544,0.2003012048192771,0.11746987951807229,0.08433734939759036,0.05572289156626506,664
IGRP_WF_40_Mc_add_dist,0.15512048192771086,0.12048192771084337,0.09186746987951808,0.06325301204819277,0.04066265060240964,664
IGRP_WF_41_Mc_add_dist,0.22590361445783133,0.1897590361445783,0.14457831325301204,0.07680722891566265,0.05572289156626506,664
IGRP_WF_42_Mc_add_dist,0.19126506024096385,0.09939759036144578,0.07078313253012049,0.045180722891566265,0.02108433734939759,664
IGRP_WF_43_Mc_add_dist,0.23042168674698796,0.20783132530120482,0.1355421686746988,0.0963855421686747,0.07530120481927711,664
IGRP_WF_44_Mc_add_dist,0.20180722891566266,0.12048192771084337,0.08283132530120482,0.05120481927710843,0.03162650602409638,664
IGRP_WF_45_Mc_add_dist,0.2469879518072289,0.1927710843373494,0.11746987951807229,0.0783132530120482,0.061746987951807226,664
IGRP_WF_46_Mc_add_dist,0.15210843373493976,0.1280120481927711,0.0677710843373494,0.04066265060240964,0.01957831325301205,664
IGRP_WF_47_Mc_add_dist,0.26656626506024095,0.18674698795180722,0.1460843373493976,0.11295180722891567,0.07228915662650602,664
IGRP_WF_48_Mc_add_dist,0.2033132530120482,0.12198795180722892,0.09186746987951808,0.06626506024096386,0.04066265060240964,664
IGRP_WF_49_Mc_add_dist,0.22740963855421686,0.19578313253012047,0.16114457831325302,0.07981927710843373,0.06475903614457831,664
IGRP_WF_4_Kf_add_dist,0.15210843373493976,0.10692771084337349,0.08132530120481928,0.058734939759036146,0.04216867469879518,664
IGRP_WF_50_Mc_add_dist,0.18674698795180722,0.1536144578313253,0.05421686746987952,0.04066265060240964,0.025602409638554216,664
IGRP_WF_51_Mc_add_dist,0.21987951807228914,0.18373493975903615,0.1460843373493976,0.11596385542168675,0.08734939759036145,664
IGRP_WF_52_Mc_add_dist,0.19126506024096385,0.11144578313253012,0.0783132530120482,0.061746987951807226,0.043674698795180725,664
IGRP_WF_53_Mc_add_dist,0.23343373493975902,0.13855421686746988,0.11746987951807229,0.08433734939759036,0.05271084337349398,664
IGRP_WF_54_Mc_add_dist,0.13403614457831325,0.07981927710843373,0.0572289156626506,0.0391566265060241,0.01957831325301205,664
IGRP_WF_55_Mc_add_dist,0.2319277108433735,0.1852409638554217,0.1460843373493976,0.11746987951807229,0.07981927710843373,664
IGRP_WF_56_Mc_add_dist,0.14006024096385541,0.10542168674698796,0.08433734939759036,0.05421686746987952,0.03614457831325301,664
IGRP_WF_57_Mc_add_dist,0.24397590361445784,0.19879518072289157,0.11746987951807229,0.07981927710843373,0.058734939759036146,664
IGRP_WF_58_Mc_add_dist,0.1822289156626506,0.09789156626506024,0.07078313253012049,0.045180722891566265,0.024096385542168676,664
IGRP_WF_59_Mc_add_dist,0.23644578313253012,0.15963855421686746,0.13403614457831325,0.10993975903614457,0.07530120481927711,664
IGRP_WF_5_Kf_add_dist,0.2575301204819277,0.19578313253012047,0.11295180722891567,0.08132530120481928,0.06325301204819277,664
IGRP_WF_60_Mc_add_dist,0.1852409638554217,0.13855421686746988,0.07530120481927711,0.0572289156626506,0.03614457831325301,664
IGRP_WF_61_Mc_add_dist,0.21686746987951808,0.14006024096385541,0.10692771084337349,0.07981927710843373,0.05120481927710843,664
IGRP_WF_62_Mc_add_dist,0.10240963855421686,0.07379518072289157,0.05120481927710843,0.030120481927710843,0.01355421686746988,664
IGRP_WF_63_Mc_add_dist,0.2469879518072289,0.1566265060240964,0.1280120481927711,0.0963855421686747,0.06475903614457831,664
IGRP_WF_64_Mc_add_dist,0.20933734939759036,0.12198795180722892,0.07981927710843373,0.06325301204819277,0.03463855421686747,664
IGRP_WF_65_Mc_add_dist,0.28313253012048195,0.23343373493975902,0.17319277108433734,0.07530120481927711,0.0391566265060241,664
IGRP_WF_66_Mc_add_dist,0.1144578313253012,0.08433734939759036,0.058734939759036146,0.024096385542168676,0.01355421686746988,664
IGRP_WF_67_Mc_add_dist,0.28463855421686746,0.23644578313253012,0.19578313253012047,0.14156626506024098,0.06475903614457831,664
IGRP_WF_68_Mc_add_dist,0.1822289156626506,0.10692771084337349,0.06927710843373494,0.03313253012048193,0.018072289156626505,664
IGRP_WF_69_Mc_add_dist,0.1746987951807229,0.10692771084337349,0.06325301204819277,0.04066265060240964,0.01957831325301205,664
IGRP_WF_6_Kf_add_dist,0.18825301204819278,0.09337349397590361,0.061746987951807226,0.03463855421686747,0.009036144578313253,664
IGRP_WF_70_Mc_add_dist,0.058734939759036146,0.03614457831325301,0.025602409638554216,0.01957831325301205,0.01355421686746988,664
IGRP_WF_71_Mc_add_dist,0.1852409638554217,0.12951807228915663,0.08132530120481928,0.045180722891566265,0.025602409638554216,664
IGRP_WF_72_Mc_add_dist,0.0858433734939759,0.04819277108433735,0.03463855421686747,0.01957831325301205,0.009036144578313253,664
