model_name,TP (Kas_Gearty_no_cut),FP (Kas_Gearty_no_cut),TN (Kas_Gearty_no_cut),FN (Kas_Gearty_no_cut),accuracy (Kas_Gearty_no_cut),precision (Kas_Gearty_no_cut),recall (Kas_Gearty_no_cut),specificity (Kas_Gearty_no_cut),f1_score (Kas_Gearty_no_cut),b_accuracy (Kas_Gearty_no_cut),AUC_value_inf (Kas_Gearty_no_cut),AUC_value_trn (Kas_Gearty_no_cut),mcc (Kas_Gearty_no_cut),log_loss (Kas_Gearty_no_cut),kappa (Kas_Gearty_no_cut),fall_out (Kas_Gearty_no_cut),miss_rate (Kas_Gearty_no_cut),NPV (Kas_Gearty_no_cut),lr_plus (Kas_Gearty_no_cut),lr_minus (Kas_Gearty_no_cut)
IGRP_WF_1_Kf_add_dist,9302.0,2377.0,11624.0,4567.0,0.750843200574094,0.7964723007106773,0.6707044487706395,0.8302264123991143,0.7281979019884139,0.7504654305848769,0.8007721516178384,1.0,0.5076217531152932,0.6302113297192569,0.5013040125285638,0.16977358760088565,0.32929555122936044,0.7179297140386635,3.9505818204618106,0.3966334319306844
IGRP_WF_2_Kf_add_dist,7678.0,932.0,13069.0,6191.0,0.7444205238607822,0.8917537746806039,0.5536087677554258,0.9334333261909864,0.6831264735975799,0.7435210469732061,0.8034119566740463,1.0,0.5270343026316456,0.5969152001167805,0.4879142343187317,0.06656667380901364,0.4463912322445742,0.6785565939771547,8.316605533630598,0.4782250855196482
IGRP_WF_3_Kf_add_dist,9336.0,2238.0,11763.0,4533.0,0.7570505920344457,0.8066355624675998,0.6731559593337659,0.8401542746946646,0.7338757222025705,0.7566551170142153,0.8006713945203043,1.0,0.5208345404991342,0.6778038040442431,0.5137109542402605,0.15984572530533533,0.3268440406662341,0.7218335787923417,4.2112853380840285,0.3890285992831712
IGRP_WF_4_Kf_add_dist,9073.0,1503.0,12498.0,4796.0,0.7739863652673126,0.8578857791225416,0.6541928040954647,0.8926505249625026,0.7423194927388014,0.7734216645289836,0.814880053297389,1.0,0.5634515423270425,0.6045431192026309,0.5474560754210822,0.10734947503749732,0.3458071959045353,0.7226783855672487,6.094047538350368,0.3873937069818689
IGRP_WF_5_Kf_add_dist,9297.0,2264.0,11737.0,4572.0,0.7547183351273771,0.8041691895164779,0.6703439325113563,0.8382972644811085,0.7311836413684625,0.7543205984962325,0.787237066783684,1.0,0.5161813005630832,0.6332808346424424,0.5090405232729307,0.1617027355188915,0.3296560674886437,0.7196639892084126,4.145532420093419,0.3932448326581325
IGRP_WF_6_Kf_add_dist,8591.0,1161.0,12840.0,5278.0,0.7689630426982418,0.8809474979491386,0.6194390367005552,0.9170773516177416,0.7274035815587825,0.7682581941591484,0.8039779962978553,1.0,0.5624489628616943,0.5702301848734584,0.5372682046206135,0.08292264838225841,0.3805609632994448,0.7086874931007837,7.4700826467222,0.4149714989996516
IGRP_WF_7_Kf_add_dist,9568.0,2674.0,11327.0,4301.0,0.7497308934337998,0.7815716386211403,0.6898839137645107,0.8090136418827226,0.7328712037072498,0.7494487778236167,0.7896038286028507,1.0,0.5026151662367142,0.6915487964102828,0.4991736000167814,0.19098635811727727,0.3101160862354892,0.7247888405426158,3.612215660664516,0.3833261519716681
IGRP_WF_8_Kf_add_dist,7611.0,1324.0,12677.0,6258.0,0.7279512020093291,0.8518186905428092,0.5487778498810296,0.9054353260481394,0.6675144711454131,0.7271065879645845,0.8007202461342684,1.0,0.4866109718173759,0.5988658584583154,0.4549761812000744,0.09456467395186058,0.4512221501189704,0.6695009242144178,5.803201417057625,0.4983482940613477
IGRP_WF_9_Kf_add_dist,9312.0,2085.0,11916.0,4557.0,0.7616792249730894,0.8170571202948145,0.6714254812892061,0.8510820655667453,0.737117074329138,0.7612537734279756,0.7954738346228877,1.0,0.5313895946990433,0.6603629240074108,0.5229469324542793,0.14891793443325474,0.32857451871079385,0.7233655071935895,4.508694562844209,0.3860667872163329
IGRP_WF_10_Kf_add_dist,9117.0,1654.0,12347.0,4752.0,0.7701471115895228,0.8464395135084949,0.6573653471771577,0.8818655810299264,0.7400162337662337,0.769615464103542,0.8077708405499027,1.0,0.5536859796054519,0.611524487504382,0.5397993274415245,0.11813441897007355,0.34263465282284233,0.7220890110532779,5.5645539454820945,0.3885338765831873
IGRP_WF_11_Kf_add_dist,8534.0,2155.0,11846.0,5335.0,0.7312522425547183,0.7983908691177847,0.6153291513447257,0.8460824226840942,0.6950077367863833,0.7307057870144098,0.7945402337252581,1.0,0.47445805981737504,0.7163248077101115,0.4619108319895817,0.153917577315906,0.3846708486552744,0.6894825679529714,3.9977835025417656,0.45464937970812896
IGRP_WF_12_Kf_add_dist,8545.0,1745.0,12256.0,5324.0,0.7463580911374238,0.8304178814382897,0.6161222871151489,0.8753660452824799,0.7073968293389628,0.7457441661988145,0.7983265196249566,1.0,0.5092114863891883,0.6731336768621002,0.4920869414366765,0.12463395471752015,0.3838777128848511,0.697155858930603,4.943454522578339,0.4385339309808095
IGRP_WF_13_Kf_add_dist,8428.0,1950.0,12051.0,5441.0,0.7348044492285611,0.8121025245712084,0.6076862066479198,0.8607242339832869,0.6951787850043304,0.7342052203156033,0.7956434840318076,1.0,0.4844535035748248,0.6508378834183123,0.4689668978356492,0.1392757660167131,0.39231379335208016,0.6889435170363595,4.363186963732065,0.4557949896873682
IGRP_WF_14_Kf_add_dist,8565.0,1014.0,12987.0,5304.0,0.7733046286329387,0.8941434387723144,0.6175643521522821,0.9275766016713092,0.7305527123848515,0.7725704769117956,0.8009331853035704,1.0,0.5738945494889275,0.5910896585496349,0.5459370023720205,0.07242339832869081,0.3824356478477179,0.7100213219616205,8.527138554718046,0.4122954882202125
IGRP_WF_15_Kf_add_dist,8556.0,2338.0,11663.0,5313.0,0.725475421600287,0.7853864512575731,0.6169154228855721,0.8330119277194487,0.6910309736300125,0.7249636753025104,0.7826299079437529,1.0,0.4610341834366878,0.7143243303623051,0.4503827667957709,0.1669880722805514,0.38308457711442784,0.6870287464655985,3.694368193251024,0.4598788617147478
