model_name,TP (Kas_Gearty_no_cut),FP (Kas_Gearty_no_cut),TN (Kas_Gearty_no_cut),FN (Kas_Gearty_no_cut),accuracy (Kas_Gearty_no_cut),precision (Kas_Gearty_no_cut),recall (Kas_Gearty_no_cut),specificity (Kas_Gearty_no_cut),f1_score (Kas_Gearty_no_cut),b_accuracy (Kas_Gearty_no_cut),AUC_value_inf (Kas_Gearty_no_cut),AUC_value_trn (Kas_Gearty_no_cut),mcc (Kas_Gearty_no_cut),log_loss (Kas_Gearty_no_cut),kappa (Kas_Gearty_no_cut),fall_out (Kas_Gearty_no_cut),miss_rate (Kas_Gearty_no_cut),NPV (Kas_Gearty_no_cut),lr_plus (Kas_Gearty_no_cut),lr_minus (Kas_Gearty_no_cut)
IGRP_WF_1_Kf_add_dist,7112.0,1009.0,12992.0,6757.0,0.7213491209185504,0.8757542174609039,0.512798327204557,0.9279337190200699,0.6468394724874943,0.7203660231123135,0.8007721516178384,1.0,0.4849527445511202,0.6302113297192569,0.4415947872085222,0.07206628097993001,0.4872016727954431,0.657856093979442,7.11564854231021,0.5250393027100522
IGRP_WF_2_Kf_add_dist,5978.0,301.0,13700.0,7891.0,0.7060638679583782,0.9520624303232998,0.4310332395991059,0.9785015356045996,0.5934087750645225,0.7047673876018528,0.8034119566740463,1.0,0.4901299788128286,0.5969152001167805,0.4105940145920573,0.02149846439540033,0.5689667604008941,0.6345236441109722,20.04948965989064,0.5814674169615269
IGRP_WF_3_Kf_add_dist,7626.0,1242.0,12759.0,6243.0,0.7314316469321851,0.8599458728010826,0.5498593986588796,0.9112920505678166,0.6708008972159916,0.7305757246133481,0.8006713945203043,1.0,0.4950318939418085,0.6778038040442431,0.4619366468997649,0.08870794943218342,0.4501406013411205,0.6714556362488159,6.198535781499977,0.4939586612882693
IGRP_WF_4_Kf_add_dist,6973.0,648.0,13353.0,6896.0,0.7293146752780768,0.9149717884792022,0.5027759751964813,0.9537175916006,0.6489530013959981,0.7282467833985407,0.814880053297389,1.0,0.5120695983052679,0.6045431192026309,0.457465057569174,0.04628240839940005,0.4972240248035186,0.6594399723443133,10.863219797416566,0.5213535214014876
IGRP_WF_5_Kf_add_dist,7242.0,1044.0,12957.0,6627.0,0.7247578040904198,0.8740043446777698,0.5221717499459225,0.9254338975787444,0.6537576167907921,0.7238028237623335,0.787237066783684,1.0,0.4896373002111317,0.6332808346424424,0.44845664411954,0.07456610242125562,0.4778282500540774,0.6616115196078431,7.002803324705808,0.5163288823807315
IGRP_WF_6_Kf_add_dist,6768.0,282.0,13719.0,7101.0,0.735091496232508,0.96,0.4879948085658663,0.9798585815298908,0.647067259429227,0.7339266950478784,0.8039779962978553,1.0,0.5381173087850104,0.5702301848734584,0.4689402609505408,0.020141418470109286,0.5120051914341337,0.6589337175792507,24.22842310188189,0.5225296803899195
IGRP_WF_7_Kf_add_dist,7666.0,1580.0,12421.0,6203.0,0.7207391460351632,0.8291152930997188,0.5527435287331459,0.8871509177915863,0.663292234479775,0.7199472232623659,0.7896038286028507,1.0,0.4671293499643568,0.6915487964102828,0.4405867476781441,0.11284908220841368,0.4472564712668541,0.6669351374570447,4.898077307463782,0.5041492516067325
IGRP_WF_8_Kf_add_dist,6586.0,536.0,13465.0,7283.0,0.7194474345174022,0.9247402415051952,0.4748720167279544,0.9617170202128421,0.6275070268210186,0.7182945184703982,0.8007202461342684,1.0,0.5004789588977129,0.5988658584583154,0.4375925438231165,0.03828297978715806,0.5251279832720456,0.6489782147676885,12.40425952650763,0.5460317039578099
IGRP_WF_9_Kf_add_dist,7562.0,1236.0,12765.0,6307.0,0.7293505561535701,0.8595135258013185,0.5452447905400534,0.9117205913863295,0.6672254819782062,0.7284826909631914,0.7954738346228877,1.0,0.4915812445274462,0.6603629240074108,0.4577543616340469,0.08827940861367045,0.4547552094599466,0.6693057885906041,6.176353003520459,0.4987879112924961
IGRP_WF_10_Kf_add_dist,6447.0,843.0,13158.0,7422.0,0.7034445640473628,0.8843621399176955,0.4648496647198789,0.9397900149989288,0.6093860768467319,0.7023198398594037,0.8077708405499027,1.0,0.4603457317042645,0.611524487504382,0.4055465398695006,0.06020998500107135,0.5351503352801211,0.6393586005830904,7.720474680596707,0.5694360726749488
IGRP_WF_11_Kf_add_dist,7567.0,1220.0,12781.0,6302.0,0.7301040545389308,0.8611585296460681,0.5456053067993366,0.912863366902364,0.6679908192090396,0.7292343368508504,0.7945402337252581,1.0,0.4933647651171722,0.7163248077101115,0.4592619689919738,0.08713663309763588,0.4543946932006634,0.6697584237279254,6.261491721719272,0.497768570495461
IGRP_WF_12_Kf_add_dist,7794.0,859.0,13142.0,6075.0,0.7512020093290276,0.900728071189183,0.5619727449707982,0.9386472394828941,0.6921232572595685,0.7503099922268461,0.7983265196249566,1.0,0.5409836470203961,0.6731336768621002,0.5015090957511508,0.06135276051710593,0.4380272550292018,0.6838736535359318,9.159697790845339,0.4666580123013129
IGRP_WF_13_Kf_add_dist,7481.0,1201.0,12800.0,6388.0,0.7277000358808755,0.8616678184750057,0.539404427139664,0.9142204128276552,0.6634739035962929,0.7268124199836596,0.7956434840318076,1.0,0.48974970630613,0.6508378834183123,0.45442599977041603,0.08577958717234484,0.46059557286033603,0.6670835939128622,6.288260936205193,0.5038123918451222
IGRP_WF_14_Kf_add_dist,5940.0,237.0,13764.0,7929.0,0.7069967707212056,0.9616318601262748,0.4282933160285529,0.983072637668738,0.5926369350493864,0.7056829768486454,0.8009331853035704,1.0,0.4952013705245148,0.5910896585496349,0.4124442652963759,0.016927362331262054,0.5717066839714471,0.6344903886046189,25.30183425196527,0.5815508051645037
IGRP_WF_15_Kf_add_dist,7215.0,1535.0,12466.0,6654.0,0.7061715105848583,0.8245714285714286,0.5202249621457927,0.8903649739304336,0.6379592378089217,0.7052949680381131,0.7826299079437529,1.0,0.4423463332552094,0.7143243303623051,0.4113055675778029,0.10963502606956646,0.4797750378542072,0.6519874476987447,4.7450616905558585,0.5388521021175
IGRP_WF_16_Kf_add_dist,6856.0,395.0,13606.0,7013.0,0.7341944743451742,0.9455247552061784,0.4943398947292522,0.9717877294478966,0.6492424242424243,0.7330638120885744,0.8137028354880598,1.0,0.5312197233699397,0.5713274820891195,0.4671784950090683,0.02821227055210342,0.5056601052707477,0.6598768126485279,17.522159154694332,0.5203400803980405
