model name,TP,FP,TN,FN,accuracy,precision,recall,specificity,F1 score,F0.5 score,F0.75 score,b accuracy,AUC value inf,AUC value trn,mcc,log loss,kappa,fall out,miss rate,NPV,lr plus,lr minus,t90_bld_igg,nseq_bld_igg,t90_bld_pd1,nseq_bld_pd1,t90_bld_spt,nseq_bld_spt,t90_pln_igg,nseq_pln_igg,t90_pln_pd1,nseq_pln_pd1,t90_pln_spt,nseq_pln_spt,t90_panc_igg,nseq_panc_igg,t90_panc_pd1,nseq_panc_pd1,t90_panc_spt,nseq_panc_spt
IGRP_WF_1_Kf_tp14,6241,559,13442,7628,0.706243272,0.917794118,0.449996395,0.96007428,0.60389956,0.759818842,0.667855202,0.705035338,0.8007721520000001,1,0.47739085,0.63021133,0.411058321,0.03992572,0.550003605,0.6379686760000001,11.27083994,0.572876096,0.0572289156626506,664,0.04696132596685083,724,0.08516886930983847,681,0.014162077104642014,1271,0.05909090909090909,220,0.045734840698869475,1946,0.07595870206489676,1356,0.09798534798534798,1092,0.21265678449258837,1754
IGRP_WF_2_Kf_tp14,5410,177,13824,8459,0.690132759,0.968319313,0.390078593,0.987358046,0.556126645,0.746886822,0.631380916,0.688718319,0.803411957,1,0.47137874,0.5969151999999999,0.378502113,0.012641953999999999,0.6099214070000001,0.620383252,30.85587782,0.617730731,0.018072289156626505,664,0.026243093922651933,724,0.0381791483113069,681,0.003147128245476003,1271,0.022727272727272728,220,0.030832476875642344,1946,0.06858407079646017,1356,0.07326007326007326,1092,0.09064994298745724,1754
IGRP_WF_3_Kf_tp14,6897,781,13220,6972,0.721815572,0.898280802,0.49729612799999995,0.94421827,0.640181928,0.7735358109999999,0.696191287,0.720757199,0.800671395,1,0.49412093,0.6778038040000001,0.442445421,0.05578173,0.502703872,0.654714739,8.915035965,0.5324021870000001,0.05572289156626506,664,0.06767955801104972,724,0.09838472834067548,681,0.01966955153422502,1271,0.07272727272727272,220,0.06166495375128469,1946,0.09070796460176991,1356,0.09981684981684982,1092,0.1966932725199544,1754
IGRP_WF_4_Kf_tp14,6669,390,13611,7200,0.727664155,0.9447513809999999,0.48085658700000006,0.972144847,0.6373279820000001,0.7919487,0.7012175890000001,0.7265007170000001,0.814880053,1,0.520815154,0.604543119,0.45405241,0.027855152999999997,0.519143413,0.6540291189999999,17.26275146,0.5340185829999999,0.04216867469879518,664,0.04005524861878453,724,0.07048458149779736,681,0.007867820613690008,1271,0.03636363636363636,220,0.04316546762589928,1946,0.07374631268436578,1356,0.08058608058608059,1092,0.16590649942987457,1754
IGRP_WF_5_Kf_tp14,6698,653,13348,7171,0.71926803,0.911168548,0.482947581,0.953360474,0.631291235,0.773923694,0.690694902,0.7181540279999999,0.7872370670000001,1,0.495044256,0.633280835,0.437276803,0.046639525999999994,0.517052419,0.650519031,10.35489905,0.542347237,0.06325301204819277,664,0.052486187845303865,724,0.07342143906020558,681,0.013375295043273014,1271,0.06818181818181818,220,0.050873586844809866,1946,0.07964601769911504,1356,0.08333333333333333,1092,0.17217787913340935,1754
IGRP_WF_6_Kf_tp14,5969,127,13874,7900,0.7119842120000001,0.979166667,0.43038431,0.9909292190000001,0.597946406,0.7802002459999999,0.6711054740000001,0.710656765,0.803977996,1,0.509584159,0.570230185,0.42242957700000006,0.009070781,0.56961569,0.63718196,47.44732857,0.574829845,0.009036144578313253,664,0.027624309392265192,724,0.04405286343612335,681,0.0007867820613690008,1271,0.02727272727272727,220,0.03237410071942446,1946,0.0029498525073746312,1356,0.06868131868131869,1092,0.10376282782212087,1754
IGRP_WF_7_Kf_tp14,6924,959,13042,6945,0.71639756,0.878345807,0.49924291600000004,0.931504893,0.6366311139999999,0.76253827,0.6897815890000001,0.715373904,0.789603829,1,0.47819563600000004,0.691548796,0.431625989,0.068495107,0.500757084,0.652524141,7.288738337000001,0.537578587,0.09337349397590361,664,0.07734806629834254,724,0.11013215859030837,681,0.045633359559402044,1271,0.09545454545454546,220,0.08324768756423433,1946,0.11135693215339233,1356,0.10531135531135531,1092,0.20011402508551882,1754
IGRP_WF_8_Kf_tp14,6382,357,13644,7487,0.718550413,0.947024781,0.460162953,0.9745018209999999,0.619371118,0.7816289040000001,0.68580885,0.717332387,0.8007202459999999,1,0.507573331,0.5988658579999999,0.43572071,0.025498179,0.539837047,0.645686432,18.04689499,0.5539620710000001,0.03614457831325301,664,0.04143646408839779,724,0.06167400881057269,681,0.006294256490952006,1271,0.045454545454545456,220,0.040082219938335044,1946,0.0715339233038348,1356,0.07875457875457875,1092,0.1676168757126568,1754
IGRP_WF_9_Kf_tp14,7125,830,13171,6744,0.728238249,0.895663105,0.513735669,0.94071852,0.65295088,0.7797281620000001,0.706562052,0.727227095,0.795473835,1,0.50313203,0.660362924,0.455369535,0.05928148,0.486264331,0.661360783,8.66603989,0.516907364,0.06927710843373494,664,0.05939226519337017,724,0.09985315712187959,681,0.03383162863886703,1271,0.08181818181818182,220,0.05601233299075026,1946,0.09292035398230089,1356,0.09615384615384616,1092,0.2234891676168757,1754
IGRP_WF_10_Kf_tp14,6030,528,13473,7839,0.699784715,0.919487649,0.434782609,0.9622884079999999,0.590395065,0.751851575,0.6561508429999999,0.698535508,0.807770841,1,0.46802869399999997,0.6115244879999999,0.398060174,0.037711592,0.565217391,0.632179054,11.5291502,0.587367973,0.043674698795180725,664,0.04281767955801105,724,0.06607929515418502,681,0.014948859166011016,1271,0.05454545454545454,220,0.0421377183967112,1946,0.07300884955752213,1356,0.07875457875457875,1092,0.161345496009122,1754
IGRP_WF_11_Kf_tp14,7373,761,13240,6496,0.739612487,0.906442095,0.531617276,0.94564674,0.670181339,0.794418705,0.722942365,0.738632008,0.7945402340000001,1,0.524903103,0.716324808,0.478196151,0.05435326,0.468382724,0.67085529,9.780779869,0.49530411799999996,0.08433734939759036,664,0.06077348066298342,724,0.10425844346549193,681,0.03304484657749803,1271,0.09545454545454546,220,0.06628982528263104,1946,0.09513274336283185,1356,0.10622710622710622,1092,0.23090079817559864,1754
IGRP_WF_12_Kf_tp14,6023,505,13496,7846,0.700358809,0.9226409309999999,0.434277886,0.963931148,0.590577046,0.753232785,0.656761272,0.699104517,0.79832652,1,0.47011659200000006,0.673133677,0.39920510600000003,0.036068852,0.5657221139999999,0.6323681,12.04024689,0.5868905839999999,0.05271084337349398,664,0.05386740331491713,724,0.06754772393538913,681,0.014948859166011016,1271,0.05909090909090909,220,0.047790339157245634,1946,0.07595870206489676,1356,0.08699633699633699,1092,0.16476624857468644,1754
