model name,t50_pln_igg,t60_pln_igg,t70_pln_igg,t80_pln_igg,t90_pln_igg,nseq_pln_igg
IGRP_WF_6_Kf_add_dist,0.23682140047206923,0.15656963021243114,0.12981904012588513,0.0055074744295830055,0.0007867820613690008,1271
IGRP_WF_70_Mc_add_dist,0.17545239968528717,0.12588512981904013,0.12037765538945712,0.003147128245476003,0.0023603461841070024,1271
IGRP_WF_71_Mc_add_dist,0.26514555468135326,0.16758457907159716,0.14476789929189615,0.12667191188040913,0.11565696302124312,1271
IGRP_WF_72_Mc_add_dist,0.1841070023603462,0.16758457907159716,0.13139260424862312,0.003933910306845004,0.0007867820613690008,1271
IGRP_WF_73_Mc_add_dist,0.3068450039339103,0.25963808025177026,0.21951219512195122,0.16601101494885917,0.13217938630999213,1271
IGRP_WF_74_Mc_add_dist,0.22816679779701024,0.17073170731707318,0.13296616837136113,0.012588512981904013,0.004720692368214005,1271
IGRP_WF_75_Mc_add_dist,0.3099921321793863,0.2745869394177813,0.21951219512195122,0.16050354051927615,0.13296616837136113,1271
IGRP_WF_76_Mc_add_dist,0.23524783634933125,0.2053501180173092,0.15814319433516916,0.12509834775767112,0.11723052714398112,1271
IGRP_WF_77_Mc_add_dist,0.25570416994492523,0.18253343823760818,0.15263571990558616,0.13139260424862312,0.0055074744295830055,1271
IGRP_WF_78_Mc_add_dist,0.16758457907159716,0.13690007867820614,0.12431156569630213,0.11801730920535011,0.0023603461841070024,1271
IGRP_WF_79_Mc_add_dist,0.2863886703383163,0.2116443745082612,0.16286388670338317,0.14870180959874116,0.006294256490952006,1271
IGRP_WF_7_Kf_add_dist,0.31943351691581434,0.2769472856018883,0.14162077104642015,0.08733280881195908,0.045633359559402044,1271
IGRP_WF_80_Mc_add_dist,0.1951219512195122,0.15263571990558616,0.12824547600314712,0.007867820613690008,0.003933910306845004,1271
IGRP_WF_81_Mc_add_dist,0.3044846577498033,0.23839496459480725,0.16994492525570418,0.14398111723052714,0.011014948859166011,1271
IGRP_WF_82_Mc_add_dist,0.1778127458693942,0.13690007867820614,0.13060582218725414,0.011801730920535013,0.0023603461841070024,1271
IGRP_WF_83_Mc_add_dist,0.2934697088906373,0.22738001573564123,0.17702596380802518,0.15499606608969316,0.012588512981904013,1271
IGRP_WF_84_Mc_add_dist,0.23839496459480725,0.1880409126671912,0.13690007867820614,0.011801730920535013,0.003933910306845004,1271
IGRP_WF_85_Mc_add_dist,0.21951219512195122,0.1935483870967742,0.13375295043273014,0.00944138473642801,0.0,1271
IGRP_WF_86_Mc_add_dist,0.15814319433516916,0.13060582218725414,0.11644374508261211,0.003933910306845004,0.0023603461841070024,1271
IGRP_WF_87_Mc_add_dist,0.25570416994492523,0.17623918174665618,0.15027537372147914,0.13217938630999213,0.014162077104642014,1271
IGRP_WF_88_Mc_add_dist,0.18646734854445318,0.14791502753737215,0.13768686073957515,0.00865460267505901,0.0015735641227380016,1271
IGRP_WF_89_Mc_add_dist,0.27930763178599527,0.24704956726986624,0.1880409126671912,0.15027537372147914,0.12824547600314712,1271
IGRP_WF_8_Kf_add_dist,0.21243115656963021,0.08103855232100708,0.03147128245476003,0.01888276947285602,0.006294256490952006,1271
IGRP_WF_90_Mc_add_dist,0.21007081038552322,0.13926042486231313,0.016522423288749016,0.003933910306845004,0.003933910306845004,1271
IGRP_WF_91_Mc_add_dist,0.28481510621557826,0.22816679779701024,0.17151848937844216,0.15656963021243114,0.014162077104642014,1271
IGRP_WF_92_Mc_add_dist,0.1872541306058222,0.13768686073957515,0.12824547600314712,0.11723052714398112,0.0015735641227380016,1271
IGRP_WF_93_Mc_add_dist,0.26435877261998425,0.2116443745082612,0.14791502753737215,0.13060582218725414,0.006294256490952006,1271
IGRP_WF_94_Mc_add_dist,0.14555468135326516,0.13217938630999213,0.12509834775767112,0.0055074744295830055,0.0,1271
IGRP_WF_95_Mc_add_dist,0.2903225806451613,0.24783634933123525,0.1951219512195122,0.14555468135326516,0.007081038552321007,1271
IGRP_WF_96_Mc_add_dist,0.21951219512195122,0.17545239968528717,0.025963808025177025,0.01730920535011802,0.0007867820613690008,1271
IGRP_WF_9_Kf_add_dist,0.1888276947285602,0.11487018095987411,0.05979543666404406,0.044059795436664044,0.03383162863886703,1271
