model name,F1_50,F0.75_50,F0.5_50,F1_60,F0.75_60,F0.5_60,F1_70,F0.75_70,F0.5_70,F1_80,F0.75_80,F0.5_80,F1_90,F0.75_90,F0.5_90,mean_F1,mean_F0.75,mean_F0.5,precision_50,recall_50,accuracy_50,precision_60,recall_60,accuracy_60,precision_70,recall_70,accuracy_70,precision_80,recall_80,accuracy_80,precision_90,recall_90,accuracy_90,mean_precision,mean_recall,mean_accuracy,F1_variance,F1_std_dev,F0.75_variance,F0.75_std_dev,F0.5_variance,F0.5_std_dev,precision_variance,precision_std_dev,recall_variance,recall_std_dev,accuracy_variance,accuracy_std_dev,t50_panc_spt,t50_bld_spt,t50_pln_spt,t50_panc_igg,t50_bld_igg,t50_pln_igg,t60_panc_spt,t60_bld_spt,t60_pln_spt,t60_panc_igg,t60_bld_igg,t60_pln_igg,t70_panc_spt,t70_bld_spt,t70_pln_spt,t70_panc_igg,t70_bld_igg,t70_pln_igg,t80_panc_spt,t80_bld_spt,t80_pln_spt,t80_panc_igg,t80_bld_igg,t80_pln_igg,t90_panc_spt,t90_bld_spt,t90_pln_spt,t90_panc_igg,t90_bld_igg,t90_pln_igg,nseq_panc_spt,nseq_bld_spt,nseq_pln_spt,nseq_panc_igg,nseq_bld_igg,nseq_pln_igg,50_ct_panc_spt,50_ct_bld_spt,50_ct_pln_spt,50_ct_panc_igg,50_ct_bld_igg,50_ct_pln_igg,60_ct_panc_spt,60_ct_bld_spt,60_ct_pln_spt,60_ct_panc_igg,60_ct_bld_igg,60_ct_pln_igg,70_ct_panc_spt,70_ct_bld_spt,70_ct_pln_spt,70_ct_panc_igg,70_ct_bld_igg,70_ct_pln_igg,80_ct_panc_spt,80_ct_bld_spt,80_ct_pln_spt,80_ct_panc_igg,80_ct_bld_igg,80_ct_pln_igg,90_ct_panc_spt,90_ct_bld_spt,90_ct_pln_spt,90_ct_panc_igg,90_ct_bld_igg,90_ct_pln_igg
IGRP_WF_11_Kf_tp14,0.737028075,0.7507613240000001,0.767096784,0.6950077370000001,0.721154658,0.753554084,0.6935962240000001,0.7258490390000001,0.766588487,0.667990819,0.7127571,0.771875064,0.670181339,0.722942365,0.794418705,0.6927608388000001,0.7266928972000001,0.7707066248000001,0.7885437209999999,0.6918307020000001,0.754323645,0.7983908690000001,0.615329151,0.731252243,0.824428997,0.598601197,0.7368137779999999,0.86115853,0.545605307,0.730104055,0.906442095,0.531617276,0.739612487,0.8357928424000001,0.5965967266,0.7384212416,0.0007721805782126814,0.027788137364938324,0.00020473657352696224,0.014308618854626125,0.00022195691575303152,0.014898218542934303,0.002348814767480184,0.04846457229234757,0.00406172139226878,0.06373163572566437,9.436489314767525e-05,0.009714159415393348,0.3335233751425313,0.2408223201174743,0.1942446043165468,0.4070796460176992,0.2364457831325301,0.16837136113296616,0.2998859749144812,0.20411160058737152,0.13206577595066804,0.1733038348082596,0.15813253012048192,0.12195121951219512,0.2765108323831243,0.1762114537444934,0.11356628982528265,0.14528023598820058,0.12048192771084335,0.06845003933910307,0.2462941847206385,0.13362701908957414,0.09660842754367936,0.11135693215339232,0.10090361445783133,0.04799370574350905,0.23090079817559864,0.10425844346549193,0.06628982528263104,0.09513274336283184,0.08433734939759037,0.03304484657749803,1754,681,1946,1356,664,1271,584.9999999999999,164.0,378.00000000000006,552.0000000000001,156.99999999999997,214.0,526.0,139.0,257.0,235.0,105.0,155.0,485.0,120.0,221.00000000000003,197.0,79.99999999999999,87.0,431.99999999999994,90.99999999999999,188.00000000000003,150.99999999999997,67.0,61.0,405.0,71.0,129.0,128.99999999999997,56.00000000000001,42.0
IGRP_WF_12_Kf_tp14,0.719134828,0.738745285,0.7625089979999999,0.707396829,0.738009611,0.7764088020000001,0.6991695,0.739241686,0.791057275,0.692123257,0.740117522,0.8038200529999999,0.590577046,0.656761272,0.753232785,0.681680292,0.7225750752,0.7774055825999999,0.79445365,0.656860624,0.74467169,0.8304178809999999,0.616122287,0.746358091,0.8670224120000001,0.585766818,0.7491567990000001,0.900728071,0.561972745,0.7512020090000001,0.922640931,0.434277886,0.700358809,0.8630525889999999,0.571000072,0.7383494796,0.002694727972110664,0.051910769326900405,0.0013541676568188331,0.0367990170632156,0.00042282972500418754,0.02056282385773383,0.002689202634765901,0.05185752245109576,0.007100138560265742,0.08426231993166187,0.0004573462295318163,0.021385654760418638,0.2839224629418472,0.2158590308370044,0.1248715313463515,0.3569321533923304,0.2078313253012048,0.24390243902439024,0.2702394526795895,0.17327459618208516,0.08735868448098665,0.16592920353982302,0.11746987951807228,0.1880409126671912,0.2434435575826682,0.14831130690161526,0.07348406988694757,0.1467551622418879,0.08734939759036145,0.15106215578284815,0.2263397947548461,0.11160058737151247,0.05960945529290852,0.1187315634218289,0.07078313253012049,0.020456333595594026,0.16476624857468644,0.06754772393538913,0.047790339157245634,0.07595870206489676,0.05271084337349398,0.014948859166011016,1754,681,1946,1356,664,1271,498.0,147.0,243.0,484.00000000000006,137.99999999999997,310.0,473.99999999999994,117.99999999999999,170.0,225.0,78.0,239.0,427.0,100.99999999999999,142.99999999999997,198.99999999999997,58.0,192.0,397.00000000000006,76.0,115.99999999999999,161.0,47.00000000000001,26.000000000000007,289.0,46.0,93.0,103.0,35.0,19.0
IGRP_WF_13_Kf_tp14,0.694958519,0.716284791,0.742318638,0.695178785,0.724381079,0.7609107820000001,0.676227059,0.712930665,0.7600790590000001,0.663473904,0.7091452340000001,0.769697718,0.630795864,0.6881801670000001,0.7680300790000001,0.6721268262,0.7101843872000001,0.7602072551999999,0.777648844,0.62816353,0.725583064,0.812102525,0.607686207,0.7348044490000001,0.828574417,0.571201961,0.7278076790000001,0.8616678179999999,0.539404427,0.727700036,0.898320896,0.486048021,0.716864011,0.8356629,0.5665008292,0.7265518478,0.0007131531021554375,0.026704926552144598,0.00018289214308129267,0.013523762164475263,0.00011794486647904518,0.01086024246870415,0.002143312194468946,0.04629591984688225,0.0031818735035325446,0.0564080978542314,4.1448399656583225e-05,0.006438043154296438,0.3369441277080958,0.25697503671071953,0.16289825282631035,0.3657817109144543,0.23343373493975905,0.2682926829268293,0.2919042189281642,0.20411160058737152,0.11870503597122302,0.3333333333333333,0.20180722891566266,0.14398111723052714,0.2622576966932725,0.1776798825256975,0.10739979445015416,0.30383480825958703,0.1746987951807229,0.0975609756097561,0.25028506271379697,0.1365638766519824,0.09558067831449127,0.11946902654867254,0.0963855421686747,0.04799370574350905,0.18415051311288486,0.0881057268722467,0.06937307297019528,0.08333333333333333,0.07228915662650602,0.022029897718332025,1754,681,1946,1356,664,1271,591.0,175.0,316.99999999999994,496.00000000000006,155.0,341.0,512.0,139.0,231.0,452.0,134.0,183.0,459.99999999999994,121.0,209.0,412.0,116.0,124.0,438.9999999999999,93.00000000000003,186.0,161.99999999999997,64.0,61.0,323.00000000000006,60.0,135.0,113.0,48.0,28.000000000000004
IGRP_WF_14_Kf_tp14,0.7367697040000001,0.762887393,0.795099289,0.730552712,0.769998382,0.820638115,0.638828531,0.699603124,0.7849464859999999,0.592636935,0.6639749970000001,0.7698887940000001,0.488468809,0.5676426139999999,0.696699843,0.6374513382000001,0.6928213019999999,0.7734545053999999,0.8394026,0.6565001079999999,0.7665590240000001,0.894143439,0.617564352,0.7733046290000001,0.926174497,0.487562189,0.725654826,0.96163186,0.428293316,0.7069967709999999,0.973310375,0.326050905,0.660172228,0.9189325541999999,0.5031941739999999,0.7265374956,0.010684506247409839,0.10336588531720627,0.006853341284135187,0.08278490976098958,0.0021827119470032193,0.04671950285483804,0.002943034423432565,0.05424974122917606,0.018454370562886693,0.13584686438371218,0.002143963817265211,0.04630295689548575,0.3215507411630559,0.18502202643171808,0.1156217882836588,0.16371681415929204,0.11746987951807228,0.1974822974036192,0.25997719498289623,0.14537444933920704,0.07040082219938333,0.14233038348082594,0.07078313253012049,0.17702596380802518,0.20581527936145952,0.10425844346549193,0.05087358684480986,0.08849557522123894,0.042168674698795185,0.12667191188040913,0.14709236031927025,0.05726872246696035,0.03699897225077081,0.0715339233038348,0.030120481927710843,0.005507474429583006,0.12998859749144812,0.041116005873715125,0.030318602261048305,0.06710914454277286,0.012048192771084338,0.0023603461841070024,1754,681,1946,1356,664,1271,564.0,126.00000000000001,225.0,222.0,78.0,251.0,456.0,99.0,136.99999999999997,192.99999999999997,47.00000000000001,225.0,361.0,71.0,98.99999999999999,120.0,28.000000000000004,161.0,258.0,39.0,72.0,97.0,20.0,7.000000000000001,228.0,28.0,59.0,91.0,8.0,3.0
IGRP_WF_15_Kf_tp14,0.699124937,0.712953615,0.7294431840000001,0.691030974,0.7150856659999999,0.744712333,0.6798293320000001,0.711775567,0.752170613,0.637959238,0.681120455,0.73819804,0.6291681929999999,0.6807306059999999,0.751077186,0.6674225348,0.7003331817999999,0.7431202711999999,0.751159708,0.6538322879999999,0.719949767,0.7853864509999999,0.616915423,0.725475422,0.809604463,0.585911025,0.725367779,0.824571429,0.520224962,0.706171511,0.862489012,0.495205134,0.709508432,0.8066422125999999,0.5744177664,0.7172945822000001,0.0010119524620871788,0.03181120026165594,0.00031530728809456916,0.017756894100449245,8.976172871723988e-05,0.009474266658546185,0.0017448031123148094,0.04177084045497301,0.004364078307792261,0.06606117095383839,8.087487514604412e-05,0.008993045932610603,0.35746864310148235,0.2936857562408223,0.1855087358684481,0.224188790560472,0.2289156626506024,0.2879622344610543,0.3187001140250855,0.2378854625550661,0.1593011305241521,0.20575221238938046,0.1852409638554217,0.27065302911093625,0.2844925883694413,0.19383259911894274,0.1433710174717369,0.17035398230088494,0.15813253012048192,0.11723052714398112,0.2622576966932725,0.16152716593245228,0.1171634121274409,0.14380530973451328,0.1280120481927711,0.07238394964594808,0.20410490307867726,0.11160058737151247,0.08119218910585818,0.11578171091445427,0.09036144578313253,0.04405979543666405,1754,681,1946,1356,664,1271,627.0,200.0,361.0,304.00000000000006,152.0,366.0,559.0,162.0,310.0,278.9999999999999,123.0,344.0,499.00000000000006,132.0,279.0,230.99999999999997,105.0,149.0,459.99999999999994,110.0,228.0,195.0,85.0,92.0,357.99999999999994,76.0,158.00000000000003,157.0,60.0,56.00000000000001
IGRP_WF_16_Kf_tp14,0.739100845,0.762688338,0.791558764,0.69467425,0.734835639,0.78682284,0.650488555,0.704208565,0.77759986,0.649242424,0.711684667,0.799570825,0.4778972520000001,0.556846427,0.686448875,0.6422806652,0.6940527272000001,0.7684002328,0.8308730870000001,0.665585118,0.7661643340000001,0.863154513,0.581224313,0.7457481159999999,0.89407314,0.511212056,0.72662361,0.945524755,0.494339895,0.734194474,0.96809681,0.317254308,0.655041263,0.9003444610000001,0.513923138,0.7255543594,0.009814244255134833,0.0990668675952502,0.00640342203046973,0.08002138483224175,0.0021619935068420437,0.04649724192725891,0.0032200833164299624,0.056745777961271816,0.016650071599869424,0.12903515644919963,0.0017762123709237796,0.04214513460559569,0.29076396807297605,0.18795888399412627,0.1248715313463515,0.19247787610619468,0.14156626506024098,0.24154209284028325,0.2485746864310148,0.13069016152716592,0.09969167523124356,0.1275811209439528,0.10692771084337348,0.1911880409126672,0.21664766248574688,0.10425844346549193,0.06115107913669065,0.0995575221238938,0.07530120481927711,0.14162077104642015,0.16590649942987454,0.06754772393538913,0.0447070914696814,0.07448377581120944,0.04066265060240964,0.00944138473642801,0.1345496009122007,0.042584434654919234,0.02774922918807811,0.06784660766961652,0.015060240963855422,0.0023603461841070024,1754,681,1946,1356,664,1271,510.0,128.0,243.0,261.0,94.00000000000001,307.0,435.99999999999994,88.99999999999999,193.99999999999997,173.0,70.99999999999999,243.0,380.0,71.0,119.0,134.99999999999997,50.00000000000001,180.0,290.99999999999994,46.0,87.00000000000001,101.0,27.0,12.0,236.00000000000003,29.0,54.0,92.0,10.0,3.0
IGRP_WF_17_Kf_tp14,0.722532588,0.729286022,0.737160488,0.727680297,0.742660957,0.760555187,0.7344501440000001,0.758152435,0.7871857870000001,0.6962348159999999,0.737332674,0.790672557,0.662739726,0.716197492,0.788924402,0.7087275142,0.736725916,0.7728996842000001,0.747245975,0.699401543,0.732687478,0.784173261,0.678780013,0.747183351,0.8267617070000001,0.660682097,0.762253319,0.869278929,0.580647487,0.747865088,0.903623459,0.523253299,0.7349838540000001,0.8262166662,0.6285528878,0.7449946180000001,0.0008705964735399056,0.029505871848496623,0.0002428641995136535,0.015584100856759542,0.0005516090193724228,0.023486358154733628,0.003962621276982301,0.06294935485755435,0.005489378240145016,0.07409033837245593,0.00014064350030422123,0.011859321241294598,0.4338654503990878,0.3010279001468429,0.2014388489208633,0.4299410029498525,0.2891566265060241,0.31943351691581434,0.3882554161915621,0.2422907488986784,0.18705035971223025,0.3731563421828909,0.2259036144578313,0.2321007081038552,0.3312428734321551,0.19089574155653447,0.1474820143884892,0.3429203539823009,0.1822289156626506,0.1951219512195122,0.2896237172177879,0.13803230543318648,0.11921891058581705,0.3134218289085546,0.1400602409638554,0.14791502753737215,0.1807297605473204,0.08076358296622614,0.0976361767728674,0.1261061946902655,0.06325301204819278,0.12903225806451613,1754,681,1946,1356,664,1271,761.0,205.0,392.0,583.0,192.0,406.0,681.0,165.0,364.00000000000006,506.00000000000006,149.99999999999997,294.99999999999994,581.0,129.99999999999997,287.0,465.00000000000006,121.0,248.0,508.0,94.0,231.99999999999997,425.0,92.99999999999997,188.0,317.0,55.0,189.99999999999997,171.0,42.00000000000001,164.0
IGRP_WF_18_Kf_tp14,0.721685254,0.7523847909999999,0.790831568,0.719966051,0.757527049,0.805557139,0.684072635,0.736217793,0.806475663,0.654241405,0.713296258,0.795343555,0.5622026520000001,0.6338880139999999,0.742017368,0.6684335994000001,0.7186627809999999,0.7880450586000001,0.844792573,0.629894008,0.7582346609999999,0.874896865,0.611651886,0.7632221029999999,0.915709276,0.545965823,0.7490491570000001,0.928903038,0.504939073,0.73440976,0.943114281,0.400461461,0.689630427,0.9014832066,0.5385824502,0.7389092215999999,0.004305586071857765,0.0656169648174751,0.002542836105237472,0.050426541674374936,0.000706485281197949,0.026579790841877386,0.0016520090144794303,0.040644913759035464,0.008485185429226206,0.09211506624448688,0.0008790129629521427,0.02964815277470323,0.26624857468643104,0.1644640234948605,0.12384378211716343,0.16666666666666666,0.09789156626506024,0.1848937844217152,0.2514253135689852,0.14390602055800295,0.11459403905447073,0.15265486725663716,0.07379518072289158,0.16837136113296616,0.20581527936145952,0.1013215859030837,0.09301130524152107,0.13421828908554573,0.046686746987951805,0.15027537372147914,0.19327251995439,0.08957415565345081,0.042651593011305236,0.11799410029498525,0.03313253012048193,0.11880409126671912,0.1476624857468643,0.049926578560939794,0.035457348406988685,0.08112094395280238,0.015060240963855422,0.11565696302124312,1754,681,1946,1356,664,1271,467.00000000000006,112.0,241.00000000000003,226.0,65.0,235.0,441.0,98.0,223.00000000000003,206.99999999999997,49.00000000000001,214.0,361.0,69.0,181.0,182.0,31.0,191.0,339.00000000000006,61.0,82.99999999999999,160.0,22.0,151.0,259.0,34.0,68.99999999999999,110.00000000000003,10.0,147.0
IGRP_WF_19_Kf_tp14,0.720817121,0.728525403,0.7375392390000001,0.725970807,0.7450200109999999,0.76805248,0.6788058440000001,0.713695473,0.758235105,0.674103586,0.720049025,0.780875023,0.640646411,0.701687196,0.787431757,0.6880687538000001,0.7217954215999999,0.7664267208,0.7491251259999999,0.694570625,0.732256907,0.798926221,0.665224602,0.750089702,0.822388672,0.577907564,0.7278435590000001,0.873065015,0.54899416,0.735844995,0.929394022,0.488787944,0.727125942,0.8345798112,0.5950969789999999,0.734632221,0.0012596817993318682,0.0354919962714394,0.0002644185019076413,0.016260950215397665,0.0003885493123405893,0.0197116542263857,0.004798287768232198,0.06926967423217896,0.007133861646645916,0.08446219063371442,8.711920310377931e-05,0.00933376682287378,0.3700114025085519,0.2701908957415565,0.1906474820143885,0.25221238938053103,0.21686746987951808,0.2895357985837923,0.3038768529076397,0.2158590308370044,0.15878725590955806,0.19837758112094395,0.16114457831325302,0.21715184893784426,0.2896237172177879,0.1806167400881057,0.09558067831449127,0.13200589970501475,0.11144578313253012,0.1943351691581432,0.25028506271379697,0.12922173274596185,0.07040082219938333,0.11356932153392332,0.07981927710843373,0.17309205350118018,0.16704675028506272,0.07488986784140969,0.048818088386433714,0.07890855457227139,0.04819277108433735,0.01730920535011802,1754,681,1946,1356,664,1271,649.0,184.0,371.0,342.00000000000006,144.0,368.0,533.0000000000001,147.0,309.0,269.0,107.0,276.00000000000006,508.0,122.99999999999997,186.0,179.0,74.0,247.0,438.9999999999999,88.00000000000003,136.99999999999997,154.00000000000003,52.99999999999999,220.0,293.0,51.0,95.00000000000001,107.0,32.0,22.000000000000004
IGRP_WF_20_Kf_tp14,0.727616646,0.747087556,0.770656294,0.7281061129999999,0.7545440790000001,0.787211648,0.715260807,0.750722597,0.79581466,0.68543759,0.735619618,0.802789388,0.582171864,0.6536727720000001,0.76040548,0.687718604,0.7283293244,0.7833754940000001,0.8022942559999999,0.665657221,0.7519913890000001,0.832251484,0.647126685,0.7594904920000001,0.860415611,0.6120124020000001,0.757517043,0.906224066,0.5511572570000001,0.748259778,0.955405628,0.41863148,0.7009687840000001,0.871318209,0.5789170090000001,0.7436454972,0.0037817237335619623,0.061495721262230615,0.0017918231165658777,0.04232993168628881,0.0003089369500826762,0.017576602347515183,0.0036746236550268627,0.06061867414441578,0.00993344598839143,0.09966667441221981,0.0005889327474717831,0.024267936613395526,0.3261117445838084,0.19089574155653447,0.14645426515930113,0.3554572271386431,0.1882530120481928,0.23288749016522425,0.26795895096921324,0.1512481644640235,0.12332990750256938,0.3281710914454277,0.16114457831325302,0.1919748229740362,0.23375142531356896,0.1277533039647577,0.06731757451181912,0.14085545722713866,0.07680722891566265,0.17151848937844216,0.16932725199543902,0.08076358296622614,0.04624871531346352,0.11135693215339232,0.04066265060240964,0.012588512981904013,0.14424173318129987,0.06607929515418502,0.03442959917780062,0.06932153392330384,0.024096385542168683,0.003147128245476003,1754,681,1946,1356,664,1271,572.0,129.99999999999997,285.0,482.0,125.00000000000003,296.0,470.0,103.0,240.0,445.0,107.0,244.0,409.99999999999994,87.0,131.0,191.00000000000003,51.0,218.0,297.00000000000006,55.0,90.00000000000001,150.99999999999997,27.0,16.0,252.99999999999997,45.0,67.0,94.00000000000001,16.000000000000007,4.0
IGRP_WF_21_Kf_tp14,0.729183956,0.7493575309999999,0.7738245009999999,0.691757493,0.728675218,0.7760053490000001,0.676604889,0.725727456,0.7913917690000001,0.608034321,0.67457347,0.7709997279999999,0.302891012,0.373818382,0.510416243,0.6016943342,0.6504304114,0.724527518,0.806750612,0.665224602,0.75410836,0.8445784390000001,0.585766818,0.7402224609999999,0.892313142,0.544884274,0.740796555,0.9387325,0.449635879,0.711517761,0.939587242,0.180546543,0.5864370289999999,0.8843923870000001,0.4852116232,0.7066164332,0.029825047062641507,0.1726992966477904,0.024668892941266996,0.15706334053899082,0.014388573015891895,0.11995237811686726,0.0034188634848977854,0.05847104826234763,0.035040822414967546,0.1871919400374053,0.004755060287500951,0.06895694517233888,0.3597491448118586,0.22466960352422907,0.15313463514902365,0.1887905604719764,0.15813253012048192,0.2132179386309992,0.2936145952109464,0.16299559471365638,0.12024665981500515,0.12979351032448375,0.10542168674698796,0.1982690794649882,0.2457240592930445,0.12922173274596185,0.105344295991778,0.0995575221238938,0.060240963855421686,0.14634146341463414,0.20125427594070694,0.08663729809104258,0.0447070914696814,0.07669616519174041,0.04066265060240964,0.01888276947285602,0.1379703534777651,0.04698972099853157,0.0328879753340185,0.06489675516224189,0.021084337349397592,0.004720692368214005,1754,681,1946,1356,664,1271,631.0,153.0,298.0,256.0,105.0,271.0,515.0,111.0,234.00000000000003,175.99999999999997,70.0,252.0,431.00000000000006,88.00000000000003,204.99999999999997,134.99999999999997,40.0,186.0,352.99999999999994,58.99999999999999,87.00000000000001,104.0,27.0,24.0,241.99999999999997,32.0,64.0,88.0,14.000000000000002,6.0
IGRP_WF_22_Kf_tp14,0.61840037,0.6714940340000001,0.744550576,0.582157797,0.645258686,0.736492308,0.541190865,0.612161109,0.72008031,0.224329793,0.284344086,0.409567346,0.144453312,0.189207837,0.29292766,0.4221064274,0.48049315040000007,0.5807236400000001,0.8617446209999999,0.482226548,0.703839254,0.89460308,0.431465859,0.69178328,0.923612319,0.382724061,0.6770721209999999,0.911145352,0.127911169,0.559813419,0.93059126,0.078304132,0.538428418,0.9043393264,0.3005263537999999,0.6341872984000001,0.0486339264241783,0.22053101011916282,0.05107176496173964,0.22599063025209615,0.04566110686077651,0.2136845966858082,0.0007540094170101569,0.027459231908597823,0.034023823887135506,0.18445547941748844,0.006177259284318157,0.07859554239470681,0.2080957810718358,0.11894273127753305,0.06937307297019528,0.12094395280235988,0.07981927710843373,0.17702596380802518,0.18187001140250852,0.08370044052863436,0.05087358684480986,0.08997050147492626,0.03614457831325301,0.13690007867820614,0.15222348916761688,0.06167400881057269,0.03751284686536485,0.08259587020648967,0.025602409638554216,0.11959087332808813,0.1379703534777651,0.04405286343612335,0.03134635149023638,0.06710914454277286,0.015060240963855422,0.003933910306845004,0.010832383124287344,0.002936857562408223,0.0236382322713258,0.06415929203539822,0.0045180722891566254,0.0007867820613690008,1754,681,1946,1356,664,1271,365.0,81.0,135.0,164.0,52.99999999999999,225.0,318.99999999999994,57.0,98.99999999999999,122.00000000000001,24.0,174.0,267.0,42.0,73.0,112.0,17.0,152.0,241.99999999999997,30.0,61.0,91.0,10.0,5.0,19.0,2.0,46.00000000000001,86.99999999999999,2.999999999999999,1.0
IGRP_WF_23_Kf_tp14,0.720400047,0.739485691,0.762574816,0.6826210340000001,0.717769836,0.762649303,0.664036936,0.712592502,0.777572488,0.6428911079999999,0.705940342,0.7950509259999999,0.5823550160000001,0.655307549,0.764802414,0.6584608282,0.706219184,0.7725299894,0.7935461490000001,0.659600548,0.745209903,0.827310062,0.581008003,0.7311446,0.877606635,0.534068787,0.731072838,0.944002234,0.487417983,0.730534625,0.966711275,0.416684692,0.702583423,0.8818352709999999,0.5357560026,0.7281090777999999,0.0026214465464444517,0.05120006393008169,0.000968192390792366,0.031115790055731608,0.000197267060048529,0.014045179245866854,0.005463629046524108,0.07391636521450516,0.008475650702216701,0.09206329725909615,0.000241969706064736,0.015555375471673322,0.3774230330672748,0.2305433186490455,0.15775950668036998,0.3805309734513274,0.2063253012048193,0.24311565696302126,0.2588369441277081,0.15712187958883994,0.0842754367934224,0.11651917404129795,0.1039156626506024,0.16758457907159716,0.23261117445838084,0.12334801762114538,0.06628982528263104,0.10029498525073746,0.07530120481927711,0.14870180959874116,0.16989737742303307,0.07048458149779736,0.043679342240493316,0.07448377581120944,0.05572289156626506,0.015735641227380016,0.16020524515393386,0.05433186490455213,0.03751284686536485,0.06858407079646017,0.025602409638554216,0.0023603461841070024,1754,681,1946,1356,664,1271,662.0,157.0,307.0,516.0,137.0,309.0,454.0,107.0,164.0,158.00000000000003,68.99999999999999,212.99999999999997,408.0,84.0,129.0,136.0,50.00000000000001,189.0,298.0,48.00000000000001,84.99999999999999,101.0,37.0,20.0,281.0,37.0,73.0,93.0,17.0,3.0
IGRP_WF_24_Kf_tp14,0.712860976,0.735724513,0.763718439,0.656395932,0.697523421,0.7513238090000001,0.637898514,0.6913393609999999,0.76453982,0.5915933529999999,0.6570347879999999,0.7521189070000001,0.526085142,0.6013692420000001,0.7189505209999999,0.6249667834,0.676598265,0.7501302992,0.80185619,0.641646838,0.742770004,0.8314904909999999,0.542216454,0.7175098670000001,0.881164209,0.499891845,0.7175816290000001,0.918221818,0.43636888,0.700179404,0.951500283,0.363544596,0.674058127,0.8768465982,0.4967337226,0.7104198062,0.004942943748364898,0.07030607191676191,0.002548302700331774,0.050480716123404726,0.00034245735703402393,0.01850560339556708,0.003746115253269218,0.06120551652644734,0.011115430318556309,0.10542974114810445,0.0006437833792817258,0.0253728866958753,0.2844925883694413,0.19383259911894274,0.16546762589928055,0.19321533923303835,0.14759036144578316,0.22974036191974825,0.2542759407069555,0.15565345080763582,0.09403905447070916,0.1187315634218289,0.1039156626506024,0.16837136113296616,0.2274800456100342,0.1262848751835536,0.06217882836587872,0.10103244837758113,0.07228915662650602,0.14555468135326516,0.1556442417331813,0.06901615271659324,0.043679342240493316,0.08628318584070796,0.049698795180722885,0.12431156569630213,0.13568985176738882,0.048458149779735685,0.013360739979445016,0.06858407079646017,0.025602409638554216,0.003933910306845004,1754,681,1946,1356,664,1271,499.00000000000006,132.0,321.99999999999994,262.0,98.00000000000001,292.00000000000006,446.0,105.99999999999999,183.00000000000003,161.0,68.99999999999999,214.0,399.0,86.0,120.99999999999999,137.0,48.0,185.00000000000003,273.0,47.0,84.99999999999999,117.0,32.99999999999999,158.0,238.0,33.0,26.000000000000004,93.0,17.0,5.0
IGRP_WF_25_Kf_tp14,0.7237885629999999,0.734598616,0.747355223,0.725531325,0.7459577,0.770757303,0.730396982,0.759654134,0.796098625,0.7125691559999999,0.75459642,0.8091367770000001,0.6729853440000001,0.7307786540000001,0.810305284,0.713054274,0.7451171048,0.7867306424,0.76393784,0.687648713,0.738823107,0.8041761709999999,0.660898407,0.7511661279999999,0.8468854020000001,0.642079458,0.764119125,0.8895003779999999,0.594347105,0.7613921779999999,0.937886598,0.524767467,0.746214568,0.8484772778,0.6219482300000001,0.7523430212,0.0005443564433960502,0.023331447520375803,0.00015452975322315316,0.012430999687199464,0.0007377822291972904,0.02716214699167373,0.004697239991113266,0.06853641361432086,0.004111214723520099,0.06411875485004445,0.00011057373892587967,0.010515404838896108,0.40307867730900804,0.262848751835536,0.17677286742034942,0.38495575221238937,0.2515060240963856,0.28481510621557826,0.3506271379703535,0.2173274596182085,0.15416238437821173,0.3657817109144543,0.2003012048192771,0.2549173878835563,0.27936145952109465,0.17327459618208516,0.12435765673175744,0.3392330383480826,0.1460843373493976,0.2069236821400472,0.2457240592930445,0.12481644640234947,0.06731757451181912,0.12536873156342182,0.0572289156626506,0.03304484657749803,0.153363740022805,0.06461086637298091,0.042651593011305236,0.109882005899705,0.03313253012048193,0.00944138473642801,1754,681,1946,1356,664,1271,707.0000000000001,179.00000000000003,344.0,522.0,167.00000000000006,361.99999999999994,615.0,148.0,300.0,496.00000000000006,133.0,324.00000000000006,490.0,117.99999999999999,241.99999999999997,460.0,97.00000000000001,263.0,431.00000000000006,84.99999999999999,131.0,170.0,38.0,42.0,269.0,44.0,82.99999999999999,148.99999999999997,22.0,12.0
