model name,TP,FP,TN,FN,accuracy,precision,recall,specificity,F1 score,F0.5 score,F0.75 score,b accuracy,AUC value inf,AUC value trn,mcc,log loss,kappa,fall out,miss rate,NPV,lr plus,lr minus,t80_bld_igg,nseq_bld_igg,t80_bld_pd1,nseq_bld_pd1,t80_bld_spt,nseq_bld_spt,t80_pln_igg,nseq_pln_igg,t80_pln_pd1,nseq_pln_pd1,t80_pln_spt,nseq_pln_spt,t80_panc_igg,nseq_panc_igg,t80_panc_pd1,nseq_panc_pd1,t80_panc_spt,nseq_panc_spt
IGRP_WF_1_Kf_tp14,7112,1009,12992,6757,0.7213491209999999,0.875754217,0.512798327,0.9279337190000001,0.646839472,0.7671563859999999,0.6979199779999999,0.720366023,0.8007721520000001,1,0.484952745,0.63021133,0.44159478700000004,0.072066281,0.48720167299999995,0.657856094,7.115648542000001,0.525039303,0.07078313253012049,664,0.07320441988950276,724,0.1130690161527166,681,0.03619197482297404,1271,0.08636363636363636,220,0.06731757451181912,1946,0.09587020648967552,1356,0.1043956043956044,1092,0.2354618015963512,1754
IGRP_WF_2_Kf_tp14,5978,301,13700,7891,0.706063868,0.95206243,0.43103324,0.9785015359999999,0.593408775,0.7667051429999999,0.663381939,0.7047673879999999,0.803411957,1,0.490129979,0.5969151999999999,0.410594015,0.021498464,0.56896676,0.6345236439999999,20.04948966,0.581467417,0.02710843373493976,664,0.03038674033149171,724,0.05873715124816446,681,0.0055074744295830055,1271,0.031818181818181815,220,0.03802672147995889,1946,0.0715339233038348,1356,0.07417582417582418,1092,0.14652223489167618,1754
IGRP_WF_3_Kf_tp14,7626,1242,12759,6243,0.7314316470000001,0.8599458729999999,0.549859399,0.911292051,0.670800897,0.7727853109999999,0.7148240220000001,0.730575725,0.800671395,1,0.495031894,0.6778038040000001,0.46193664700000003,0.08870794900000001,0.45014060100000003,0.6714556359999999,6.198535781,0.493958661,0.08433734939759036,664,0.09944751381215469,724,0.14243759177679882,681,0.04720692368214005,1271,0.12272727272727273,220,0.08221993833504625,1946,0.10914454277286136,1356,0.11813186813186813,1092,0.2491448118586089,1754
IGRP_WF_4_Kf_tp14,6973,648,13353,6896,0.729314675,0.914971788,0.502775975,0.9537175920000001,0.648953001,0.7860798590000001,0.706464254,0.728246783,0.814880053,1,0.512069598,0.604543119,0.457465058,0.046282408,0.497224025,0.659439972,10.8632198,0.521353521,0.058734939759036146,664,0.05662983425414365,724,0.11013215859030837,681,0.024390243902439025,1271,0.06818181818181818,220,0.052929085303186026,1946,0.084070796460177,1356,0.08791208791208792,1092,0.2137970353477765,1754
IGRP_WF_5_Kf_tp14,7242,1044,12957,6627,0.724757804,0.874004345,0.52217175,0.925433898,0.653757617,0.770212495,0.703388152,0.7238028240000001,0.7872370670000001,1,0.48963729999999994,0.633280835,0.44845664399999996,0.074566102,0.47782825,0.66161152,7.002803325,0.516328882,0.08132530120481928,664,0.08011049723756906,724,0.11894273127753303,681,0.040912667191188044,1271,0.1,220,0.06937307297019528,1946,0.10766961651917405,1356,0.10164835164835165,1092,0.23831242873432154,1754
IGRP_WF_6_Kf_tp14,6768,282,13719,7101,0.7350914959999999,0.96,0.487994809,0.979858582,0.647067259,0.804392784,0.712058278,0.733926695,0.803977996,1,0.538117309,0.570230185,0.468940261,0.020141418,0.512005191,0.658933718,24.228423100000004,0.52252968,0.03463855421686747,664,0.034530386740331494,724,0.06607929515418502,681,0.0055074744295830055,1271,0.03636363636363636,220,0.040596094552929084,1946,0.07300884955752213,1356,0.076007326007326,1092,0.161345496009122,1754
IGRP_WF_7_Kf_tp14,7666,1580,12421,6203,0.7207391459999999,0.829115293,0.552743529,0.887150918,0.663292234,0.7537411759999999,0.702640079,0.719947223,0.789603829,1,0.46712935,0.691548796,0.440586748,0.11284908199999999,0.447256471,0.6669351370000001,4.898077307,0.504149252,0.12048192771084337,664,0.10773480662983426,724,0.16005873715124816,681,0.08733280881195908,1271,0.1409090909090909,220,0.10637204522096609,1946,0.1430678466076696,1356,0.12454212454212454,1092,0.2628278221208666,1754
IGRP_WF_8_Kf_tp14,6586,536,13465,7283,0.719447435,0.924740242,0.47487201700000004,0.96171702,0.627507027,0.777439385,0.689567079,0.718294518,0.8007202459999999,1,0.500478959,0.5988658579999999,0.43759254399999997,0.03828298,0.525127983,0.648978215,12.40425953,0.546031704,0.05572289156626506,664,0.052486187845303865,724,0.07195301027900147,681,0.01888276947285602,1271,0.05,220,0.045734840698869475,1946,0.0803834808259587,1356,0.09706959706959707,1092,0.17103762827822122,1754
IGRP_WF_9_Kf_tp14,7562,1236,12765,6307,0.729350556,0.859513526,0.545244791,0.9117205909999999,0.667225482,0.770673244,0.711814119,0.728482691,0.795473835,1,0.491581245,0.660362924,0.457754362,0.088279409,0.454755209,0.669305789,6.176353004,0.49878791100000003,0.08734939759036145,664,0.08011049723756906,724,0.1262848751835536,681,0.044059795436664044,1271,0.10909090909090909,220,0.08478931140801645,1946,0.10619469026548672,1356,0.10805860805860806,1092,0.24401368301026224,1754
IGRP_WF_10_Kf_tp14,6447,843,13158,7422,0.7034445640000001,0.88436214,0.464849665,0.939790015,0.609386077,0.749145925,0.667499099,0.70231984,0.807770841,1,0.460345732,0.6115244879999999,0.40554654,0.060209985,0.535150335,0.639358601,7.720474681000001,0.569436073,0.060240963855421686,664,0.05386740331491713,724,0.08663729809104258,681,0.022816679779701022,1271,0.07272727272727272,220,0.04984583761562179,1946,0.084070796460177,1356,0.09432234432234432,1092,0.17103762827822122,1754
