model name,TP,FP,TN,FN,accuracy,precision,recall,specificity,F1 score,F0.5 score,F0.75 score,b accuracy,AUC value inf,AUC value trn,mcc,log loss,kappa,fall out,miss rate,NPV,lr plus,lr minus,t70_bld_igg,nseq_bld_igg,t70_bld_pd1,nseq_bld_pd1,t70_bld_spt,nseq_bld_spt,t70_pln_igg,nseq_pln_igg,t70_pln_pd1,nseq_pln_pd1,t70_pln_spt,nseq_pln_spt,t70_panc_igg,nseq_panc_igg,t70_panc_pd1,nseq_panc_pd1,t70_panc_spt,nseq_panc_spt
IGRP_WF_1_Kf_tp14,8791,1574,12427,5078,0.7613204159999999,0.848142788,0.6338596870000001,0.887579459,0.725509615,0.794429684,0.7561213920000001,0.7607195729999999,0.8007721520000001,1,0.53943612,0.63021133,0.522060909,0.112420541,0.366140313,0.7099114540000001,5.638290647000001,0.412515532,0.10843373493975904,664,0.11049723756906077,724,0.1644640234948605,681,0.07946498819826908,1271,0.14545454545454545,220,0.08787255909558069,1946,0.1570796460176991,1356,0.12454212454212454,1092,0.26225769669327254,1754
IGRP_WF_2_Kf_tp14,7339,536,13465,6530,0.746465734,0.9319365079999999,0.529165765,0.96171702,0.675036792,0.8088121840000001,0.731497761,0.745441393,0.803411957,1,0.545122263,0.5969151999999999,0.491884906,0.03828298,0.470834235,0.673418355,13.82248112,0.489576689,0.04819277108433735,664,0.05386740331491713,724,0.07782672540381791,681,0.015735641227380016,1271,0.05,220,0.045220966084275435,1946,0.11061946902654868,1356,0.08516483516483517,1092,0.15621436716077536,1754
IGRP_WF_3_Kf_tp14,8121,1736,12265,5748,0.7314675279999999,0.823881506,0.585550508,0.8760088570000001,0.684565456,0.761862769,0.718588625,0.730779682,0.800671395,1,0.482685515,0.6778038040000001,0.462189626,0.12399114300000001,0.41444949200000003,0.68089713,4.722518817,0.473111075,0.11746987951807229,664,0.1270718232044199,724,0.17474302496328928,681,0.18961447678992918,1271,0.15,220,0.09969167523124357,1946,0.14970501474926254,1356,0.13095238095238096,1092,0.2708095781071836,1754
IGRP_WF_4_Kf_tp14,7775,1106,12895,6094,0.741657696,0.875464475,0.560602783,0.921005642,0.6835164840000001,0.787054846,0.728222631,0.740804213,0.814880053,1,0.516790112,0.604543119,0.48242632,0.078994358,0.439397217,0.6790773609999999,7.096744636,0.477084175,0.08132530120481928,664,0.08977900552486189,724,0.1262848751835536,681,0.15578284815106216,1271,0.11818181818181818,220,0.07656731757451182,1946,0.10545722713864307,1356,0.1043956043956044,1092,0.23432155074116306,1754
IGRP_WF_5_Kf_tp14,7897,1731,12270,5972,0.723609616,0.8202118820000001,0.56939938,0.876365974,0.672170915,0.75380386,0.707948894,0.7228826770000001,0.7872370670000001,1,0.46870992100000003,0.633280835,0.44640884200000003,0.123634026,0.43060062,0.672623616,4.605523234,0.491347945,0.11295180722891567,664,0.10773480662983426,724,0.16299559471365638,681,0.1990558615263572,1271,0.11363636363636363,220,0.09609455292908531,1946,0.1430678466076696,1356,0.11996336996336997,1092,0.26567844925883694,1754
IGRP_WF_6_Kf_tp14,7809,552,13449,6060,0.762755651,0.9339791890000001,0.563054294,0.960574245,0.7025641029999999,0.825248875,0.7549391529999999,0.761814269,0.803977996,1,0.5713191670000001,0.570230185,0.524610673,0.039425755,0.436945706,0.689374135,14.28138255,0.45487968100000004,0.061746987951807226,664,0.05110497237569061,724,0.09838472834067548,681,0.12981904012588513,1271,0.08181818181818182,220,0.06217882836587873,1946,0.1261061946902655,1356,0.08882783882783883,1092,0.22576966932725198,1754
IGRP_WF_7_Kf_tp14,8374,2076,11925,5495,0.728345892,0.801339713,0.603792631,0.851724877,0.688679633,0.752124163,0.716900497,0.727758754,0.789603829,1,0.470462438,0.691548796,0.456047475,0.148275123,0.396207369,0.684557979,4.0721101289999995,0.46518233700000006,0.15963855421686746,664,0.15193370165745856,724,0.2055800293685756,681,0.14162077104642015,1271,0.19545454545454546,220,0.12949640287769784,1946,0.18141592920353983,1356,0.1391941391941392,1092,0.29304446978335236,1754
IGRP_WF_8_Kf_tp14,7156,839,13162,6713,0.729027628,0.895059412,0.51597087,0.940075709,0.654592023,0.780387795,0.70783925,0.72802329,0.8007202459999999,1,0.5041369170000001,0.5988658579999999,0.456958907,0.059924291,0.48402913,0.662238994,8.610379207000001,0.514883137,0.06927710843373494,664,0.0649171270718232,724,0.1145374449339207,681,0.03147128245476003,1271,0.08181818181818182,220,0.06628982528263104,1946,0.09218289085545722,1356,0.10714285714285714,1092,0.23660205245153934,1754
IGRP_WF_9_Kf_tp14,8180,1674,12327,5689,0.735809114,0.830119748,0.5898045999999999,0.8804371120000001,0.689626101,0.7675706109999999,0.7239322440000001,0.735120856,0.795473835,1,0.491799164,0.660362924,0.47088431,0.119562888,0.41019540000000004,0.684225133,4.933007292,0.465899715,0.11746987951807229,664,0.12154696132596685,724,0.17327459618208516,681,0.05979543666404406,1271,0.15454545454545454,220,0.11921891058581706,1946,0.13053097345132744,1356,0.13553113553113552,1092,0.2628278221208666,1754
IGRP_WF_10_Kf_tp14,7959,1219,12782,5910,0.744205239,0.867182393,0.573869782,0.91293479,0.690675576,0.7867578740000001,0.732417023,0.7434022859999999,0.807770841,1,0.517910645,0.6115244879999999,0.48758198700000005,0.08706521,0.42613021799999995,0.683821956,6.591263996,0.46676961299999997,0.13253012048192772,664,0.0787292817679558,724,0.1512481644640235,681,0.2014162077104642,1271,0.1318181818181818,220,0.12024665981500514,1946,0.28982300884955753,1356,0.10347985347985347,1092,0.26225769669327254,1754
IGRP_WF_11_Kf_tp14,8302,1768,12233,5567,0.7368137779999999,0.824428997,0.598601197,0.873723305,0.6935962240000001,0.766588487,0.7258490390000001,0.736162251,0.7945402340000001,1,0.491606754,0.716324808,0.47293517799999996,0.126276695,0.40139880299999997,0.687247191,4.740393302,0.459411808,0.12048192771084337,664,0.11602209944751381,724,0.1762114537444934,681,0.06845003933910307,1271,0.12727272727272726,220,0.11356628982528263,1946,0.14528023598820058,1356,0.12545787545787546,1092,0.2765108323831243,1754
IGRP_WF_12_Kf_tp14,8124,1246,12755,5745,0.7491567990000001,0.8670224120000001,0.585766818,0.911006357,0.6991695,0.791057275,0.739241686,0.748386587,0.79832652,1,0.525780625,0.673133677,0.497533989,0.08899364300000001,0.41423318200000003,0.689459459,6.582119758999999,0.454698454,0.08734939759036145,664,0.08977900552486189,724,0.14831130690161526,681,0.15106215578284815,1271,0.12727272727272726,220,0.07348406988694758,1946,0.1467551622418879,1356,0.10531135531135531,1092,0.2434435575826682,1754
IGRP_WF_13_Kf_tp14,7922,1639,12362,5947,0.7278076790000001,0.828574417,0.571201961,0.882936933,0.676227059,0.7600790590000001,0.712930665,0.727069447,0.7956434840000001,1,0.478307101,0.650837883,0.45480484299999996,0.11706306699999999,0.42879803899999996,0.6751870659999999,4.879437864,0.48564968,0.1746987951807229,664,0.11602209944751381,724,0.1776798825256975,681,0.0975609756097561,1271,0.11818181818181818,220,0.10739979445015416,1946,0.30383480825958703,1356,0.12545787545787546,1092,0.26225769669327254,1754
IGRP_WF_14_Kf_tp14,6762,539,13462,7107,0.725654826,0.926174497,0.487562189,0.96150275,0.638828531,0.7849464859999999,0.699603124,0.724532469,0.800933185,1,0.510638419,0.591089659,0.45006967600000003,0.03849725,0.512437811,0.654480043,12.66485753,0.532955117,0.04216867469879518,664,0.055248618784530384,724,0.10425844346549193,681,0.12667191188040913,1271,0.05,220,0.050873586844809866,1946,0.08849557522123894,1356,0.09340659340659341,1092,0.20581527936145952,1754
IGRP_WF_15_Kf_tp14,8126,1911,12090,5743,0.725367779,0.809604463,0.585911025,0.8635097490000001,0.6798293320000001,0.752170613,0.711775567,0.724710387,0.782629908,1,0.46810262700000005,0.71432433,0.450006891,0.136490251,0.414088975,0.677956597,4.2926950580000005,0.47954174899999996,0.15813253012048192,664,0.13812154696132597,724,0.19383259911894274,681,0.11723052714398112,1271,0.16363636363636364,220,0.1433710174717369,1946,0.17035398230088494,1356,0.13553113553113552,1092,0.2844925883694413,1754
IGRP_WF_16_Kf_tp14,7090,840,13161,6779,0.72662361,0.89407314,0.511212056,0.940004285,0.650488555,0.77759986,0.704208565,0.725608171,0.813702835,1,0.500020432,0.571327482,0.452129015,0.059995715,0.488787944,0.66003009,8.520809514,0.519984804,0.07530120481927711,664,0.052486187845303865,724,0.10425844346549193,681,0.14162077104642015,1271,0.07272727272727272,220,0.06115107913669065,1946,0.09955752212389381,1356,0.09615384615384616,1092,0.21664766248574688,1754
IGRP_WF_17_Kf_tp14,9163,1920,12081,4706,0.762253319,0.8267617070000001,0.660682097,0.8628669379999999,0.7344501440000001,0.7871857870000001,0.758152435,0.761774517,0.804257855,1,0.534865091,0.6697283470000001,0.5240452720000001,0.137133062,0.339317903,0.7196640259999999,4.8178177269999996,0.393244761,0.1822289156626506,664,0.12154696132596685,724,0.19089574155653452,681,0.1951219512195122,1271,0.1590909090909091,220,0.1474820143884892,1946,0.34292035398230086,1356,0.11446886446886446,1092,0.3312428734321551,1754
IGRP_WF_18_Kf_tp14,7572,697,13304,6297,0.7490491570000001,0.915709276,0.545965823,0.950217842,0.684072635,0.806475663,0.736217793,0.7480918320000001,0.8134903240000001,1,0.543098938,0.569652526,0.49712989700000004,0.049782158,0.45403417700000004,0.678740881,10.96709826,0.477821145,0.046686746987951805,664,0.055248618784530384,724,0.1013215859030837,681,0.15027537372147914,1271,0.05,220,0.09301130524152107,1946,0.13421828908554573,1356,0.0815018315018315,1092,0.20581527936145952,1754
